gene_name,ensembl_ID,feature_id,twostep_gene_padj,twostep_feature_padj,lr,df,pvalue,adj_pvalue,pA_usage_control,pA_usage_treatment,change_in_usage,chr,start,end,strand,mean_usage,pA_type,condition,prox_to_dist_shift
2310022A10Rik,ENSMUSG00000049643.16,PAS3849_AATAAA_0.15,0.8752644554882291,NA,0.050663774259987804,1,0.8219122563890796,0.8821170797022907,0.7921629135931791,0.7773786776257574,-0.014784235967421733,chr7,27281520,27281521,+,0.7847707956094683,distal pA,Naive_vs_Polarised,-0.029568471934843493
2410004B18Rik,ENSMUSG00000036873.14,PAS1729_ATTAAA_0.3,0.04588311413950215,0,5.435717570066572,1,0.019728983180247215,0.048852720255850246,0.0957051972475057,0.2035767852210837,0.10787158797357799,chr3,145650581,145650582,+,0.1496409912342947,distal pA,Naive_vs_Polarised,0.21574317594715597
4930523C07Rik,ENSMUSG00000090394.9,PAS233_AATAAA_0.2,0.17157067938220272,NA,2.8315745925897318,1,0.09242769713003794,0.17698068793434446,0.4858814861157331,0.5594337029502132,0.0735522168344801,chr1,159906153,159906154,+,0.5226575945329732,distal pA,Naive_vs_Polarised,0.14710443366896014
Aars,ENSMUSG00000031960.15,PAS4720_APA_0.25,4.079768160313852e-10,0,44.70971369473045,1,2.2852078657441676e-11,4.887396177381881e-10,0.625113689307836,0.40195042194678376,-0.2231632673610522,chr8,111784233,111784234,+,0.5135320556273099,distal pA,Naive_vs_Polarised,-0.4463265347221043
Abcg1,ENSMUSG00000024030.8,PAS9056_AATAAA_0.35,0.008623854660752352,0,8.91113911758157,1,0.002834364093608063,0.009466918861774035,0.33381158481090356,0.1715061795771804,-0.16230540523372317,chr17,31336952,31336953,+,0.252658882194042,distal pA,Naive_vs_Polarised,-0.32461081046744633
Abhd17b,ENSMUSG00000047368.5,PAS9877_APA_0.1,0.33015554426834326,NA,1.515927444837871,1,0.21823683404957392,0.33927780668134533,0.2559687801295719,0.2978858669798984,0.04191708685032647,chr19,21662997,21662998,+,0.27692732355473515,distal pA,Naive_vs_Polarised,0.08383417370065294
Acad9,ENSMUSG00000027710.15,PAS1492_AATAAA_0.3,0.043856154827893346,0,5.52432740130007,1,0.018753811515837843,0.04682169160070019,0.17644645025982564,0.06895465244567334,-0.1074917978141523,chr3,36147001,36147002,+,0.12270055135274949,distal pA,Naive_vs_Polarised,-0.2149835956283046
Acbd6,ENSMUSG00000033701.14,PAS226_AATAAA_0.25,0.7732875184178059,NA,0.16553481845676288,1,0.6841110335920293,0.7820096815026127,0.3099053473457969,0.32647669976121196,0.016571352415415075,chr1,155562977,155562978,+,0.3181910235535044,distal pA,Naive_vs_Polarised,0.03314270483083015
Adar,ENSMUSG00000027951.17,PAS1591_AATAAA_0.3,2.6614235484426158e-5,0,21.098528511649874,1,4.362630034102805e-6,3.093501296909262e-5,0.5922728390405103,0.779556829907802,0.18728399086729164,chr3,89660751,89660752,+,0.6859148344741561,distal pA,Naive_vs_Polarised,0.37456798173458333
Adipor1,ENSMUSG00000026457.15,PAS187_AATAAA_0.35,0.4403853932674954,NA,0.9861873040936189,1,0.3206760194797907,0.4513974541721894,0.8114105030942866,0.8443672712108745,0.032956768116587876,chr1,134360072,134360073,+,0.8278888871525806,distal pA,Naive_vs_Polarised,0.0659135362331758
Aebp2,ENSMUSG00000030232.20,PAS3505_AATAAA_0.25,1.2240075707888346e-4,0.001986927691567289,12.366983101237565,1,4.369931578652933e-4,0.0018752521920044625,0.21739234475536826,0.125395531347875,-0.09199681340749324,chr6,140599518,140599519,+,0.17139393805162162,distal pA,Naive_vs_Polarised,-0.23930591933229742
Afg3l1,ENSMUSG00000031967.16,PAS4765_None_0.15,0.4233303104198965,NA,1.0562479074592375,1,0.3040725129210459,0.433781766684569,0.1619580771255329,0.1268915226988443,-0.0350665544266886,chr8,124230653,124230654,+,0.1444247999121886,distal pA,Naive_vs_Polarised,-0.0701331088533772
Agfg1,ENSMUSG00000026159.14,PAS118_ATTAAA_0.3,3.168063723289276e-22,0.5679448936108966,1.324304979569206,1,0.24982090048452948,0.3757941168944822,0.3015708441775892,0.3359994180754314,0.03442857389784215,chr1,82874100,82874101,+,0.3187851311265103,distal pA,Naive_vs_Polarised,-0.20970734619638337
Agps,ENSMUSG00000042410.17,PAS822_AATAAA_0.3,0.32311896600225926,NA,1.5831097380233814,1,0.20831332889739207,0.3315520211496571,0.8903456466240861,0.8247948336480871,-0.06555081297599896,chr2,75759990,75759991,+,0.8575702401360866,distal pA,Naive_vs_Polarised,-0.13110162595199792
Ak2,ENSMUSG00000028792.15,PAS2159_AATAAA_0.1,0.6882417805509948,NA,0.30264720326795214,1,0.5822276018335022,0.7001425399460081,0.8849291687969024,0.8954940653093195,0.010564896512417099,chr4,128905320,128905321,+,0.8902116170531109,distal pA,Naive_vs_Polarised,0.02112979302483428
Akap9,ENSMUSG00000040407.19,PAS2621_AATAAA_0.2,0.572594239614702,NA,0.5695582410057796,1,0.45043451304126475,0.5818569549855988,0.7492945866320944,0.6934180778865524,-0.05587650874554195,chr5,4130202,4130203,+,0.7213563322593234,distal pA,Naive_vs_Polarised,-0.1117530174910839
Akirin2,ENSMUSG00000028291.8,PAS1998_AATAAA_0.15,0.4749460829741439,NA,0.8581910301254538,1,0.35424541451600167,0.4855084440808457,0.7065970318333945,0.6635047583865987,-0.04309227344679578,chr4,34566906,34566907,+,0.6850508951099966,distal pA,Naive_vs_Polarised,-0.08618454689359162
Alg8,ENSMUSG00000035704.18,PAS3962_APA_0.35,0.018800582687371125,0,7.2404080496298775,1,0.007128077831641032,0.020624350980008237,0.7993702036637685,0.5741438368140895,-0.225226366849679,chr7,97041362,97041363,+,0.686757020238929,distal pA,Naive_vs_Polarised,-0.450452733699358
Alkbh5,ENSMUSG00000042650.4,PAS6305_AATAAA_0.2,0.6186915067839838,NA,0.4528876281706289,1,0.5009668461035419,0.6281626836248667,0.5305304334251475,0.5046816688144906,-0.025848764610656882,chr11,60449335,60449336,+,0.517606051119819,distal pA,Naive_vs_Polarised,-0.051697529221313765
Ankle2,ENSMUSG00000029501.16,PAS2797_ATTAAA_0.2,0.03465462792627527,0.019830077492033738,6.878756980546314,1,0.008722620577220772,0.024478719334168765,0.6227764775499333,0.4933456500934408,-0.12943082745649248,chr5,110404514,110404515,+,0.558061063821687,distal pA,Naive_vs_Polarised,-0.26034778669156394
