gene_name,ensembl_ID,feature_id,twostep_gene_padj,twostep_feature_padj,lr,df,pvalue,adj_pvalue,pA_usage_control,pA_usage_treatment,change_in_usage,chr,start,end,strand,mean_usage,pA_type,condition,prox_to_dist_shift
AASDHPPT,ENSG00000149313.11,PAS30468_AATAAA_0.3,0.5173019297362318,NA,2.18303283332898,1,0.1395392486398498,0.6150275382019493,0.6480127047955049,0.48623038832776205,-0.16178231646774283,chr11,106098692,106098693,+,0.5671215465616335,distal pA,siSUPT4H1,-0.3235646329354857
ABCB8,ENSG00000197150.13,PAS21132_AATAAA_0.2,0.8375025526295488,NA,-0.018794480046835815,1,1,1,0.8486114174649266,0.6040624128978623,-0.2445490045670643,chr7,151047779,151047780,+,0.7263369151813945,distal pA,siSUPT4H1,-0.40626289754797523
ABCC1,ENSG00000103222.20,PAS40309_APA_0.2,0.7419296131999571,NA,1.0194661230889324,1,0.31264567972211826,0.7925048504447932,0.49806176629734833,0.7060347947235758,0.20797302842622745,chr16,16143051,16143052,+,0.6020482805104621,distal pA,siSUPT4H1,0.4159460568524549
ABCE1,ENSG00000164163.11,PAS13298_AATAAA_0.3,1,NA,3.209513711226464e-4,1,0.9857065703518262,1,0.12200398975003701,0.12412014092596246,0.0021161511759254514,chr4,145129520,145129521,+,0.12306206533799974,distal pA,siSUPT4H1,0.004232302351850903
ABCF1,ENSG00000204574.14,PAS17571_ATTAAA_0.3,0.8638573413901692,NA,1.458342690661084,1,0.22719400016498364,0.7232629327588345,0.17693597877210662,0.05082593453826759,-0.12611004423383904,chr6,30592257,30592258,+,0.1138809566551871,distal pA,siSUPT4H1,-0.2360542642195101
ABHD10,ENSG00000144827.9,PAS9981_AATAAA_0.2,1,NA,0.040518929450627184,1,0.8404693638675134,1,0.9547985746506388,0.9497887693529101,-0.005009805297728653,chr3,111993366,111993367,+,0.9522936720017745,distal pA,siSUPT4H1,-0.010019610595457383
ABHD13,ENSG00000139826.6,PAS35733_ATTAAA_0.25,1,NA,NA,1,1,NA,NA,NA,NA,chr13,108231987,108231988,+,NA,distal pA,siSUPT4H1,NA
ABHD17C,ENSG00000136379.12,PAS38908_AATAAA_0.15,1,NA,0.037302391523553524,1,0.8468506813651611,1,0.7436223881083626,0.7066511238719396,-0.03697126423642294,chr15,80755618,80755619,+,0.7251367559901511,distal pA,siSUPT4H1,-0.07394252847284588
ABHD2,ENSG00000140526.18,PAS38967_AATAAA_0.05,0.5483454131420966,NA,0.40846778230297787,1,0.5227482247402414,0.9042135884777162,0.5853483404929817,0.6773475721915121,0.09199923169853041,chr15,89202353,89202354,+,0.6313479563422468,distal pA,siSUPT4H1,0.05678574128310712
ABHD5,ENSG00000011198.10,PAS9495_AATAAA_0.35,0.3575462319348673,NA,0.8370947152352528,1,0.360229007824759,0.827809975198458,0.35751476377428065,0.24184852212185415,-0.1156662416524265,chr3,43719869,43719870,+,0.29968164294806743,distal pA,siSUPT4H1,-0.45645907584464895
ABHD6,ENSG00000163686.15,PAS9737_AATAAA_0.25,0.8579120342682129,NA,0.5230363226978625,1,0.46954933925681125,0.887340758756983,0.7417243387909794,0.8529373908589011,0.11121305206792165,chr3,58294731,58294732,+,0.7973308648249402,distal pA,siSUPT4H1,0.2224261041358431
ABI2,ENSG00000138443.17,PAS6853_AATAAA_0.2,0.36635219641709005,NA,-0.06322411653309246,1,1,1,0.6280137539919064,0.650224347300602,0.02221059330869557,chr2,203432167,203432168,+,0.6391190506462542,distal pA,siSUPT4H1,-0.06582460322272779
ABLIM3,ENSG00000173210.21,PAS15637_APA_0.15,0.06359457707359628,NA,8.558823227529729,1,0.0034385161303922625,0.09213029804527562,0.8517294826124795,0.9721494435774843,0.12041996096500485,chr5,149260435,149260436,+,0.911939463094982,distal pA,siSUPT4H1,0.24083992193000972
ABRAXAS2,ENSG00000165660.8,PAS27969_AATAAA_0.2,0.6794642215421494,NA,0.008523925667304866,1,0.9264397398313501,1,0.46256547704621553,0.4478659365839077,-0.014699540462307814,chr10,124836666,124836667,+,0.4552157068150616,distal pA,siSUPT4H1,0.03955083071851628
