gene_name,ensembl_ID,feature_id,twostep_gene_padj,twostep_feature_padj,lr,df,pvalue,adj_pvalue,pA_usage_control,pA_usage_treatment,change_in_usage,chr,start,end,strand,mean_usage,pA_type,condition,prox_to_dist_shift
AASDHPPT,ENSG00000149313.11,PAS30468_AATAAA_0.3,0.280363245167418,NA,1.9304447761492156,1,0.16470979236528402,0.3225276611107769,0.7084670223494222,0.6309153069695961,-0.07755171537982608,chr11,106098692,106098693,+,0.6696911646595092,distal pA,CLKi_N,-0.15510343075965233
ABCB8,ENSG00000197150.13,PAS21131_None_0.25,0.004010445250124286,0.003149301356602713,10.335324553801911,1,0.0013050817412803611,0.005963736822040738,0.4915955015057494,0.3550794873440506,-0.13651601416169878,chr7,151045561,151045562,+,0.4233374944249,distal pA,CLKi_N,-0.1577780233402707
ABCC1,ENSG00000103222.20,PAS40309_APA_0.2,0.03836966417886404,0,5.867939224419388,1,0.015419091586471527,0.04961317755705047,0.8787752784691767,0.8187798123281499,-0.0599954661410268,chr16,16143051,16143052,+,0.8487775453986632,distal pA,CLKi_N,-0.11999093228205364
ABCC3,ENSG00000108846.16,PAS43065_AATAAA_0.3,2.1704254995784617e-8,0.781154010594277,2.5846488166725976,1,0.10790433823437619,0.23666693940369102,0.5700619548952668,0.5240927263788779,-0.04596922851638885,chr17,50691700,50691701,+,0.5470773406370724,distal pA,CLKi_N,-0.15626602983485566
ABCD1,ENSG00000101986.12,PAS52448_APA_0.1,0.0033105016215644397,0,10.870672266524707,1,9.76990595434397e-4,0.004640024213843618,0.9340398636478976,0.8810590119121819,-0.05298085173571565,chrX,153744753,153744754,+,0.9075494377800397,distal pA,CLKi_N,-0.10596170347143133
ABCD3,ENSG00000117528.14,PAS1169_AATAAA_0.15,0.8277461289905773,NA,0.11928098384305486,1,0.7298156325457652,0.8498175470665333,0.9778231600458143,0.9748589803299316,-0.0029641797158826977,chr1,94518661,94518662,+,0.976341070187873,distal pA,CLKi_N,-0.005928359431765513
ABCE1,ENSG00000164163.11,PAS13298_AATAAA_0.3,0.004392243011745432,7.678802075858934e-4,12.960028693254571,1,3.1821230328112565e-4,0.0017476535753566111,0.08342570612674338,0.14908093209476203,0.06565522596801865,chr4,145129520,145129521,+,0.1162533191107527,distal pA,CLKi_N,0.13429709166296488
ABCF1,ENSG00000204574.14,PAS17571_ATTAAA_0.3,0.9391381610339562,NA,0.017626892400585348,1,0.8943782011569529,0.9444303804882228,0.012968181968107562,0.012062139507394765,-9.06042460712797e-4,chr6,30592257,30592258,+,0.012515160737751163,distal pA,CLKi_N,-0.001812084921425594
ABCF3,ENSG00000161204.12,PAS10577_None_0.1,0.7859487195592265,NA,0.17390817526847968,1,0.6766615909714963,0.813130835994011,0.04775460549257193,0.05553081200613108,0.007776206513559147,chr3,184194450,184194451,+,0.05164270874935151,distal pA,CLKi_N,0.015552413027118406
ABHD10,ENSG00000144827.9,PAS9981_AATAAA_0.2,0.22088013045205473,NA,2.393122372194057,1,0.12186999732513709,0.25864859566759624,0.7934760233175483,0.8701573700085015,0.07668134669095317,chr3,111993366,111993367,+,0.8318166966630249,distal pA,CLKi_N,0.1533626933819065
ABHD13,ENSG00000139826.6,PAS35734_AATAAA_0.25,6.024745639319175e-8,2.344002209095331e-4,16.503195723169483,1,4.856814477594399e-5,3.2642623270682803e-4,0.12970858504644556,0.3059740883728813,0.17626550332643576,chr13,108234253,108234254,+,0.21784133670966344,distal pA,CLKi_N,0.17417363486077814
ABHD17C,ENSG00000136379.12,PAS38908_AATAAA_0.15,0.4750212089797636,NA,0.9546171844640412,1,0.3285468107483496,0.5216745043685536,0.9004818258131273,0.8717304674195526,-0.028751358393574677,chr15,80755618,80755619,+,0.88610614661634,distal pA,CLKi_N,-0.05750271678714934
ABHD18,ENSG00000164074.17,PAS13219_APA_0.15,0.1263728989286924,NA,3.4960891983751026,1,0.061513930863880524,0.1540426049908468,0.5140389921851947,0.670118690692603,0.15607969850740833,chr4,128039708,128039709,+,0.5920788414388989,distal pA,CLKi_N,0.3121593970148167
ABHD2,ENSG00000140526.18,PAS38967_AATAAA_0.05,0.0022967463580375927,0.017371759767053,9.215581518782528,1,0.0023996397844829142,0.010176360848986184,0.5959794939172772,0.7028628278335792,0.106883333916302,chr15,89202353,89202354,+,0.6494211608754282,distal pA,CLKi_N,0.1357913840348995
