gene_symbol,feature_id,chr,start,end,window_start,window_end,strand,padj_24hrs,change_in_usage_24hrs,padj_48hrs,change_in_usage_48hrs,padj_72hrs,change_in_usage_72hrs,padj_96hrs,change_in_usage_96hrs,padj_GP2D,change_in_usage_GP2D,padj_H838,change_in_usage_H838,padj_HCT116 p53 -/-,change_in_usage_HCT116 p53 -/-,padj_HCT116 p53 +/+,change_in_usage_HCT116 p53 +/+,padj_LU99,change_in_usage_LU99,padj_MCF7,change_in_usage_MCF7,padj_PANC0403,change_in_usage_PANC0403,padj_SKMEL2,change_in_usage_SKMEL2,padj_SUM149PT,change_in_usage_SUM149PT,padj_U2OS,change_in_usage_U2OS,padj_siCFIM25_DMSO,change_in_usage_siCFIM25_DMSO,padj_siCFIM25_DMAi,change_in_usage_siCFIM25_DMAi,pA_type
ENSG00000132879,PAS198_ATTAAA_0.15,chr1,11663325,11663326,11663126,11663526,+,NA,NA,NA,-0.007498332878463021,NA,-0.005359192290664061,NA,-0.014797000448698585,NA,-0.1291241580397487,NA,0.08154845564671642,NA,0.05812291195726605,NA,0.108921552278761,0,-0.19252199621889288,NA,0.023690760009317857,NA,NA,NA,-0.1452200135878252,NA,-0.019657962983972262,NA,-0.03996333174963951,NA,0.073283442,NA,-0.01479509,distal pA
ENSG00000126705,PAS3000_APA_0.2,chr1,27534248,27534249,27534048,27534448,-,NA,0.0454462749986404,NA,0.07519864892476169,NA,-0.015344743055124233,NA,0.046686127858810544,NA,0.036985451395253555,NA,0.07370012663608305,NA,-0.018051820246695383,NA,0.0030291374409670002,NA,-0.00645863651909695,NA,0.012006228144652352,NA,0.023573904295964954,NA,-0.03099751039978882,NA,-0.06854765733596746,NA,-2.853669016528171e-4,NA,-0.118566065,NA,-0.083229784,distal pA
ENSG00000180198,PAS540_AATAAA_0.3,chr1,28538982,28538983,28538783,28539183,+,NA,0.006324528952029063,0,0.018525712534451788,NA,0.01344384072937066,NA,9.990129558601346e-5,NA,0.002041852225618035,NA,0.07255962146966066,NA,0.01508127616782784,NA,0.0028899011254754914,NA,0.03617217704779174,NA,0.00842781088192468,NA,0.01129615696219366,0,0.03434216071566243,NA,0.0027496903990859023,NA,0.00834448623491757,NA,0.005509246,NA,-0.009486622,distal pA
ENSG00000196449,PAS3187_ATTAAA_0.05,chr1,37802944,37802945,37802744,37803144,-,NA,-0.001975581580554331,NA,0.05031661584606134,NA,-0.093617788922984,NA,0.0837210659130932,NA,0.07370328084643785,NA,-0.010912907669557326,NA,0.023408884383917195,NA,0.08851199214323513,NA,0.05359173546261975,NA,-0.018465447120322886,NA,0.02005798026977601,NA,-0.04927476166841449,NA,0.0019136392731310403,NA,-0.012917267827104562,NA,-0.017454317,NA,0.096547107,distal pA
ENSG00000159479,PAS3274_AATAAA_0.15,chr1,43383917,43383918,43383717,43384117,-,NA,0.02105229434847805,0,0.11469667032317649,NA,-0.056173023650108345,NA,0.0637331133382511,NA,0.06743348628389628,NA,-0.023721358915636537,NA,-0.023063834238856884,NA,-0.028582735613084165,NA,0.10035648347902626,NA,0.09173091092102437,NA,-0.05719907746447406,NA,-0.08341751197675595,NA,0.07044497863997773,NA,0.06657981148862446,NA,0.11021888489956884,NA,-0.010603849,distal pA
ENSG00000123080,PAS839_ATTAAA_0.25,chr1,50974632,50974633,50974433,50974833,+,NA,-0.01448660616163,NA,0.02025834806710569,NA,0.0033639421138559333,NA,0.08265181657108345,NA,NA,NA,0.042958336648585727,NA,-0.03228911703719495,NA,NA,NA,-0.024099491400678352,NA,-0.024820275399366487,NA,-0.010945974174291884,NA,-0.030422146497259828,NA,0.03118565092371084,NA,0.06579966624642775,NA,-0.161909795,NA,NA,distal pA
ENSG00000243725,PAS899_APA_0.2,chr1,54742634,54742635,54742435,54742835,+,NA,-0.0031287876842571727,NA,8.542150111601199e-4,NA,0.012243379198629832,NA,-0.00833140133693,NA,NA,NA,NA,NA,-0.039472153684485645,NA,0.006563656598755241,NA,-0.03740160219198907,NA,-0.02030255533424863,NA,0.09366477070914923,NA,-0.043060099224975,NA,-0.005771295386403419,NA,-0.05057028305610489,0,-0.047187717,NA,-0.035839404,distal pA
ENSG00000162642,PAS3382_ATTAAA_0.2,chr1,85249955,85249956,85249755,85250155,-,NA,0.04115535146643866,NA,0.023705390828096265,0,0.11650455460220747,0.0038919174923191446,0.11501137206023072,0,0.23032614691555,NA,0.03737808449343259,NA,-0.07738671629290642,NA,0.06494145199572371,NA,0.05828534681161526,NA,0.07286541948437175,NA,0.0323550504685621,NA,0.004324968674892515,NA,NA,NA,0.12308461690394969,NA,NA,NA,0.068310961,distal pA
ENSG00000117174,PAS3391_AATAAA_0.15,chr1,85650846,85650847,85650646,85651046,-,NA,0.002419990361872612,NA,-0.02699687745108703,NA,0.031029306534164136,NA,0.00811275211562637,NA,NA,NA,0.0010117919227765962,NA,NA,NA,NA,NA,0.02880460087216173,NA,NA,NA,NA,NA,NA,NA,-0.02513541168895956,NA,NA,NA,NA,NA,NA,distal pA
ENSG00000171488,PAS1111_AATAAA_0.35,chr1,89719528,89719529,89719329,89719729,+,NA,0.16578238273056772,NA,0.07421809123653472,NA,0.11460673079253908,NA,0.16711229290677715,NA,NA,NA,0.022032343039191327,NA,0.006839751381507109,NA,-0.016667107691094196,NA,NA,NA,NA,NA,NA,NA,0.0963825570827197,NA,NA,NA,0.044835769980665685,NA,-0.206641241,NA,NA,distal pA
ENSG00000067334,PAS4002_APA_0.25,chr1,93869465,93869466,93869265,93869665,-,0,0.04001102040436663,NA,0.028993315995465466,0,0.05634975876671187,NA,0.03224605128057899,NA,0.07322968282665678,0,0.1060427099524106,NA,0.010921169023138444,NA,0.032227839764525625,0,0.06261208319860252,NA,0.07116773117487656,NA,0.051122223467025135,0,0.06032240530010349,NA,-0.012895920850858444,0,0.09228679573379776,NA,NA,NA,NA,distal pA
