gene_symbol,feature_id,chr,start,end,window_start,window_end,strand,padj_24hrs,change_in_usage_24hrs,padj_48hrs,change_in_usage_48hrs,padj_72hrs,change_in_usage_72hrs,padj_96hrs,change_in_usage_96hrs,padj_GP2D,change_in_usage_GP2D,padj_H838,change_in_usage_H838,padj_HCT116 p53 -/-,change_in_usage_HCT116 p53 -/-,padj_HCT116 p53 +/+,change_in_usage_HCT116 p53 +/+,padj_LU99,change_in_usage_LU99,padj_MCF7,change_in_usage_MCF7,padj_PANC0403,change_in_usage_PANC0403,padj_SKMEL2,change_in_usage_SKMEL2,padj_SUM149PT,change_in_usage_SUM149PT,padj_U2OS,change_in_usage_U2OS,padj_siCFIM25_DMSO,change_in_usage_siCFIM25_DMSO,padj_siCFIM25_DMAi,change_in_usage_siCFIM25_DMAi,pA_type
ENSG00000157916,PAS71_AATAAA_0.25,chr1,2405434,2405435,2405235,2405635,+,NA,NA,NA,NA,NA,NA,5.3639200182264105e-127,0.5349213022781256,9.013002449922192e-10,0.34551156559036356,4.3573659992418085e-9,0.2852849189086326,6.577059348331536e-32,0.3011948088690477,5.3015840579994574e-21,0.4178411585112388,1.7855005859545313e-27,0.4674601418285376,1.5967786129595486e-38,0.6063938374768935,2.5238655756053074e-6,0.2515559030801966,3.398342820935242e-13,0.2959786853238179,1.9005809273559423e-26,0.44002290517708864,6.525840028711968e-7,0.24367031394893712,NA,NA,NA,0.054735322,distal pA
ENSG00000162591,PAS2619_ATTAAA_0.45,chr1,3487963,3487964,3487763,3488163,-,NA,NA,NA,NA,NA,NA,NA,NA,0,0.11066946457347138,NA,NA,0,0.18725197943198008,0,0.25027203050643637,NA,NA,NA,0.10421166583743592,0,0.2412239385641723,NA,NA,NA,NA,NA,0.13201608022101818,NA,NA,NA,NA,distal pA
ENSG00000178585,PAS2704_AATAAA_0.1,chr1,9848275,9848276,9848075,9848475,-,NA,NA,NA,NA,2.8150240925214215e-22,0.3846916321827488,1.4672533553084425e-18,0.4183018701293588,NA,0.11645654172227952,NA,0.20385441030776763,6.37733477580365e-4,0.22788643952660692,3.5501461767685597e-4,0.24960696810422195,2.2667403512025814e-10,0.3422299871463539,2.377948803865471e-9,0.3349834825531328,0.0021713898886149643,0.17101708895398027,0.001507966214400315,0.2351731646517733,NA,NA,NA,0.14367632787006188,8.456401900425613e-7,-0.20565137,NA,-0.116167035,distal pA
ENSG00000198830,PAS439_AATAAA_0.15,chr1,26476639,26476640,26476440,26476840,+,0,0.21187387942353353,0,0.29145782793639596,0,0.3914683053873981,0,0.4187257417329361,NA,0.2564739215150019,NA,NA,NA,0.21461896261845537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1925417775666625,0,0.30455319442357603,NA,NA,NA,NA,distal pA
ENSG00000142751,PAS2981_AATAAA_0.15,chr1,26876132,26876133,26875932,26876332,-,0,0.26636757155308566,0,0.4543432786901257,0,0.49538528897494266,0,0.6339907975688995,0,0.3113992499996378,0,0.28156459463287387,0,0.3595022753558199,0,0.37727127562967694,0,0.4759955610669294,0,0.44279109673875405,0,0.33801563793926015,0,0.3681462122825392,0,0.4257978600799781,0,0.3322616706317812,NA,-0.101413067,0,0.16573556559862213,distal pA
ENSG00000116353,PAS3038_ATTAAA_0.4,chr1,29192881,29192882,29192681,29193081,-,NA,-0.007456434485510546,0,0.13417239877763634,0,0.12509540413562042,0,0.23148048511432973,NA,0.09820179401416304,0,0.21406583027960965,0,0.3449077992523941,0,0.268973898064918,0,0.3006602846507511,0,0.26252900363959414,0,0.21328491528557003,0,0.2573180148561637,0,0.18558473118248048,0,0.1444619737274464,0,-0.079527736,NA,0.085822727,distal pA
ENSG00000116983,PAS3222_AATAAA_0.05,chr1,39678647,39678648,39678447,39678847,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.29212991833021157,NA,0.12095704099237432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,distal pA
ENSG00000177181,PAS724_APA_0.3,chr1,42418279,42418280,42418080,42418480,+,NA,NA,NA,NA,NA,NA,NA,NA,0,0.3791293130519868,NA,NA,0,0.4015099413894313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,distal pA
ENSG00000117481,PAS815_AATAAA_0.15,chr1,46365017,46365018,46364818,46365218,+,3.575237360591772e-5,0.25363466119868894,7.120333444410489e-4,0.3082412785812507,0.03293565566001862,0.21100311932843663,0.006785629685747541,0.19173397979511425,NA,0.19466881746569364,NA,0.0961839733369544,0.05489274058123187,0.13426604678950932,8.366603422002716e-4,0.2559213327803467,0,0.22830705422063968,0,0.2794669450962373,0,0.2553020894199647,NA,0.08927117177522281,0.009184118586393729,0.20551859280961465,NA,0.15421775434648982,0,-0.211859282,NA,-0.013125812,distal pA
ENSG00000097033,PAS1080_AATAAA_0.3,chr1,86748179,86748180,86747980,86748380,+,0,0.20816151851477732,0,0.22355123775441332,0,0.32762946902601603,0,0.3752515542696955,NA,0.1572380554674251,0,0.16275986754497973,0,0.28742395046249664,0,0.31265707896361694,0,0.2322021716049686,0,0.22524785049778995,0,0.1524430674895017,0,0.1865965495156826,0,0.2381871175554609,0,0.16584840974441284,0,-0.41167889,0,-0.194771455,distal pA
