gene_id,feature_id,twostep_gene_padj,twostep_transcript_padj,gene_id.x,lr,df,pvalue,adj_pvalue,gene_id.y,DMSO_72hrs_1,DMSO_72hrs_2,DMSO_72hrs_3,SDMAi_ADMAi_72hrs_1,SDMAi_ADMAi_72hrs_2,SDMAi_ADMAi_72hrs_3,mean_diff,chr,start,end,V5,strand,V7,V8,V9
AAGAB_ENSG00000103591.13,PAS18031_ATTAAA_0.3,0.612212052,NA,AAGAB_ENSG00000103591.13,0.413951952,1,0.519970436,0.638217345,AAGAB_ENSG00000103591.13,0.111978392,0.111978392,0.111978392,0.125111934,0.125111934,0.125111934,0.013133542,chr15,67201030,67201031,57,-,ENSG00000103591.13,AAGAB,UTR3
AAGAB_ENSG00000103591.13,PAS18032_AATAAA_0.3,0.612212052,NA,AAGAB_ENSG00000103591.13,0.413951952,1,0.519970436,0.638217345,AAGAB_ENSG00000103591.13,0.888021608,0.888021608,0.888021608,0.874888066,0.874888066,0.874888066,-0.013133542,chr15,67201672,67201673,642,-,ENSG00000103591.13,AAGAB,UTR3
AARD_ENSG00000205002.4,PAS10343_APA_0.15,0.033404085,0,AARD_ENSG00000205002.4,5.729409339,1,0.016683093,0.039718467,AARD_ENSG00000205002.4,0.344951521,0.344951521,0.344951521,0.150962106,0.150962106,0.150962106,-0.193989415,chr8,116943256,116943257,51,+,ENSG00000205002.4,AARD,UTR3
AARD_ENSG00000205002.4,PAS10344_AATAAA_0.35,0.033404085,0,AARD_ENSG00000205002.4,5.729409339,1,0.016683093,0.039718467,AARD_ENSG00000205002.4,0.655048479,0.655048479,0.655048479,0.849037894,0.849037894,0.849037894,0.193989415,chr8,116943997,116943998,33,+,ENSG00000205002.4,AARD,UTR3
AARS2_ENSG00000124608.5,PAS8611_AATAAA_0.1,0.045717165,0.012286324,AARS2_ENSG00000124608.5,7.3927297,1,0.006548803,0.017855442,AARS2_ENSG00000124608.5,0.571674497,0.571674497,0.571674497,0.681076632,0.681076632,0.681076632,0.109402135,chr6,44299560,44299561,90,-,ENSG00000124608.5,AARS2,UTR3
AARS2_ENSG00000124608.5,PAS8609_APA_0.1,0.045717165,0.128427998,AARS2_ENSG00000124608.5,3.319704465,1,0.068454134,0.129312226,AARS2_ENSG00000124608.5,0.227836326,0.227836326,0.227836326,0.167979115,0.167979115,0.167979115,-0.05985721,chr6,44298731,44298732,153,-,ENSG00000124608.5,AARS2,UTR3
AARS2_ENSG00000124608.5,PAS8610_ATTAAA_0.2,0.045717165,0.218338343,AARS2_ENSG00000124608.5,2.465404284,1,0.116377755,0.197912591,AARS2_ENSG00000124608.5,0.200489177,0.200489177,0.200489177,0.150944253,0.150944253,0.150944253,-0.049544924,chr6,44298968,44298969,57,-,ENSG00000124608.5,AARS2,UTR3
AASDHPPT_ENSG00000149313.11,PAS13709_AATAAA_0.4,0.837769639,NA,AASDHPPT_ENSG00000149313.11,0.078536345,1,0.779290797,0.847854851,AASDHPPT_ENSG00000149313.11,0.479746787,0.479746787,0.479746787,0.467243203,0.467243203,0.467243203,-0.012503584,chr11,106096987,106096988,91,+,ENSG00000149313.11,AASDHPPT,UTR3
AASDHPPT_ENSG00000149313.11,PAS13710_AATAAA_0.3,0.837769639,NA,AASDHPPT_ENSG00000149313.11,0.078536345,1,0.779290797,0.847854851,AASDHPPT_ENSG00000149313.11,0.520253213,0.520253213,0.520253213,0.532756797,0.532756797,0.532756797,0.012503584,chr11,106098692,106098693,113,+,ENSG00000149313.11,AASDHPPT,UTR3
AASS_ENSG00000008311.16,PAS9862_ATTAAA_0.1,0.005232632,0.00221,AASS_ENSG00000008311.16,10.52459101,1,0.001177965,0.003944231,AASS_ENSG00000008311.16,0.180818404,0.180818404,0.180818404,0.045725614,0.045725614,0.045725614,-0.13509279,chr7,122076479,122076480,10,-,ENSG00000008311.16,AASS,UTR3
