gene_id,feature_id,twostep_gene_padj,twostep_transcript_padj,gene_id.x,lr,df,pvalue,adj_pvalue,gene_id.y,DMSO_24hrs_1,DMSO_24hrs_2,DMSO_24hrs_3,SDMAi_ADMAi_24hrs_1,SDMAi_ADMAi_24hrs_2,SDMAi_ADMAi_24hrs_3,mean_diff,chr,start,end,V5,strand,V7,V8,V9
AAGAB_ENSG00000103591.13,PAS18031_ATTAAA_0.3,0.797053897,NA,AAGAB_ENSG00000103591.13,0.154675798,1,0.694106454,0.818575121,AAGAB_ENSG00000103591.13,0.12402998,0.12402998,0.12402998,0.115363582,0.115363582,0.115363582,-0.008666398,chr15,67201030,67201031,57,-,ENSG00000103591.13,AAGAB,UTR3
AAGAB_ENSG00000103591.13,PAS18032_AATAAA_0.3,0.797053897,NA,AAGAB_ENSG00000103591.13,0.154675798,1,0.694106454,0.818575121,AAGAB_ENSG00000103591.13,0.87597002,0.87597002,0.87597002,0.884636418,0.884636418,0.884636418,0.008666398,chr15,67201672,67201673,642,-,ENSG00000103591.13,AAGAB,UTR3
AARD_ENSG00000205002.4,PAS10343_APA_0.15,0.173513633,NA,AARD_ENSG00000205002.4,3.050475866,1,0.08071349,0.198476946,AARD_ENSG00000205002.4,0.341015271,0.341015271,0.341015271,0.193453947,0.193453947,0.193453947,-0.147561325,chr8,116943256,116943257,51,+,ENSG00000205002.4,AARD,UTR3
AARD_ENSG00000205002.4,PAS10344_AATAAA_0.35,0.173513633,NA,AARD_ENSG00000205002.4,3.050475866,1,0.08071349,0.198476946,AARD_ENSG00000205002.4,0.658984729,0.658984729,0.658984729,0.806546053,0.806546053,0.806546053,0.147561325,chr8,116943997,116943998,33,+,ENSG00000205002.4,AARD,UTR3
AARS2_ENSG00000124608.5,PAS8609_APA_0.1,0.769896671,NA,AARS2_ENSG00000124608.5,0.785839559,1,0.375361124,0.569052091,AARS2_ENSG00000124608.5,0.240264206,0.240264206,0.240264206,0.208757462,0.208757462,0.208757462,-0.031506744,chr6,44298731,44298732,153,-,ENSG00000124608.5,AARS2,UTR3
AARS2_ENSG00000124608.5,PAS8610_ATTAAA_0.2,0.769896671,NA,AARS2_ENSG00000124608.5,4.67E-04,1,0.982753145,0.992136083,AARS2_ENSG00000124608.5,0.181183394,0.181183394,0.181183394,0.180511116,0.180511116,0.180511116,-6.72E-04,chr6,44298968,44298969,57,-,ENSG00000124608.5,AARS2,UTR3
AARS2_ENSG00000124608.5,PAS8611_AATAAA_0.1,0.769896671,NA,AARS2_ENSG00000124608.5,0.532996126,1,0.465349942,0.649755553,AARS2_ENSG00000124608.5,0.5785524,0.5785524,0.5785524,0.610731421,0.610731421,0.610731421,0.032179021,chr6,44299560,44299561,90,-,ENSG00000124608.5,AARS2,UTR3
AASDHPPT_ENSG00000149313.11,PAS13709_AATAAA_0.4,0.439407265,NA,AASDHPPT_ENSG00000149313.11,1.144887892,1,0.284621855,0.476151364,AASDHPPT_ENSG00000149313.11,0.488427408,0.488427408,0.488427408,0.439535805,0.439535805,0.439535805,-0.048891603,chr11,106096987,106096988,91,+,ENSG00000149313.11,AASDHPPT,UTR3
AASDHPPT_ENSG00000149313.11,PAS13710_AATAAA_0.3,0.439407265,NA,AASDHPPT_ENSG00000149313.11,1.144887892,1,0.284621855,0.476151364,AASDHPPT_ENSG00000149313.11,0.511572592,0.511572592,0.511572592,0.560464195,0.560464195,0.560464195,0.048891603,chr11,106098692,106098693,113,+,ENSG00000149313.11,AASDHPPT,UTR3
AASS_ENSG00000008311.16,PAS9860_ATTAAA_0.25,0.991558816,NA,AASS_ENSG00000008311.16,0.002767775,1,0.958042932,0.978540917,AASS_ENSG00000008311.16,0.690834645,0.690834645,0.690834645,0.687312719,0.687312719,0.687312719,-0.003521926,chr7,122073551,122073552,48,-,ENSG00000008311.16,AASS,UTR3
AASS_ENSG00000008311.16,PAS9861_APA_0.25,0.991558816,NA,AASS_ENSG00000008311.16,0.001830917,1,0.965869563,0.982808547,AASS_ENSG00000008311.16,0.2053087,0.2053087,0.2053087,0.202173687,0.202173687,0.202173687,-0.003135013,chr7,122076245,122076246,32,-,ENSG00000008311.16,AASS,UTR3
AASS_ENSG00000008311.16,PAS9862_ATTAAA_0.1,0.991558816,NA,AASS_ENSG00000008311.16,0.030803516,1,0.86067946,0.921139544,AASS_ENSG00000008311.16,0.103856655,0.103856655,0.103856655,0.110513594,0.110513594,0.110513594,0.006656939,chr7,122076479,122076480,10,-,ENSG00000008311.16,AASS,UTR3
ABCB10_ENSG00000135776.5,PAS2318_AATAAA_0.3,0.94456888,NA,ABCB10_ENSG00000135776.5,0.011446568,1,0.914797995,0.951114181,ABCB10_ENSG00000135776.5,0.30540478,0.30540478,0.30540478,0.301586533,0.301586533,0.301586533,-0.003818247,chr1,229516843,229516844,33,-,ENSG00000135776.5,ABCB10,UTR3
ABCB10_ENSG00000135776.5,PAS2317_ATTAAA_0.1,0.94456888,NA,ABCB10_ENSG00000135776.5,0.011446568,1,0.914797995,0.951114181,ABCB10_ENSG00000135776.5,0.69459522,0.69459522,0.69459522,0.698413467,0.698413467,0.698413467,0.003818247,chr1,229516582,229516583,138,-,ENSG00000135776.5,ABCB10,UTR3
ABCB7_ENSG00000131269.19,PAS24259_ATTAAA_0.2,0.812487791,NA,ABCB7_ENSG00000131269.19,0.130453294,1,0.71796251,0.835073358,ABCB7_ENSG00000131269.19,0.924123285,0.924123285,0.924123285,0.91074853,0.91074853,0.91074853,-0.013374756,chrX,75053280,75053281,160,-,ENSG00000131269.19,ABCB7,UTR3
ABCB7_ENSG00000131269.19,PAS24258_AATAAA_0.25,0.812487791,NA,ABCB7_ENSG00000131269.19,0.130453294,1,0.71796251,0.835073358,ABCB7_ENSG00000131269.19,0.075876715,0.075876715,0.075876715,0.08925147,0.08925147,0.08925147,0.013374756,chrX,75051555,75051556,17,-,ENSG00000131269.19,ABCB7,UTR3
ABCC5_ENSG00000114770.17,PAS5505_AATAAA_0.25,0.146124416,NA,ABCC5_ENSG00000114770.17,3.426116636,1,0.064172832,0.168291252,ABCC5_ENSG00000114770.17,0.416861009,0.416861009,0.416861009,0.311194039,0.311194039,0.311194039,-0.105666971,chr3,183983753,183983754,60,-,ENSG00000114770.17,ABCC5,UTR3
ABCC5_ENSG00000114770.17,PAS5504_AATAAA_0.35,0.146124416,NA,ABCC5_ENSG00000114770.17,3.426116636,1,0.064172832,0.168291252,ABCC5_ENSG00000114770.17,0.583138991,0.583138991,0.583138991,0.688805961,0.688805961,0.688805961,0.105666971,chr3,183919937,183919938,125,-,ENSG00000114770.17,ABCC5,UTR3
ABCD3_ENSG00000117528.14,PAS534_AATAAA_0.3,7.29E-05,0,ABCD3_ENSG00000117528.14,19.71815399,1,8.97E-06,1.03E-04,ABCD3_ENSG00000117528.14,0.12932886,0.12932886,0.12932886,0.028409841,0.028409841,0.028409841,-0.100919018,chr1,94478720,94478721,57,+,ENSG00000117528.14,ABCD3,UTR3
ABCD3_ENSG00000117528.14,PAS535_AATAAA_0.15,7.29E-05,0,ABCD3_ENSG00000117528.14,19.71815399,1,8.97E-06,1.03E-04,ABCD3_ENSG00000117528.14,0.87067114,0.87067114,0.87067114,0.971590159,0.971590159,0.971590159,0.100919018,chr1,94518661,94518662,155,+,ENSG00000117528.14,ABCD3,UTR3
ABCE1_ENSG00000164163.11,PAS5976_ATTAAA_0.4,0.418375894,NA,ABCE1_ENSG00000164163.11,1.336046273,1,0.247732421,0.434954161,ABCE1_ENSG00000164163.11,0.052272603,0.052272603,0.052272603,0.039434768,0.039434768,0.039434768,-0.012837835,chr4,145127623,145127624,19,+,ENSG00000164163.11,ABCE1,UTR3
ABCE1_ENSG00000164163.11,PAS5977_AATAAA_0.2,0.418375894,NA,ABCE1_ENSG00000164163.11,0.144490199,1,0.703857332,0.824885213,ABCE1_ENSG00000164163.11,0.853462339,0.853462339,0.853462339,0.846185356,0.846185356,0.846185356,-0.007276984,chr4,145129158,145129159,134,+,ENSG00000164163.11,ABCE1,UTR3
ABCE1_ENSG00000164163.11,PAS5978_AATAAA_0.3,0.418375894,NA,ABCE1_ENSG00000164163.11,1.50943145,1,0.219225863,0.399150533,ABCE1_ENSG00000164163.11,0.094265058,0.094265058,0.094265058,0.114379876,0.114379876,0.114379876,0.020114818,chr4,145129522,145129523,54,+,ENSG00000164163.11,ABCE1,UTR3
ABCF1_ENSG00000204574.14,PAS7884_ATTAAA_0.3,0.967886307,NA,ABCF1_ENSG00000204574.14,0.004642086,1,0.945679877,0.972056158,ABCF1_ENSG00000204574.14,0.011339846,0.011339846,0.011339846,0.01092989,0.01092989,0.01092989,-4.10E-04,chr6,30592257,30592258,11,+,ENSG00000204574.14,ABCF1,UTR3
ABCF1_ENSG00000204574.14,PAS7883_AATAAA_0.2,0.967886307,NA,ABCF1_ENSG00000204574.14,0.004642086,1,0.945679877,0.972056158,ABCF1_ENSG00000204574.14,0.988660154,0.988660154,0.988660154,0.98907011,0.98907011,0.98907011,4.10E-04,chr6,30591310,30591311,1538,+,ENSG00000204574.14,ABCF1,UTR3
ABCF2_ENSG00000033050.9,PAS9950_AATAAA_0.1,0.952772355,NA,ABCF2_ENSG00000033050.9,0.008510717,1,0.926496594,0.958520708,ABCF2_ENSG00000033050.9,0.8612469,0.8612469,0.8612469,0.857430854,0.857430854,0.857430854,-0.003816046,chr7,151213510,151213511,184,-,ENSG00000033050.9,ABCF2,UTR3
ABCF2_ENSG00000033050.9,PAS9949_AATAAA_0.3,0.952772355,NA,ABCF2_ENSG00000033050.9,0.008510717,1,0.926496594,0.958520708,ABCF2_ENSG00000033050.9,0.1387531,0.1387531,0.1387531,0.142569146,0.142569146,0.142569146,0.003816046,chr7,151212490,151212491,24,-,ENSG00000033050.9,ABCF2,UTR3
ABHD10_ENSG00000144827.9,PAS4452_ATTAAA_0.35,0.002910654,0.001406113,ABHD10_ENSG00000144827.9,12.25099065,1,4.65E-04,0.003144732,ABHD10_ENSG00000144827.9,0.21741988,0.21741988,0.21741988,0.108480933,0.108480933,0.108480933,-0.108938947,chr3,111991968,111991969,92,+,ENSG00000144827.9,ABHD10,UTR3
ABHD10_ENSG00000144827.9,PAS4453_ATTAAA_0.3,0.002910654,0.46669871,ABHD10_ENSG00000144827.9,2.028819457,1,0.154340454,0.313840384,ABHD10_ENSG00000144827.9,0.031025992,0.031025992,0.031025992,0.014162871,0.014162871,0.014162871,-0.016863121,chr3,111992443,111992444,18,+,ENSG00000144827.9,ABHD10,UTR3
ABHD10_ENSG00000144827.9,PAS4454_AATAAA_0.2,0.002910654,2.80E-04,ABHD10_ENSG00000144827.9,15.27910647,1,9.27E-05,7.90E-04,ABHD10_ENSG00000144827.9,0.751554129,0.751554129,0.751554129,0.877356196,0.877356196,0.877356196,0.125802068,chr3,111993366,111993367,156,+,ENSG00000144827.9,ABHD10,UTR3
ABHD12_ENSG00000100997.20,PAS22828_AATAAA_0.05,0.828020797,NA,ABHD12_ENSG00000100997.20,0.109504275,1,0.740709219,0.849613392,ABHD12_ENSG00000100997.20,0.821245211,0.821245211,0.821245211,0.812849468,0.812849468,0.812849468,-0.008395743,chr20,25300213,25300214,717,-,ENSG00000100997.20,ABHD12,UTR3
ABHD12_ENSG00000100997.20,PAS22827_AATAAA_0.35,0.828020797,NA,ABHD12_ENSG00000100997.20,0.109504275,1,0.740709219,0.849613392,ABHD12_ENSG00000100997.20,0.178754789,0.178754789,0.178754789,0.187150532,0.187150532,0.187150532,0.008395743,chr20,25294743,25294744,61,-,ENSG00000100997.20,ABHD12,UTR3
ABHD15_ENSG00000168792.5,PAS20073_AATAAA_0.15,0.407747254,NA,ABHD15_ENSG00000168792.5,1.286230682,1,0.256743752,0.44449867,ABHD15_ENSG00000168792.5,0.385076181,0.385076181,0.385076181,0.284948773,0.284948773,0.284948773,-0.100127408,chr17,29560548,29560549,18,-,ENSG00000168792.5,ABHD15,UTR3
ABHD15_ENSG00000168792.5,PAS20074_ATTAAA_0.2,0.407747254,NA,ABHD15_ENSG00000168792.5,1.286230682,1,0.256743752,0.44449867,ABHD15_ENSG00000168792.5,0.614923819,0.614923819,0.614923819,0.715051227,0.715051227,0.715051227,0.100127408,chr17,29561293,29561294,20,-,ENSG00000168792.5,ABHD15,UTR3
