"gene_name","ensembl_ID","feature_id","twostep_gene_padj","twostep_feature_padj","lr","df","pvalue","adj_pvalue","pA_usage_control","pA_usage_treatment","change_in_usage","chr","start","end","strand","mean_usage","sig_PAS_count","UTR_type"
"ADIPOR2","ENSG00000006831","PAS32053_AATAAA_0.25",0.644950697640778,NA,0.388270626594022,1,0.533209837301904,0.688596594627166,0.88593825862149,0.896332753413547,0.010394494792058,"chr12",1788670,1788671,"+",0.891135506017518,0,"TUTR"
"AGGF1","ENSG00000164252","PAS15005_APA_0.25",0.856464159684836,NA,0.217426783427527,1,0.641007613864007,0.772404841702828,0.547490334013024,0.588023418101935,0.0405330840889112,"chr5",77065209,77065210,"+",0.56775687605748,0,"TUTR"
"AGPAT3","ENSG00000160216","PAS50312_ATTAAA_0.4",0.00073506069798334,1,1.29995145803696,1,0.25422209054124,0.41979237515015,0.275266125800967,0.319426998652365,0.0441608728513979,"chr21",43986533,43986534,"+",0.297346562226666,1,"TUTR"
"ALDH1B1","ENSG00000137124","PAS25005_AATAAA_0.25",0.510982175942935,NA,1.66558556084192,1,0.196850856982467,0.351572647981944,0.661476161468743,0.718992926549613,0.0575167650808709,"chr9",38398657,38398658,"+",0.690234544009178,0,"TUTR"
"ANKRD33B","ENSG00000164236","PAS14609_AATAAA_0.3",0.65588790387943,NA,0.365061319673146,1,0.545708656680257,0.699919120888243,0.323466332412058,0.268132140995032,-0.0553341914170262,"chr5",10657814,10657815,"+",0.295799236703545,0,"TUTR"
"APOOL","ENSG00000155008","PAS52157_AATAAA_0.15",0.564573384066484,NA,0.590429556104937,1,0.44225306009861,0.611502398347492,0.271355831692398,0.234925000734699,-0.0364308309576991,"chrX",85093314,85093315,"+",0.253140416213549,0,"TUTR"
"APPL1","ENSG00000157500","PAS9709_AATAAA_0.35",0.000932775920217396,0.649803508231743,2.25527526494898,1,0.133159775835192,0.263753138737583,0.583660016308856,0.646338520215841,0.0626785039069852,"chr3",57273451,57273452,"+",0.614999268262349,0,"TUTR"
"ARHGAP35","ENSG00000160007","PAS47015_AATAAA_0.45",0.634523420966309,NA,0.343565689807292,1,0.557778233703233,0.70887449377648,0.382540114641118,0.362208911499851,-0.0203312031412674,"chr19",47005073,47005074,"+",0.372374513070484,0,"TUTR"
"ARID1A","ENSG00000117713","PAS444_AATAAA_0.25",0.70004524381356,NA,0.276810183230282,1,0.598799598364804,0.740521255791269,0.879138563017103,0.861183812250204,-0.0179547507668992,"chr1",26782101,26782102,"+",0.870161187633653,0,"TUTR"
"ARIH1","ENSG00000166233","PAS38774_AATAAA_0.25",0.0838257883361413,NA,0.0640228546835715,1,0.8002470558226,0.882243142460958,0.692369721899516,0.704216343037533,0.011846621138017,"chr15",72586553,72586554,"+",0.698293032468525,0,"TUTR"
"ATP6V1A","ENSG00000114573","PAS10002_AATAAA_0.15",0.0317165668712765,1,-0.00275663403590443,1,1,1,0.744634091620135,0.748976683987402,0.00434259236726664,"chr3",113812053,113812054,"+",0.746805387803768,0,"TUTR"
