"gene_name","feature_id","twostep_gene_padj","twostep_feature_padj","lr","df","pvalue","adj_pvalue","pA_usage_control","pA_usage_treatment","change_in_usage","chr","start","end","strand","mean_usage","sig_PAS_count","UTR_type","internal_to_UTR_shift","is_significant","pA_type","condition"
"ADAMTSL1","PAS24853_APA_0.2",0.00705043810558096,0,9.51148806917468,1,0.00204189511807965,0.0104398594290697,0.557245850415028,0.826449596146131,0.269203745731103,"chr9",18910946,18910947,"+",0.69184772328058,2,"ALE",NA,TRUE,"distal pA","SDMAi_ADMAi"
"AGBL5","PAS5344_AATAAA_0.35",0.0419356103420815,0,5.67984241728578,1,0.0171609090189999,0.0579504767607713,0.213764232352053,0.433464307468782,0.219700075116729,"chr2",27070612,27070613,"+",0.323614269910418,2,"ALE",NA,TRUE,"distal pA","SDMAi_ADMAi"
"AGTRAP","PAS204_AATAAA_0.2",2.24588352117462e-07,0,31.5246103852833,1,1.96928480481384e-08,4.18125425823118e-07,0.0155049667437935,0.236882130974323,0.221377164230529,"chr1",11754791,11754792,"+",0.126193548859058,2,"ALE",NA,TRUE,"distal pA","SDMAi_ADMAi"
"ANKHD1","PAS15517_ATTAAA_0.3",5.3363937032499e-24,1.12880574096181e-08,35.6314224886646,1,2.3841067223152e-09,5.95666543611682e-08,0.0844656811891704,0.203217534637025,0.118751853447855,"chr5",140535913,140535914,"+",0.143841607913098,2,"ALE",NA,TRUE,"distal pA","SDMAi_ADMAi"
"ANTXR1","PAS5779_AATAAA_0.1",1.52449291707614e-05,2.41359742214316e-06,25.2265102768251,1,5.0976652848976e-07,7.68599670120386e-06,0.814036083594945,0.526975205953827,-0.287060877641118,"chr2",69249167,69249168,"+",0.670505644774386,2,"ALE",NA,TRUE,"distal pA","SDMAi_ADMAi"
"ASPHD1","PAS40452_AATAAA_0.35",0.0275444636576572,0,6.55523953183979,1,0.010457576069407,0.0389392859495705,0.104255223990278,0.246709845122794,0.142454621132516,"chr16",29919861,29919862,"+",0.175482534556536,2,"ALE",NA,TRUE,"distal pA","SDMAi_ADMAi"
"ATAT1","PAS17578_AATAAA_0.4",0.0190005092727523,0,7.37818954529007,1,0.00660195974367888,0.0270891625305008,0.646940798451722,0.853342032408686,0.206401233956964,"chr6",30646818,30646819,"+",0.750141415430204,2,"ALE",NA,TRUE,"distal pA","SDMAi_ADMAi"
"ATF6","PAS1751_APA_0.35",1.03202677948523e-29,1.04972840292346e-22,100.060582906008,1,1.4780603672235e-23,2.28477742746511e-21,0.581559905875846,0.128378538873744,-0.453181367002102,"chr1",161959024,161959025,"+",0.354969222374795,2,"ALE",NA,TRUE,"distal pA","SDMAi_ADMAi"
"ATM","PAS30484_AATAAA_0.4",0.0124375855086418,0,8.3001874986029,1,0.00396409856487963,0.0178947025827263,0.844583390617093,0.979882318717337,0.135298928100244,"chr11",108369098,108369099,"+",0.912232854667215,2,"ALE",NA,TRUE,"distal pA","SDMAi_ADMAi"
"ATP2C1","PAS10146_ATTAAA_0.25",1.40776181107899e-06,0.00574107405384323,11.2219236241945,1,0.000808366621370685,0.00482400856026317,0.16660041342783,0.292987814423462,0.126387400995632,"chr3",131016708,131016709,"+",0.229794113925646,2,"ALE",NA,TRUE,"distal pA","SDMAi_ADMAi"
