gene_name,feature_id,twostep_gene_padj,twostep_feature_padj,lr,df,pvalue,adj_pvalue,pA_usage_control,pA_usage_treatment,change_in_usage,chr,start,end,strand,mean_usage,sig_PAS_count,UTR_type,internal_to_UTR_shift,is_significant,pA_type,condition
AARD,PAS23324_AATAAA_0.35,0.07118978274364299,NA,4.977691733648271,1,0.025676219646895947,0.0967395147507962,0.7397177464295023,0.913700791538276,0.17398304510877385,chr8,116943997,116943998,+,0.8267092689838891,0,TUTR,NA,FALSE,distal pA,ADMAi
AASDHPPT,PAS30468_AATAAA_0.3,0.09236532004460708,NA,4.411092138233471,1,0.0357059744203589,0.12305390704382292,0.5516941265960467,0.6411775271528393,0.0894834005567926,chr11,106098692,106098693,+,0.596435826874443,0,TUTR,NA,FALSE,distal pA,ADMAi
ABCA7,PAS46010_AATAAA_0.2,0.15935968505214423,NA,3.240742193379901,1,0.07182809263737612,0.201785781768658,0.9462369580832926,0.8619753263565805,-0.08426163172671208,chr19,1065568,1065569,+,0.9041061422199366,0,iAPA,-0.16852326345342422,FALSE,distal pA,ADMAi
ABCB8,PAS21132_AATAAA_0.2,0.21806700635765305,NA,1.2864607449364485,1,0.25670121617872305,0.4681978172088657,0.12888562870599973,0.20322551384518275,0.07433988513918299,chr7,151047779,151047780,+,0.16605557127559123,0,TUTR,NA,FALSE,distal pA,ADMAi
ABCC1,PAS40309_APA_0.2,0.7911822153058063,NA,0.37311103874344553,1,0.5413133499253767,0.7281981575359431,0.5510735445595294,0.583539565343182,0.03246602078365257,chr16,16143051,16143052,+,0.5673065549513556,0,iAPA,0.04258751716408554,FALSE,distal pA,ADMAi
ABCD3,PAS1169_AATAAA_0.15,0.01273669058255296,0,8.745543023984283,1,0.0031035966781243216,0.019157081702518022,0.8698477388683626,0.9408953002571806,0.07104756138881796,chr1,94518661,94518662,+,0.9053715195627716,0,ALE,NA,FALSE,distal pA,ADMAi
ABCE1,PAS13298_AATAAA_0.3,6.316208430293073e-5,4.227398873798454e-4,14.515588516369462,1,1.3900452682674583e-4,0.0014378489383961568,0.10935025846688728,0.18370375108012135,0.0743534926132341,chr4,145129520,145129521,+,0.14652700477350433,0,TUTR,NA,FALSE,distal pA,ADMAi
ABCF1,PAS17570_AATAAA_0.2,0.0029325469807356865,0.07709367530898373,7.451758890078054,1,0.006337448971328708,0.03341084480943331,0.5693383783200205,0.6250335849558354,0.05569520663581484,chr6,30591310,30591311,+,0.5971859816379279,0,iAPA,0.09001327567678002,FALSE,distal pA,ADMAi
ABHD10,PAS9981_AATAAA_0.2,0.05823612760386163,NA,6.435208394122128,1,0.011188003105757412,0.05125395338983017,0.7525501198443513,0.8407465992254729,0.08819647938112163,chr3,111993366,111993367,+,0.7966483595349121,0,TUTR,NA,FALSE,distal pA,ADMAi
ABHD13,PAS35732_AATAAA_0.35,0.6167266678660369,NA,1.0972670670257685,1,0.29486665207644736,0.5091603767734422,0.5205017250305902,0.6125475481088368,0.0920458230782466,chr13,108230907,108230908,+,0.5665246365697135,0,TUTR,NA,FALSE,distal pA,ADMAi
