"gene_name","feature_id","twostep_gene_padj","twostep_feature_padj","lr","df","pvalue","adj_pvalue","pA_usage_control","pA_usage_treatment","change_in_usage","chr","start","end","strand","mean_usage","sig_PAS_count","UTR_type","internal_to_UTR_shift","is_significant","pA_type","condition"
"AHSA2P","PAS5704_AATAAA_0.3",5.34547043200621e-07,5.95381492624071e-07,27.9305562421334,1,1.257482104669e-07,2.20325784017216e-06,0.0435126017633674,0.351653218055306,0.308140616291938,"chr2",61191201,61191202,"+",0.197582909909336,2,"MIXED",NA,TRUE,"distal pA","SDMAi_ADMAi"
"ALDH3A2","PAS42429_APA_0.25",0.0110370388361419,0,8.5551635648385,1,0.00344543544530013,0.0159584156441553,0.429139949928596,0.594936779728087,0.165796829799491,"chr17",19677594,19677595,"+",0.512038364828341,2,"MIXED",NA,TRUE,"distal pA","SDMAi_ADMAi"
"AP2A2","PAS29386_AATAAA_0.15",1.37772889355963e-07,0,32.5478510045309,1,1.16293652285186e-08,2.59231402802827e-07,0.108187755429796,0.410802310615636,0.30261455518584,"chr11",1012238,1012239,"+",0.259495033022716,2,"MIXED",NA,TRUE,"distal pA","SDMAi_ADMAi"
"ARFGEF2","PAS49180_AATAAA_0.2",0.0201266626697738,0,7.24763744540297,1,0.00709943585895965,0.0287172093683523,0.767412503813769,0.933755897847033,0.166343394033265,"chr20",49036691,49036692,"+",0.850584200830401,2,"MIXED",NA,TRUE,"distal pA","SDMAi_ADMAi"
"ARL4A","PAS20096_AATAAA_0.3",0.00207935406694003,0.00186753651076077,11.2672377715353,1,0.000788870252498908,0.00473952559982998,0.196319018800826,0.454546073903818,0.258227055102992,"chr7",12690724,12690725,"+",0.325432546352322,2,"MIXED",NA,TRUE,"distal pA","SDMAi_ADMAi"
"ASB1","PAS7198_AATAAA_0.05",1.43919690505227e-07,0,32.4546642202249,1,1.22005777288405e-08,2.70506106749358e-07,0.68418944250797,0.914411005780671,0.230221563272701,"chr2",238452248,238452249,"+",0.799300224144321,2,"MIXED",NA,TRUE,"distal pA","SDMAi_ADMAi"
"ATG4B","PAS7248_APA_0.2",3.31728028409938e-16,1.67492569451302e-17,74.1955136388906,1,7.07509089077541e-18,6.00112837607309e-16,0.277565483912282,0.70526707055207,0.427701586639788,"chr2",241673853,241673854,"+",0.491416277232176,2,"MIXED",NA,TRUE,"distal pA","SDMAi_ADMAi"
"CDK16","PAS51923_ATTAAA_0.35",5.74477776901465e-17,0,77.547185983316,1,1.29589311143744e-18,1.2318432220227e-16,0.601818717054243,0.936011135031709,0.334192417977465,"chrX",47229992,47229993,"+",0.768914926042976,2,"MIXED",NA,TRUE,"distal pA","SDMAi_ADMAi"
"CEP350","PAS1918_AATAAA_0.2",2.54490297966326e-06,0.000771113446851629,12.9163307462404,1,0.000325727746696286,0.0022290181755716,0.532893366742884,0.746329135077555,0.213435768334671,"chr1",180114872,180114873,"+",0.63961125091022,2,"MIXED",NA,TRUE,"distal pA","SDMAi_ADMAi"
"CEP43","PAS18532_AATAAA_0.1",0.000100411712808874,1.49825409307768e-05,20.3860920441043,1,6.3288084484744e-06,7.12583333817335e-05,0.273843204639286,0.717875847811266,0.44403264317198,"chr6",167042407,167042408,"+",0.495859526225276,2,"MIXED",NA,TRUE,"distal pA","SDMAi_ADMAi"
"CGRRF1","PAS36636_AATAAA_0.4",0.00825887037121817,0,9.16491284249537,1,0.00246699384201205,0.0121948828890853,0.11146228557731,0.293047621163126,0.181585335585816,"chr14",54539282,54539283,"+",0.202254953370218,2,"MIXED",NA,TRUE,"distal pA","SDMAi_ADMAi"
"CNIH4","PAS2312_AATAAA_0.2",3.49817508829587e-08,4.47110157885111e-06,22.7051115838183,1,1.88864796545248e-06,2.46747530399558e-05,0.0454112075027324,0.182303079389143,0.13689187188641,"chr1",224379448,224379449,"+",0.113857143445937,2,"MIXED",NA,TRUE,"distal pA","SDMAi_ADMAi"
"DAZAP1","PAS46037_AATAAA_0.2",0.00070338876805875,0.00079094121597992,12.868814227134,1,0.000334103238767577,0.00227973084538603,0.541000971522859,0.64867472136105,0.107673749838191,"chr19",1435680,1435681,"+",0.594837846441955,2,"MIXED",NA,TRUE,"distal pA","SDMAi_ADMAi"
"DCAF11","PAS36417_AATAAA_0.05",0.000110084966638341,0,18.3559970093011,1,1.83241303391089e-05,0.000184580460297723,0.161446263999078,0.476158264681637,0.314712000682559,"chr14",24125240,24125241,"+",0.318802264340358,2,"MIXED",NA,TRUE,"distal pA","SDMAi_ADMAi"
"DENND3","PAS23509_AATAAA_0.25",8.9462340639832e-07,3.33303075692662e-07,27.7119364895567,1,1.40791293752658e-07,2.43841675253295e-06,0.526561943317756,0.877193468948278,0.350631525630522,"chr8",141195798,141195799,"+",0.701877706133017,2,"MIXED",NA,TRUE,"distal pA","SDMAi_ADMAi"
"DHDDS","PAS437_APA_0.3",0.0484323122033818,0,5.38797279572259,1,0.0202760131983303,0.066303926117118,0.689992115004695,0.867714221754465,0.17772210674977,"chr1",26471292,26471293,"+",0.77885316837958,2,"MIXED",NA,TRUE,"distal pA","SDMAi_ADMAi"
"FOSL2","PAS5383_AATAAA_0.2",0.0193544754273341,0.0138987471469681,8.84713051347808,1,0.00293550035248863,0.0140055288330217,0.384840293674284,0.536103060664904,0.15126276699062,"chr2",28417309,28417310,"+",0.460471677169594,2,"MIXED",NA,TRUE,"distal pA","SDMAi_ADMAi"
"MCM5","PAS50937_APA_0.1",1.49184169940123e-06,0,27.4928206757531,1,1.57678738830655e-07,2.68589736380951e-06,0.014882652204582,0.127579188397444,0.112696536192862,"chr22",35425429,35425430,"+",0.0712309203010128,2,"MIXED",NA,TRUE,"distal pA","SDMAi_ADMAi"
"NCLN","PAS46090_AATAAA_0.1",0.00113273541673028,0,13.4180269942058,1,0.000249217684412895,0.00176760741860647,0.820179274308935,0.920270243193398,0.100090968884463,"chr19",3209570,3209571,"+",0.870224758751166,2,"MIXED",NA,TRUE,"distal pA","SDMAi_ADMAi"
"NFATC4","PAS36438_AATAAA_0.35",0.00558679879070526,0,9.99789801501743,1,0.00156719005553347,0.00836981708702733,0.0587198266780364,0.206811862671237,0.148092035993201,"chr14",24379603,24379604,"+",0.132765844674637,2,"MIXED",NA,TRUE,"distal pA","SDMAi_ADMAi"
"PRPF4B","PAS17288_AATAAA_0.1",1.61456236005264e-10,1.63599225971439e-08,34.9087106428951,1,3.455315651316e-09,8.35539778841618e-08,0.552471636918341,0.273222317470138,-0.279249319448203,"chr6",4064981,4064982,"+",0.41284697719424,2,"MIXED",NA,TRUE,"distal pA","SDMAi_ADMAi"
"PRRC1","PAS15322_AATAAA_0.3",0.0411547067485014,0,5.71946689501715,1,0.0167778238718238,0.0568891362935559,0.56835892716861,0.691616910100366,0.123257982931755,"chr5",127555079,127555080,"+",0.629987918634488,2,"MIXED",NA,TRUE,"distal pA","SDMAi_ADMAi"
"RNFT2","PAS33335_AATAAA_0.1",3.21203245809934e-24,0,111.568958788247,1,4.44086714236037e-26,8.95755396763909e-24,0.256703867500836,0.811698416748099,0.554994549247263,"chr12",116853628,116853629,"+",0.534201142124467,2,"MIXED",NA,TRUE,"distal pA","SDMAi_ADMAi"
"RPL15","PAS9310_AATAAA_0.4",5.16881421273037e-66,0,307.299550148957,1,8.46267562571827e-69,1.3997265484938e-65,0.171532758480285,0.460107714454057,0.288574955973773,"chr3",23920838,23920839,"+",0.315820236467171,2,"MIXED",NA,TRUE,"distal pA","SDMAi_ADMAi"
"RPS18","PAS17659_AATAAA_0.05",5.90870176672123e-09,7.50801637566914e-10,39.5660582492055,1,3.17147790145602e-10,9.46863618954559e-09,0.33022604742729,0.461348345887909,0.131122298460619,"chr6",33276510,33276511,"+",0.395787196657599,2,"MIXED",NA,TRUE,"distal pA","SDMAi_ADMAi"
