gene_name,feature_id,twostep_gene_padj,twostep_feature_padj,lr,df,pvalue,adj_pvalue,pA_usage_control,pA_usage_treatment,change_in_usage,chr,start,end,strand,mean_usage,sig_PAS_count,UTR_type,internal_to_UTR_shift,is_significant,pA_type,condition
AASDHPPT,PAS30468_AATAAA_0.3,0.03410170706039165,0,6.096803355993643,1,0.013542664455662578,0.047750089553790856,0.5516414467680528,0.7042997905161613,0.1526583437481085,chr11,106098692,106098693,+,0.627970618642107,2,TUTR,NA,TRUE,distal pA,SDMAi_ADMAi
ABCC1,PAS40309_APA_0.2,0.5988269381900735,NA,0.07054255577099866,1,0.7905484517204732,0.8739892234720593,0.5504964975448612,0.5697125573952662,0.019216059850404976,chr16,16143051,16143052,+,0.5601045274700637,0,iAPA,-0.004638295171994877,FALSE,distal pA,SDMAi_ADMAi
ABCD3,PAS1169_AATAAA_0.15,0.20054569700860236,NA,2.436123065540869,1,0.11856894947752548,0.24328624542343025,0.868845373897232,0.9245147214628116,0.05566934756557962,chr1,94518661,94518662,+,0.8966800476800219,0,ALE,NA,FALSE,distal pA,SDMAi_ADMAi
ABCE1,PAS13298_AATAAA_0.3,8.803550746126559e-4,0.23388140727127735,2.724899086008918,1,0.09879436559649007,0.21464058938210248,0.10990766363428071,0.15911438679608392,0.04920672316180319,chr4,145129520,145129521,+,0.13451102521518232,0,TUTR,NA,FALSE,distal pA,SDMAi_ADMAi
ABCF1,PAS17570_AATAAA_0.2,7.571727611145421e-5,0.013445155263503103,9.650371782330694,1,0.001893132649436311,0.00978818819058349,0.5709468678749479,0.6615278760905007,0.09058100821555282,chr6,30591310,30591311,+,0.6162373719827243,0,iAPA,0.15170930906457744,FALSE,distal pA,SDMAi_ADMAi
ABHD10,PAS9981_AATAAA_0.2,0.012329264766854052,0,8.319187674019759,1,0.003922845930003227,0.01776666804004747,0.7781882088876072,0.9080623518398698,0.12987414295226263,chr3,111993366,111993367,+,0.8431252803637386,2,TUTR,NA,TRUE,distal pA,SDMAi_ADMAi
ABHD13,PAS35734_AATAAA_0.25,0.47328254453011737,NA,0.0020430142257907846,1,0.963948121507509,0.9792225727634318,0.21347070285932143,0.2078111382479314,-0.005659564611390056,chr13,108234253,108234254,+,0.21064092055362643,0,TUTR,NA,FALSE,distal pA,SDMAi_ADMAi
ABHD2,PAS38967_AATAAA_0.05,0.14989847718368904,NA,5.25389277504587,1,0.02189772951221069,0.07020516498002809,0.5995701101286797,0.7311400681078332,0.1315699579791535,chr15,89202353,89202354,+,0.6653550891182565,0,TUTR,NA,FALSE,distal pA,SDMAi_ADMAi
ABHD5,PAS9495_AATAAA_0.35,0.4760136065520246,NA,1.882865588848404,1,0.17000881201142112,0.31355327282213485,0.5525405750651299,0.37695811315034894,-0.17558246191478094,chr3,43719869,43719870,+,0.4647493441077394,0,TUTR,NA,FALSE,distal pA,SDMAi_ADMAi
ABI2,PAS6853_AATAAA_0.2,6.398991892751587e-8,1.1855601129373652e-4,16.44509806220651,1,5.007950849991927e-5,4.453306831121853e-4,0.3777452545010778,0.6876751633427363,0.30992990884165844,chr2,203432167,203432168,+,0.532710208921907,2,TUTR,NA,TRUE,distal pA,SDMAi_ADMAi
ABLIM3,PAS15637_APA_0.15,0.12497442444096508,NA,3.388158537768504,1,0.06566624895876164,0.15858077935142612,0.748322219069156,0.8803551518440159,0.13203293277485997,chr5,149260435,149260436,+,0.8143386854565859,0,MIXED,NA,FALSE,distal pA,SDMAi_ADMAi
ABRAXAS2,PAS27969_AATAAA_0.2,0.7878456234451706,NA,0.33864109814521726,1,0.5606146579675342,0.7048701210781464,0.6945009208470133,0.7302648817470928,0.035763960900079494,chr10,124836666,124836667,+,0.7123829012970531,0,TUTR,NA,FALSE,distal pA,SDMAi_ADMAi
ABT1,PAS17486_AATAAA_0.35,0.18079158796963335,NA,2.651238941784868,1,0.10346922607830936,0.2219977946990838,0.03785353281200843,0.0754904306218932,0.03763689780988477,chr6,26600046,26600047,+,0.056671981716950814,0,TUTR,NA,FALSE,distal pA,SDMAi_ADMAi
ACADSB,PAS27953_AATAAA_0.2,0.17766374675540367,NA,4.097567498811259,1,0.04294495771579108,0.1156195849835646,0.33490233820193605,0.5429943155779322,0.20809197737599616,chr10,123058288,123058289,+,0.4389483268899341,0,TUTR,NA,FALSE,distal pA,SDMAi_ADMAi
ACO2,PAS51084_APA_0.15,0.20939312855929337,NA,2.3518670224380003,1,0.125133059362794,0.25311248646944023,0.902887914356836,0.8505151084202538,-0.052372805936582334,chr22,41528972,41528973,+,0.8767015113885449,0,ALE,NA,FALSE,distal pA,SDMAi_ADMAi
ACP1,PAS5154_AATAAA_0.15,2.670860419383598e-9,0,40.84022090554845,1,1.6519784293026675e-10,5.145710587711633e-9,0.4634947381152881,0.7333974996414975,0.2699027615262094,chr2,278279,278280,+,0.5984461188783927,2,TUTR,NA,TRUE,distal pA,SDMAi_ADMAi
ACP7,PAS46791_AATAAA_0.45,0.8188025790668275,NA,0.11444481665122908,1,0.7351394327544729,0.8362276941707661,0.7774359149749109,0.8140257628362059,0.03658984786129493,chr19,39111481,39111482,+,0.7957308389055584,0,TUTR,NA,FALSE,distal pA,SDMAi_ADMAi
ACSF3,PAS41025_None_0.25,0.30567976825530785,NA,1.6353183861879472,1,0.20096901627700248,0.3540615828047605,0.7372269006415788,0.8797337423268604,0.1425068416852816,chr16,89155760,89155761,+,0.8084803214842196,0,ALE,NA,FALSE,distal pA,SDMAi_ADMAi
ACSL3,PAS7027_AATAAA_0.35,5.982162568991076e-5,0.019099164734989595,8.268509756542699,1,0.004033860334241026,0.018165001341776905,0.21630099080578025,0.351754324536506,0.13545333373072577,chr2,222944621,222944622,+,0.28402765767114313,2,TUTR,NA,TRUE,distal pA,SDMAi_ADMAi
ACSS2,PAS48995_AATAAA_0.25,0.07545427664747642,NA,0.0027057034167228267,1,0.9585156445757242,0.9754472666663118,0.7068414483886544,0.7103297229165447,0.003488274527890356,chr20,34927956,34927957,+,0.7085855856525995,0,iAPA,-0.06147362091958644,FALSE,distal pA,SDMAi_ADMAi
ACTN4,PAS46782_AATAAA_0.2,0.3041687333364402,NA,1.0238361595620518,1,0.3116107863810282,0.4806810302214737,0.3943462319326121,0.3815306485710684,-0.012815583361543703,chr19,38730529,38730530,+,0.3879384402518402,0,ALE,NA,FALSE,distal pA,SDMAi_ADMAi
ACTR10,PAS36703_APA_0.2,0.17442868760527666,NA,2.727689625986841,1,0.09862185939188646,0.2144066186043378,0.032929365633836305,0.06783728019391422,0.03490791456007791,chr14,58235632,58235633,+,0.05038332291387526,0,TUTR,NA,FALSE,distal pA,SDMAi_ADMAi
ACTR2,PAS5751_AATAAA_0.25,0.6025334686491287,NA,1.4065660124979331,1,0.2356272921932396,0.3964046985352419,0.8933204133546698,0.9200459682686578,0.02672555491398798,chr2,65271250,65271251,+,0.9066831908116638,0,TUTR,NA,FALSE,distal pA,SDMAi_ADMAi
ACTR3,PAS6208_AATAAA_0.2,0.005101120834911037,1,0.5224386233931,1,0.4698032844665328,0.6274702147201405,0.7087418378871905,0.6828460030417359,-0.025895834845454543,chr2,113958254,113958255,+,0.6957939204644632,0,TUTR,NA,FALSE,distal pA,SDMAi_ADMAi
ACTR3B,PAS21156_AATAAA_0.25,0.2294055754888755,NA,2.1764325271204825,1,0.14013897080073565,0.27421017118705404,0.1726397762692834,0.0773062251431127,-0.0953335511261707,chr7,152855370,152855371,+,0.12497300070619805,0,iAPA,-0.1906671022523414,FALSE,distal pA,SDMAi_ADMAi
ACTR6,PAS33123_AATAAA_0.25,0.0506623664628109,NA,5.287897254782592,1,0.02147413386545865,0.06939862722444042,0.8426148316707766,0.9337249380268636,0.09111010635608696,chr12,100224422,100224423,+,0.8881698848488201,0,TUTR,NA,FALSE,distal pA,SDMAi_ADMAi
ACVR2B,PAS9431_AATAAA_0.2,0.8366833359467276,NA,0.3973760484393552,1,0.5284474954226124,0.678348589389989,0.3061843034073888,0.3545763543490465,0.04839205094165772,chr3,38493139,38493140,+,0.33038032887821767,0,TUTR,NA,FALSE,distal pA,SDMAi_ADMAi
ADAM9,PAS22818_ATTAAA_0.3,0.3286594088271367,NA,1.4983860068186914,1,0.22091986822198836,0.3787721177974176,0.03107614192008368,0.01078390841975796,-0.02029223350032572,chr8,39105257,39105258,+,0.02093002516992082,0,TUTR,NA,FALSE,distal pA,SDMAi_ADMAi
ADAMTSL1,PAS24853_APA_0.2,0.007050438105580963,0,9.511488069174677,1,0.002041895118079653,0.010439859429069736,0.557245850415028,0.8264495961461312,0.2692037457311032,chr9,18910946,18910947,+,0.6918477232805796,2,ALE,NA,TRUE,distal pA,SDMAi_ADMAi
ADARB1,PAS50348_AATAAA_0.15,3.0034431374347994e-39,6.273722604215942e-15,66.60786288642976,1,3.3126214041725983e-16,2.3616706045264985e-14,0.7340254456622044,0.3892785759720005,-0.3447468696902039,chr21,45226558,45226559,+,0.5616520108171025,2,iAPA,-0.529981157140805,TRUE,distal pA,SDMAi_ADMAi
ADCY7,PAS40571_ATTAAA_0.35,0.0023375613870784363,0,11.858205998635412,1,5.740782013019906e-4,0.003615861938132112,0.9263144099792346,0.7071414951093974,-0.21917291486983723,chr16,50318131,50318132,+,0.8167279525443161,2,TUTR,NA,TRUE,distal pA,SDMAi_ADMAi
ADD3,PAS27811_AATAAA_0.25,0.28472590487634947,NA,1.7672519585730695,1,0.18372253676485564,0.3318159814469002,0.3383288753907629,0.2909595771220981,-0.04736929826866487,chr10,110135563,110135564,+,0.3146442262564305,0,TUTR,NA,FALSE,distal pA,SDMAi_ADMAi
ADGRL2,PAS1054_AATAAA_0.3,0.5082795247488326,NA,0.7446743258599327,1,0.3881676268684008,0.5551100784148592,0.593786060663672,0.6561401201113961,0.0623540594477241,chr1,81992421,81992422,+,0.6249630903875341,0,MIXED,NA,FALSE,distal pA,SDMAi_ADMAi
ADIPOR2,PAS32053_AATAAA_0.25,0.008316360848663442,0,9.149991283225972,1,0.002487192511406712,0.012265403738421887,0.8154001603239345,0.9038313689139384,0.08843120859000397,chr12,1788670,1788671,+,0.8596157646189364,0,TUTR,NA,FALSE,distal pA,SDMAi_ADMAi
ADNP2,PAS45529_ATTAAA_0.4,0.8530295029404936,NA,0.07976835314036634,1,0.7776115770865912,0.8655828444048872,0.5345404861601996,0.5533005265402504,0.018760040380050858,chr18,80140342,80140343,+,0.543920506350225,0,TUTR,NA,FALSE,distal pA,SDMAi_ADMAi
ADO,PAS27252_AATAAA_0.25,2.0613554435934623e-4,0,17.022620082614026,1,3.6937149571394586e-5,3.409265925841888e-4,0.40478556456580456,0.7537574789370861,0.3489719143712816,chr10,62808470,62808471,+,0.5792715217514454,2,TUTR,NA,TRUE,distal pA,SDMAi_ADMAi
ADSL,PAS51054_AATAAA_0.4,0.06868572307117753,NA,4.635544141518949,1,0.031316212096520475,0.091695804650854,0.016550327698524825,0.04438645131046248,0.027836123611937658,chr22,40367878,40367879,+,0.030468389504493654,0,ALE,NA,FALSE,distal pA,SDMAi_ADMAi
AEBP2,PAS32284_ATTAAA_0.2,0.05912493592516098,NA,5.852764974195452,1,0.01555259662331713,0.05349135956532862,0.09558971642471664,0.19046221222961743,0.0948724958049008,chr12,19520959,19520960,+,0.14302596432716702,0,ALE,NA,FALSE,distal pA,SDMAi_ADMAi
AFAP1-AS1,PAS12574_AATAAA_0.15,5.397820172080967e-13,9.458815988222003e-12,48.126683730889,1,3.995519506030834e-12,1.6001426786864406e-10,0.6293620468008241,0.9459217358687948,0.31655968906797083,chr4,7778924,7778925,+,0.7876418913348094,2,TUTR,NA,TRUE,distal pA,SDMAi_ADMAi
AFAP1L1,PAS15640_ATTAAA_0.35,0.032797448807252626,0.5464116428663415,1.4358569292286347,1,0.23081095774707017,0.3912691648187497,0.2323274623201436,0.33481992379199416,0.1024924614718506,chr5,149341801,149341802,+,0.2835736930560689,0,TUTR,NA,FALSE,distal pA,SDMAi_ADMAi
AFDN,PAS18539_ATTAAA_0.15,0.6049091678380744,NA,1.3248678029140135,1,0.2497202972949565,0.4131874568178732,0.7606583968303053,0.6897768537283057,-0.07088154310199968,chr6,167972021,167972022,+,0.7252176252793054,0,iAPA,-0.13525538507626872,FALSE,distal pA,SDMAi_ADMAi
AFF1,PAS13037_AATAAA_0.2,0.05126970664307938,NA,5.261183898862669,1,0.02180618048599592,0.07007063295831686,0.9056769950340738,0.9765121582995592,0.07083516326548533,chr4,87141037,87141038,+,0.9410945766668165,0,iAPA,0.1416703265309707,FALSE,distal pA,SDMAi_ADMAi
AFG3L1P,PAS41084_AATAAA_0.3,0.17043545567230547,NA,2.7784215259266603,1,0.0955422900196539,0.20964409180659657,0.8370577859565174,0.923439318165852,0.08638153220933464,chr16,89996619,89996620,+,0.8802485520611847,0,ALE,NA,FALSE,distal pA,SDMAi_ADMAi
AFMID,PAS43450_AATAAA_0.1,0.891837773931769,NA,0.04825373995504378,1,0.8261302428335703,0.8962478169015209,0.8365817006415144,0.8262068703453084,-0.010374830296206006,chr17,78207700,78207701,+,0.8313942854934113,0,iAPA,-0.0207496605924119,FALSE,distal pA,SDMAi_ADMAi
AFTPH,PAS5733_AATAAA_0.2,0.3984845345820911,NA,0.4690493094572048,1,0.49342485603389097,0.6485931112453752,0.2342519604597747,0.2722878996666257,0.038035939206851,chr2,64593001,64593002,+,0.2532699300632002,0,MIXED,NA,FALSE,distal pA,SDMAi_ADMAi
AGAP1,PAS7155_AATAAA_0.15,0.05415896357594125,NA,6.076859081067596,1,0.013696407904641262,0.04815871316810512,0.2911197287303988,0.5157719217398347,0.22465219300943584,chr2,236131791,236131792,+,0.40344582523511674,0,TUTR,NA,FALSE,distal pA,SDMAi_ADMAi
AGAP3,PAS21139_AATAAA_0.05,0.7359211458561193,NA,0.2225285373446013,1,0.6371200169418358,0.7656090945885778,0.7353180396233564,0.7733324910818787,0.038014451458522336,chr7,151144433,151144434,+,0.7543252653526176,0,ALE,NA,FALSE,distal pA,SDMAi_ADMAi
AGBL5,PAS5344_AATAAA_0.35,0.04193561034208147,0,5.679842417285784,1,0.01716090901899988,0.05795047676077134,0.21376423235205333,0.433464307468782,0.21970007511672868,chr2,27070612,27070613,+,0.32361426991041764,2,ALE,NA,TRUE,distal pA,SDMAi_ADMAi
AGFG1,PAS7046_ATTAAA_0.3,0.9453970215489482,NA,0.005174184617885658,1,0.9426561786091484,0.966062231951232,0.2042044561024673,0.20035036742182635,-0.0038540886806409935,chr2,227556666,227556667,+,0.2022774117621468,0,TUTR,NA,FALSE,distal pA,SDMAi_ADMAi
AGGF1,PAS15005_APA_0.25,0.11206372296113028,NA,0.0364315970800817,1,0.8486269516253507,0.9098587508571674,0.24590166307523065,0.2580620703067621,0.012160407231531443,chr5,77065209,77065210,+,0.25198186669099637,0,TUTR,NA,FALSE,distal pA,SDMAi_ADMAi
AGL,PAS1196_AATAAA_0.15,0.1874297097881724,NA,2.026167240433552,1,0.1546100881973503,0.2937965931596103,0.5803554021203214,0.7073765425847464,0.12702114046442492,chr1,99924019,99924020,+,0.643865972352534,0,TUTR,NA,FALSE,distal pA,SDMAi_ADMAi
AGO1,PAS620_ATTAAA_0.2,0.10989135451005257,NA,7.054484413662067,1,0.007906706338154242,0.03127290203921087,0.38306319904627256,0.5876353305547328,0.20457213150846024,chr1,35929608,35929609,+,0.48534926480050267,0,TUTR,NA,FALSE,distal pA,SDMAi_ADMAi
AGO3,PAS630_AATAAA_0.15,0.6377192071462885,NA,3.1719162391964346,1,0.07491450363953,0.17506158380867848,0.14598566554088532,0.241379824234787,0.09539415869390168,chr1,36072496,36072497,+,0.19368274488783616,0,TUTR,NA,FALSE,distal pA,SDMAi_ADMAi
AGO4,PAS615_AATAAA_0.35,0.4915731174445999,NA,0.800221131986973,1,0.3710272629211481,0.5397659086204959,0.6312790897099791,0.5042086087325935,-0.1270704809773856,chr1,35857886,35857887,+,0.5677438492212863,0,TUTR,NA,FALSE,distal pA,SDMAi_ADMAi
AGPAT3,PAS50311_None_0.25,0.3356655884794725,NA,0.13443877484996847,1,0.7138734411606951,0.8217366302991745,0.3591851650513294,0.3753959213785583,0.016210756327228903,chr21,43985411,43985412,+,0.36729054321494387,0,TUTR,NA,FALSE,distal pA,SDMAi_ADMAi
AGPAT5,PAS22526_AATAAA_0.2,0.2333256241960567,NA,3.67260335732351,1,0.05531372306566332,0.13948604657814778,0.10014768938742168,0.21200544727332749,0.1118577578859058,chr8,6761448,6761449,+,0.1560765683303746,0,TUTR,NA,FALSE,distal pA,SDMAi_ADMAi
AGPS,PAS6621_ATTAAA_0.25,0.045196668499658005,0.13942342239396338,4.741284384857863,1,0.029447079024811983,0.08759976386158097,0.30081289977964,0.545453898470773,0.24464099869113295,chr2,177539434,177539435,+,0.4231333991252065,0,TUTR,NA,FALSE,distal pA,SDMAi_ADMAi
AGTRAP,PAS204_AATAAA_0.2,2.245883521174623e-7,0,31.524610385283268,1,1.9692848048138405e-8,4.181254258231184e-7,0.015504966743793536,0.2368821309743225,0.221377164230529,chr1,11754791,11754792,+,0.12619354885905804,2,ALE,NA,TRUE,distal pA,SDMAi_ADMAi
AHCYL1,PAS1309_ATTAAA_0.15,0.9279781659142262,NA,0.025300887149569466,1,0.8736196122623469,0.92430553232388,0.53601681719126415,0.5412409002820472,0.005224083090783038,chr1,110023740,110023741,+,0.5386288587366557,0,TUTR,NA,FALSE,distal pA,SDMAi_ADMAi
AHR,PAS20114_AATAAA_0.4,0.0984203634223921,NA,1.1390123972887524e-5,1,0.9973072039437928,1,0.20974300057334072,0.2105266943328901,7.836937595493421e-4,chr7,17346144,17346145,+,0.2101348474531154,0,MIXED,NA,FALSE,distal pA,SDMAi_ADMAi
AHSA2P,PAS5704_AATAAA_0.3,5.34547043200621e-7,5.953814926240712e-7,27.930556242133434,1,1.257482104668995e-7,2.2032578401721587e-6,0.04351260176336735,0.3516532180553056,0.30814061629193823,chr2,61191201,61191202,+,0.19758290990933647,2,MIXED,NA,TRUE,distal pA,SDMAi_ADMAi
AIF1L,PAS25648_AATAAA_0.2,0.0018888222346626043,0,12.311696596163417,1,4.501286387863592e-4,0.0029299990891485167,0.6868167360083502,0.9441583734607838,0.25734163745243355,chr9,131123142,131123143,+,0.815487554734567,2,TUTR,NA,TRUE,distal pA,SDMAi_ADMAi
