"gene_name","feature_id","twostep_gene_padj","twostep_feature_padj","lr","df","pvalue","adj_pvalue","pA_usage_control","pA_usage_treatment","change_in_usage","chr","start","end","strand","mean_usage","sig_PAS_count","UTR_type","internal_to_UTR_shift","is_significant","pA_type","condition"
"ACP1","PAS5154_AATAAA_0.15",1.19543203137108e-08,0,41.7698385666281,1,1.02675143798743e-10,2.48702014979178e-08,0.463483012394253,0.709546568848127,0.246063556453874,"chr2",278279,278280,"+",0.58651479062119,2,"TUTR",NA,TRUE,"distal pA","SDMAi"
"AP2B1","PAS42660_AATAAA_0.35",2.12368454165375e-07,3.62286501990175e-09,40.8040516596011,1,1.68283826516032e-10,3.8616709663679e-08,0.723430083915593,0.857226652371213,0.133796568455621,"chr17",35726408,35726409,"+",0.790328368143403,2,"TUTR",NA,TRUE,"distal pA","SDMAi"
"ATM","PAS30484_AATAAA_0.4",6.22006457509857e-07,0.0363606916753442,8.59118387522176,1,0.00337794331076817,0.0593864227215695,0.812902390612456,0.630136913899596,-0.18276547671286,"chr11",108369098,108369099,"+",0.721519652256026,2,"TUTR",NA,TRUE,"distal pA","SDMAi"
"CHCHD7","PAS22921_AATAAA_0.3",2.65819888388346e-05,0,25.3242440992578,1,4.84579638779807e-07,4.66909883995571e-05,0.247563661999381,0.498737331495253,0.251173669495872,"chr8",56218614,56218615,"+",0.373150496747317,2,"TUTR",NA,TRUE,"distal pA","SDMAi"
"COPS8","PAS7160_AATAAA_0.4",0.0128729714612165,0,11.324449406809,1,0.000764932046512061,0.0207471460204877,0.664642908884137,0.803096079215253,0.138453170331115,"chr2",237098690,237098691,"+",0.733869494049695,2,"TUTR",NA,TRUE,"distal pA","SDMAi"
"FAM210B","PAS49249_AATAAA_0.3",0.00395189689099686,0,14.1475100597952,1,0.000169020655811259,0.00643607038722349,0.467383184200957,0.688318993720692,0.220935809519734,"chr20",56368659,56368660,"+",0.577851088960825,2,"TUTR",NA,TRUE,"distal pA","SDMAi"
"FBLIM1","PAS260_AATAAA_0.1",0.0369218042073032,0,8.75911070612256,1,0.00308059225288159,0.0557897496264329,0.642343439960721,0.782820677731107,0.140477237770386,"chr1",15786588,15786589,"+",0.712582058845914,2,"TUTR",NA,TRUE,"distal pA","SDMAi"
"FBXO22","PAS38843_AATAAA_0.2",0.000173517624150619,3.52656080593165e-05,23.7585886320335,1,1.09206966236855e-06,9.86823570554793e-05,0.0898476390436225,0.270086629624816,0.180238990581194,"chr15",75942509,75942510,"+",0.179967134334219,2,"TUTR",NA,TRUE,"distal pA","SDMAi"
"FLNB","PAS9735_AATAAA_0.15",0.000417834547908143,2.600839552245e-05,22.2319420301201,1,2.41620501786126e-06,0.000193296401428901,0.441688734682756,0.598793729730823,0.157104995048067,"chr3",58172247,58172248,"+",0.520241232206789,2,"TUTR",NA,TRUE,"distal pA","SDMAi"
"FLVCR1","PAS2220_AATAAA_0.15",0.000495665747500388,0,18.8945955679276,1,1.38143477392762e-05,0.000845341138852553,0.533687388235399,0.84167721053743,0.30798982230203,"chr1",212899360,212899361,"+",0.687682299386414,2,"TUTR",NA,TRUE,"distal pA","SDMAi"
"IL13RA1","PAS52299_AATAAA_0.2",0.00933659667168572,0,12.112726675794,1,0.000500788533135115,0.0149353012584185,0.795315489248854,0.569243892082807,-0.226071597166047,"chrX",118794531,118794532,"+",0.68227969066583,2,"TUTR",NA,TRUE,"distal pA","SDMAi"
"ITM2B","PAS35521_APA_0.2",0.0218049041747937,0,10.0343569355191,1,0.00153647177533165,0.0340916892643561,0.347032515189799,0.461561912846319,0.11452939765652,"chr13",48261867,48261868,"+",0.404297214018059,2,"TUTR",NA,TRUE,"distal pA","SDMAi"
"KHNYN","PAS36443_AATAAA_0.25",0.0117744673110455,0,11.5514772811709,1,0.000676954474675441,0.0187101205045003,0.604094042982054,0.817592897504889,0.213498854522835,"chr14",24441338,24441339,"+",0.710843470243471,2,"TUTR",NA,TRUE,"distal pA","SDMAi"
"LRRC14","PAS23589_AATAAA_0.45",5.83944668980642e-06,0,28.6664705450578,1,8.5979583162794e-08,1.0063650539323e-05,0.332814300207191,0.583121718783247,0.250307418576056,"chr8",144525169,144525170,"+",0.457968009495219,2,"TUTR",NA,TRUE,"distal pA","SDMAi"
"LRRC8A","PAS25584_AATAAA_0.2",0.0314109451368776,0,9.15703412453922,1,0.00247763809142768,0.0480645253776404,0.707017948825132,0.470706384366679,-0.236311564458454,"chr9",128918035,128918036,"+",0.588862166595905,2,"TUTR",NA,TRUE,"distal pA","SDMAi"
"METTL9","PAS40359_AATAAA_0.15",0.0293682301266188,0,9.30886444021917,1,0.00228047781701878,0.0452978737230154,0.163809404094638,0.277557023387204,0.113747619292566,"chr16",21657469,21657470,"+",0.220683213740921,2,"TUTR",NA,TRUE,"distal pA","SDMAi"
"NABP1","PAS6735_AATAAA_0.25",1.08824139232363e-06,5.62351321795064e-08,35.4534827728962,1,2.61214899694464e-09,4.84637005390581e-07,0.0315843140588153,0.287078117851539,0.255493803792724,"chr2",191696658,191696659,"+",0.159331215955177,2,"TUTR",NA,TRUE,"distal pA","SDMAi"
"NDUFAF5","PAS48824_AATAAA_0.2",0.0226299563008414,0,9.93270710831814,1,0.00162367563016886,0.035365844707586,0.0990846299689473,0.294470039666789,0.195385409697841,"chr20",13820769,13820770,"+",0.196777334817868,2,"TUTR",NA,TRUE,"distal pA","SDMAi"
"NIPSNAP3A","PAS25304_AATAAA_0.05",0.00724092624083388,0,12.7333605135768,1,0.000359190556731987,0.0116564458561852,0.792798434791691,0.944349123760596,0.151550688968905,"chr9",104760117,104760118,"+",0.868573779276143,2,"TUTR",NA,TRUE,"distal pA","SDMAi"
"NPAS2","PAS6065_AATAAA_0.1",1.01021268354203e-05,0.0193271489651203,11.0273883321454,1,0.000897755385759314,0.0234735441194039,0.341615193143105,0.508520661948925,0.16690546880582,"chr2",100996824,100996825,"+",0.425067927546015,2,"TUTR",NA,TRUE,"distal pA","SDMAi"
"NUB1","PAS21144_AATAAA_0.4",0.00911717678002485,0.0121262001256984,10.6071109864861,1,0.001126535682142,0.0275937953603322,0.5776393953266,0.814814764981775,0.237175369655175,"chr7",151378443,151378444,"+",0.696227080154187,2,"TUTR",NA,TRUE,"distal pA","SDMAi"
"PLXNA1","PAS10092_AATAAA_0.25",0.0479033438358817,0,8.12483343392978,1,0.00436629952579465,0.0703123395474227,0.70700542461388,0.563057195135911,-0.143948229477969,"chr3",127037384,127037385,"+",0.635031309874895,2,"TUTR",NA,TRUE,"distal pA","SDMAi"
"POLR2K","PAS23228_AATAAA_0.05",2.19463495732383e-10,0,49.9983605258703,1,1.53874493063826e-12,4.96957622043401e-10,0.552295848524945,0.766596103897988,0.214300255373043,"chr8",100154002,100154003,"+",0.659445976211467,2,"TUTR",NA,TRUE,"distal pA","SDMAi"
"PSMD14","PAS6472_AATAAA_0.15",0.00721074200371289,0,12.7477939224991,1,0.0003564293155213,0.0116406877578492,0.746558248263449,0.85119054746489,0.104632299201441,"chr2",161411715,161411716,"+",0.798874397864169,2,"TUTR",NA,TRUE,"distal pA","SDMAi"
"QPRT","PAS40442_AATAAA_0.2",2.66419339930355e-05,1.06044748994032e-05,23.9568997305687,1,9.85165941574708e-07,8.94859063597026e-05,0.458583863964338,0.621402528438892,0.162818664474553,"chr16",29698696,29698697,"+",0.539993196201615,2,"TUTR",NA,TRUE,"distal pA","SDMAi"
"RTN3","PAS29948_AATAAA_0.35",1.52995905856182e-05,3.91562602703299e-06,27.2166801615158,1,1.81882716417834e-07,1.9580460335352e-05,0.551577916014599,0.692274398049133,0.140696482034534,"chr11",63759884,63759885,"+",0.621926157031866,2,"TUTR",NA,TRUE,"distal pA","SDMAi"
"SEC24A","PAS15401_AATAAA_0.35",0.0268687396805187,0,9.53053001167973,1,0.00202081752472167,0.0414845998659881,0.661908230978012,0.826589874062643,0.16468164308463,"chr5",134727902,134727903,"+",0.744249052520327,2,"TUTR",NA,TRUE,"distal pA","SDMAi"
"SRSF5","PAS36870_ATTAAA_0.1",9.62317717992098e-05,0.000128697624308537,19.1702658802496,1,1.19561333713452e-05,0.000755489007232829,0.65557428468369,0.519288031222069,-0.13628625346162,"chr14",69771669,69771670,"+",0.587431157952879,2,"TUTR",NA,TRUE,"distal pA","SDMAi"
