"gene_name","feature_id","twostep_gene_padj","twostep_feature_padj","lr","df","pvalue","adj_pvalue","pA_usage_control","pA_usage_treatment","change_in_usage","chr","start","end","strand","mean_usage","sig_PAS_count","UTR_type","internal_to_UTR_shift","is_significant","pA_type","condition"
"CDK16","PAS51923_ATTAAA_0.35",0.0157147226996011,0,10.8431127592939,1,0.000991638943359778,0.0251734835112002,0.601816621553064,0.73672831259318,0.134911691040116,"chrX",47229992,47229993,"+",0.669272467073122,2,"MIXED",NA,TRUE,"distal pA","SDMAi"
"DCAF7","PAS43228_AATAAA_0.3",0.0276856234590469,0,9.45888055916339,1,0.00210129271827648,0.0427115909169485,0.796082291092646,0.901694839108012,0.105612548015366,"chr17",63594264,63594265,"+",0.848888565100329,2,"MIXED",NA,TRUE,"distal pA","SDMAi"
"RPL15","PAS9310_AATAAA_0.4",5.42203567810461e-16,0,78.3677785076579,1,8.55360580244373e-19,1.24312404328849e-15,0.171393008480714,0.277987409814114,0.106594401333401,"chr3",23920838,23920839,"+",0.224690209147414,2,"MIXED",NA,TRUE,"distal pA","SDMAi"
"TLCD5","PAS30628_APA_0.25",0.0190977668197669,0,10.3770981495655,1,0.00127588069644513,0.0298949584167579,0.255761469343564,0.521473372970287,0.265711903626723,"chr11",120333678,120333679,"+",0.388617421156925,2,"MIXED",NA,TRUE,"distal pA","SDMAi"
"B3GNTL1","PAS45096_AATAAA_0.35",0.0109942192381993,0,11.7133513795643,1,0.000620532619579344,0.0174831807519694,0.107136062301822,0.255164339303623,0.1480282770018,"chr17",82942156,82942157,"-",0.181150200802723,2,"MIXED",NA,TRUE,"distal pA","SDMAi"
"BET1","PAS21966_AATAAA_0.15",0.0147712313361481,0,11.009905835667,1,0.000906262499377406,0.0235898775957343,0.435106115910276,0.792019065394304,0.356912949484028,"chr7",93993244,93993245,"-",0.61356259065229,2,"MIXED",NA,TRUE,"distal pA","SDMAi"
"DNAJC11","PAS2662_AATAAA_0.1",0.0333438783207045,0,8.9996992095389,1,0.00270024045296503,0.0510222159034149,0.716669339861993,0.875335497145163,0.15866615728317,"chr1",6634170,6634171,"-",0.796002418503578,2,"MIXED",NA,TRUE,"distal pA","SDMAi"
"KCNG1","PAS49937_APA_0.15",0.00647365870133891,0.00135325039430863,14.7049147343918,1,0.00012571826625479,0.00505190452415561,0.665173737866774,0.915079002500334,0.24990526463356,"chr20",51003656,51003657,"-",0.790126370183554,2,"MIXED",NA,TRUE,"distal pA","SDMAi"
"LRP8","PAS3412_ATTAAA_0.2",0.0141350209383244,0.0379231402917663,8.51459342036742,1,0.00352309629353832,0.0608344548111964,0.109260830858067,0.211112805898031,0.101851975039964,"chr1",53242363,53242364,"-",0.160186818378049,2,"MIXED",NA,TRUE,"distal pA","SDMAi"
"MRPS16","PAS28722_AATAAA_0.25",9.41681741797424e-08,5.95641416366958e-09,38.4793654774971,1,5.53356618184904e-10,1.14887374061247e-07,0.470175449881444,0.675984279128311,0.205808829246868,"chr10",73248849,73248850,"-",0.573079864504878,2,"MIXED",NA,TRUE,"distal pA","SDMAi"
"NRBP2","PAS24686_ATTAAA_0.3",0.00808539212364583,0,12.4244172457213,1,0.000423756747584593,0.0129254465887899,0.491662477593241,0.728418719332817,0.236756241739576,"chr8",143833746,143833747,"-",0.610040598463029,2,"MIXED",NA,TRUE,"distal pA","SDMAi"
"RTL10","PAS51277_AATAAA_0.2",0.0226299563008414,0,9.93387150550359,1,0.00162264884801542,0.035365844707586,0.395710755536198,0.791413282002174,0.395702526465975,"chr22",19846147,19846148,"-",0.593562018769186,2,"MIXED",NA,TRUE,"distal pA","SDMAi"
"SRSF2","PAS44941_ATTAAA_0.2",2.24661348549265e-05,0,25.7052903102231,1,3.97735253347515e-07,3.96371589621752e-05,0.776581944025771,0.877560728054927,0.100978784029156,"chr17",76734118,76734119,"-",0.827071336040349,2,"MIXED",NA,TRUE,"distal pA","SDMAi"
"CDK16","PAS51922_APA_0.05",0.0157147226996011,0,10.8431127592976,1,0.000991638943357828,0.0251734835112002,0.398183378446936,0.26327168740682,-0.134911691040116,"chrX",47228989,47228990,"+",0.330727532926878,2,"MIXED",NA,TRUE,"proximal pA","SDMAi"
"DCAF7","PAS43227_ATTAAA_0.1",0.0276856234590469,0,9.45888055916339,1,0.00210129271827648,0.0427115909169485,0.203917708907354,0.0983051608919882,-0.105612548015366,"chr17",63589450,63589451,"+",0.151111434899671,2,"MIXED",NA,TRUE,"proximal pA","SDMAi"
"RPL15","PAS9309_AATAAA_0.15",5.42203567810461e-16,0,78.3677785076579,1,8.55360580244373e-19,1.24312404328849e-15,0.828606991519286,0.722012590185886,-0.106594401333401,"chr3",23919550,23919551,"+",0.775309790852586,2,"MIXED",NA,TRUE,"proximal pA","SDMAi"
"TLCD5","PAS30627_AATAAA_0.25",0.0190977668197669,0,10.3770981495655,1,0.00127588069644513,0.0298949584167579,0.744238530656436,0.478526627029713,-0.265711903626723,"chr11",120330632,120330633,"+",0.611382578843075,2,"MIXED",NA,TRUE,"proximal pA","SDMAi"
"B3GNTL1","PAS45097_AATAAA_0.45",0.0109942192381993,0,11.7133513795634,1,0.000620532619579648,0.0174831807519694,0.892863937698178,0.744835660696377,-0.1480282770018,"chr17",82943795,82943796,"-",0.818849799197277,2,"MIXED",NA,TRUE,"proximal pA","SDMAi"
"BET1","PAS21967_ATTAAA_0.3",0.0147712313361481,0,11.009905835667,1,0.000906262499377406,0.0235898775957343,0.564893884089724,0.207980934605696,-0.356912949484028,"chr7",93994226,93994227,"-",0.38643740934771,2,"MIXED",NA,TRUE,"proximal pA","SDMAi"
"DNAJC11","PAS2663_APA_0.35",0.0333438783207045,0,8.9996992095389,1,0.00270024045296503,0.0510222159034149,0.283330660138007,0.124664502854837,-0.15866615728317,"chr1",6635115,6635116,"-",0.203997581496422,2,"MIXED",NA,TRUE,"proximal pA","SDMAi"
"KCNG1","PAS49938_AATAAA_0.2",0.00647365870133891,0.0114837684047963,10.7077912253618,1,0.00106685315592323,0.0265419672457934,0.173421325932016,0.0225265279471108,-0.150894797984905,"chr20",51006314,51006315,"-",0.0979739269395634,2,"MIXED",NA,TRUE,"proximal pA","SDMAi"
"LRP8","PAS3413_AATAAA_0.25",0.0141350209383244,0.0148196808959136,10.2366652353576,1,0.00137676264238987,0.0315101581145399,0.455316854415442,0.30397361266063,-0.151343241754813,"chr1",53245545,53245546,"-",0.379645233538036,2,"MIXED",NA,TRUE,"proximal pA","SDMAi"
"MRPS16","PAS28724_AATAAA_0.05",9.41681741797424e-08,1.62814151307508e-07,32.0371031253726,1,1.51255916201542e-08,2.29382885091729e-06,0.507672671879189,0.320695896453803,-0.186976775425386,"chr10",73250741,73250742,"-",0.414184284166496,2,"MIXED",NA,TRUE,"proximal pA","SDMAi"
"NRBP2","PAS24687_AATAAA_0.35",0.00808539212364583,0,12.4244172457213,1,0.000423756747584593,0.0129254465887899,0.508337522406759,0.271581280667183,-0.236756241739576,"chr8",143833959,143833960,"-",0.389959401536971,2,"MIXED",NA,TRUE,"proximal pA","SDMAi"
"RTL10","PAS51280_ATTAAA_0.1",0.0226299563008414,0,9.93387150550348,1,0.00162264884801552,0.035365844707586,0.604289244463802,0.208586717997826,-0.395702526465975,"chr22",19850234,19850235,"-",0.406437981230814,2,"MIXED",NA,TRUE,"proximal pA","SDMAi"
