ensgene,baseMean,log2FoldChange,lfcSE,pvalue,padj,gene_symbol
ENSG00000001084,146.40895531355656,1.0866894398871219,0.20867199709022952,4.334164572912969e-8,3.3334665874360377e-7,GCLC
ENSG00000001617,44.151476292019055,1.2111564397962273,0.3914581317260384,3.169420539908579e-4,0.0012847382087317221,SEMA3F
ENSG00000003147,179.21264530351638,1.1879456662035976,0.18517104065250475,2.8327078090224112e-11,3.0922033522162147e-10,ICA1
ENSG00000006025,74.71931059754507,1.7079199671114638,0.27646687440650247,7.702934393681432e-11,8.033965227460614e-10,OSBPL7
ENSG00000006432,107.53204206987346,1.1796465954157687,0.21574576428844813,9.131909572367742e-9,7.702897337179597e-8,MAP3K9
ENSG00000006756,55.22090920251561,1.466921452719342,0.34185102599441164,2.3498806003827167e-6,1.4094652383139061e-5,ARSD
ENSG00000006837,28.295994014516783,1.7184230597069552,0.45131627262759855,1.4941419813822396e-5,7.886353982203795e-5,CDKL3
ENSG00000007341,77.07431368292897,1.1697029597457422,0.28740663212120915,9.217392929679647e-6,5.038113082289338e-5,ST7L
ENSG00000008283,134.70319555413855,1.0172194051290133,0.21596870407097182,6.253377952672183e-7,4.098090107916133e-6,CYB561
ENSG00000008300,88.14204115077928,1.9238439828349505,0.2484905917968692,1.003448889104496e-15,1.6141101210891243e-14,CELSR3
ENSG00000008869,94.42362255098179,1.2282997171466419,0.22994378577982785,1.7545138172207122e-8,1.4216419998214898e-7,HEATR5B
ENSG00000010295,154.23633934271137,1.3625431240802435,0.2060143500311513,6.530939093484276e-12,7.48353164047818e-11,IFFO1
ENSG00000010438,635.563570583348,1.4447024790285274,0.12085490835285856,8.531025703441442e-34,3.5860944234604533e-32,PRSS3
ENSG00000011021,54.74919359997873,1.0042554138944748,0.34366656096650566,8.182858670663164e-4,0.0029990019362110157,CLCN6
ENSG00000011275,856.0436898410884,1.3385463278054501,0.09890100344228295,1.9562413664071986e-42,1.1538032896363698e-40,RNF216
ENSG00000011422,344.910862740092,1.780854891243849,0.13640600903878533,7.270781219715827e-40,3.9655726817353314e-38,PLAUR
ENSG00000011638,57.65722609153062,1.181122204213637,0.274751117580985,3.273340075013586e-6,1.9165223517307324e-5,LDAF1
ENSG00000012822,90.12601402038489,1.5042866713766732,0.24702367187991622,1.7326489892411445e-10,1.7368721784771078e-9,CALCOCO1
ENSG00000013364,554.3601466948888,1.7514297400977175,0.11450292221493166,9.132428337007714e-54,7.807200112598112e-52,MVP
ENSG00000013375,466.15448468249843,1.2045520704853643,0.11295742056819633,3.241603916346218e-27,1.0170615834028948e-25,PGM3
ENSG00000019549,6.527742583387567,3.749907684938483,1.1337663310809094,9.522413575087678e-5,4.3138602968773206e-4,SNAI2
ENSG00000021762,106.40173818496532,1.398401963045965,0.2218488891222561,4.5909171664154816e-11,4.912797926958114e-10,OSBPL5
ENSG00000023892,238.29692150396207,1.3490481832641992,0.18303660661896248,2.569060188564634e-14,3.650176366889639e-13,DEF6
ENSG00000026103,222.9709220996813,2.068963336578698,0.17428501942247823,1.4618995230293117e-33,6.111462923609076e-32,FAS
ENSG00000026559,56.6910259142225,1.4563295858678411,0.3183867178875641,6.331839821557626e-7,4.142373455057713e-6,KCNG1
ENSG00000026751,15.408962986974208,4.283835180328727,0.9625239989826657,1.96845620885934e-6,1.1962459317177547e-5,SLAMF7
ENSG00000027075,20.196957746589735,1.409482162514719,0.5707601678211487,0.0014446102272516828,0.004968949780309416,PRKCH
ENSG00000028277,580.0727609577842,1.8918438175190666,0.1327798657494635,5.7723157476262e-47,3.938893665095421e-45,POU2F2
ENSG00000030582,1705.7517184849032,1.1050173433999497,0.056072206086603134,4.14010031048622e-87,7.485472646946667e-85,GRN
ENSG00000032444,282.9434952001962,1.304034506811229,0.15188781427576012,1.5144401395125422e-18,2.9208156657746964e-17,PNPLA6
ENSG00000033627,275.8698205657258,1.0696330757264763,0.12329216171442019,9.732910437635059e-19,1.9259518612417775e-17,ATP6V0A1
ENSG00000034152,377.1981535615775,1.134842592388984,0.11426682033820217,7.126068097552444e-24,1.8990784280289936e-22,MAP2K3
ENSG00000035115,31.72275526852727,1.0717499493612395,0.44523633785187267,0.002905891848221676,0.009202696410903068,SH3YL1
ENSG00000036530,11.635228651077023,1.8506320680197632,0.6779652324039765,4.929465724131156e-4,0.0019091799420744159,CYP46A1
ENSG00000040531,51.50056674284276,1.1054871521277854,0.37328603088334394,5.752910691349296e-4,0.0021901936950278265,CTNS
ENSG00000041353,27.43982441487883,1.113611680783772,0.5263683742161095,0.005323786806683642,0.015570260203210645,RAB27B
ENSG00000044446,117.35935174955789,1.2560615869369873,0.20585356946718997,1.9996637568337132e-10,1.988815907695334e-9,PHKA2
ENSG00000048052,230.02844892050953,2.849591640171643,0.20175790575518873,1.5797268832909482e-46,1.0589737437461832e-44,HDAC9
ENSG00000048392,954.8189245343673,1.7615039116381446,0.08762748565345709,8.659247938166567e-91,1.6679465300643123e-88,RRM2B
ENSG00000048740,239.06342785941547,1.2791809088782322,0.1692459194038041,8.030216050204713e-15,1.1979980160388737e-13,CELF2
