gene_name,ensembl_ID,feature_id,twostep_gene_padj,twostep_feature_padj,lr,df,pvalue,adj_pvalue,pA_usage_control,pA_usage_treatment,change_in_usage,chr,start,end,strand,mean_usage,pA_type,condition,prox_to_dist_shift
AASDHPPT,ENSG00000149313.11,PAS30468_AATAAA_0.3,8.67983345449399e-4,0,14.081240159672689,1,1.750813297975738e-4,0.0012348690214936736,0.44827233256999954,0.2703065990254011,-0.17796573354459844,chr11,106098692,106098693,+,0.3592894657977003,distal pA,siCFIM25_DMAi,-0.3559314670891969
ABCC1,ENSG00000103222.20,PAS40309_APA_0.2,0.38613280296949637,NA,1.2864837490585614,1,0.25669696350934185,0.42315652218736577,0.9241194596260999,0.8515916276474212,-0.07252783197867863,chr16,16143051,16143052,+,0.8878555436367606,distal pA,siCFIM25_DMAi,-0.1450556639573573
ABCD3,ENSG00000117528.14,PAS1169_AATAAA_0.15,0.006156868724176594,0,9.955066135974448,1,0.0016040736413217701,0.008175732246531897,0.8984099036607868,0.9739128587833265,0.07550295512253968,chr1,94518661,94518662,+,0.9361613812220566,distal pA,siCFIM25_DMAi,0.15100591024507937
ABCE1,ENSG00000164163.11,PAS13297_AATAAA_0.2,7.53837073427409e-8,3.9902021445566914e-4,14.335136346825948,1,1.529827188505465e-4,0.0010974443883143118,0.8777396212177809,0.7676068620229849,-0.11013275919479604,chr4,145129158,145129159,+,0.8226732416203829,distal pA,siCFIM25_DMAi,-0.2482792901590387
ABHD10,ENSG00000144827.9,PAS9981_AATAAA_0.2,0.128879932893144,NA,3.4608015756575696,1,0.0628398447624711,0.15339777751988737,0.8427326881836317,0.9130631291175412,0.0703304409339095,chr3,111993366,111993367,+,0.8778979086505865,distal pA,siCFIM25_DMAi,0.1406608818678189
ABHD13,ENSG00000139826.6,PAS35732_AATAAA_0.35,0.44700356642854944,NA,1.0163458426347347,1,0.3133873564385387,0.4830166610606069,0.6030437445117908,0.46588630793259106,-0.1371574365791997,chr13,108230907,108230908,+,0.5344650262221909,distal pA,siCFIM25_DMAi,-0.2743148731583993
ABHD17C,ENSG00000136379.12,PAS38908_AATAAA_0.15,0.5683442836935322,NA,0.6209240245227647,1,0.4307041198466105,0.6002733974042993,0.8797821642487812,0.8328962634168567,-0.046885900831924454,chr15,80755618,80755619,+,0.856339213832819,distal pA,siCFIM25_DMAi,-0.09377180166384881
ABHD2,ENSG00000140526.18,PAS38967_AATAAA_0.05,0.09524524739314856,NA,5.955632583456463,1,0.014670337907858077,0.04988990919945066,0.5912933481787248,0.4884693736693084,-0.10282397450941638,chr15,89202353,89202354,+,0.5398813609240166,distal pA,siCFIM25_DMAi,-0.14482194313060182
ABHD5,ENSG00000011198.10,PAS9497_AATAAA_0.2,1,NA,NA,1,1,NA,NA,NA,NA,chr3,43722723,43722724,+,NA,distal pA,siCFIM25_DMAi,NA
ABI2,ENSG00000138443.17,PAS6853_AATAAA_0.2,4.210698675734055e-11,1.6587096446003542e-11,47.215539967011864,1,6.3594249619846705e-12,1.9989178026644089e-10,0.533377983111041,0.2801379644516093,-0.2532400186594317,chr2,203432167,203432168,+,0.40675797378132517,distal pA,siCFIM25_DMAi,-0.524751596104529
ABLIM3,ENSG00000173210.21,PAS15637_APA_0.15,0.15473454938697256,NA,3.09591986788314,1,0.07848878081473519,0.18166120126193455,0.7199184065810439,0.590890288488177,-0.12902811809286685,chr5,149260435,149260436,+,0.6554043475346105,distal pA,siCFIM25_DMAi,-0.2580562361857337
ABRAXAS2,ENSG00000165660.8,PAS27969_AATAAA_0.2,0.2030474070831496,NA,1.7810678203481984,1,0.18201825890506634,0.3327458054251721,0.6763019207343405,0.5967294079979127,-0.07957251273642774,chr10,124836666,124836667,+,0.6365156643661266,distal pA,siCFIM25_DMAi,-0.06710066841750925
ACAD8,ENSG00000151498.12,PAS30738_AATAAA_0.45,0.040612307369060345,0,5.934761609126895,1,0.014845076694468254,0.050395825458959057,0.8948127460029488,0.671322169441232,-0.22349057656171678,chr11,134265849,134265850,+,0.7830674577220904,distal pA,siCFIM25_DMAi,-0.4469811531234338
ACADSB,ENSG00000196177.13,PAS27951_AATAAA_0.15,0.9828571154435796,NA,0.001519552536365154,1,0.9689051874101382,0.9835683909640478,0.7526050718854617,0.7537581981418261,0.001153126256364434,chr10,123055135,123055136,+,0.7531816350136439,distal pA,siCFIM25_DMAi,-0.006635948422078
ACER3,ENSG00000078124.13,PAS30310_ATTAAA_0.2,1,NA,NA,1,1,NA,NA,NA,NA,chr11,77026795,77026796,+,NA,distal pA,siCFIM25_DMAi,NA
ACO2,ENSG00000100412.17,PAS51084_APA_0.15,6.101813015861935e-5,2.8335310851969184e-5,19.353210886886245,1,1.0863642333316511e-5,1.0629216367176523e-4,0.860721006735706,0.7056315674423902,-0.15508943929331576,chr22,41528972,41528973,+,0.7831762870890481,distal pA,siCFIM25_DMAi,-0.24559202283904807
ACP1,ENSG00000143727.16,PAS5154_AATAAA_0.15,2.783702086752147e-4,0,16.483856085830666,1,4.906608809565215e-5,3.995600778402512e-4,0.5514894102494317,0.4248324408682349,-0.12665696938119675,chr2,278279,278280,+,0.4881609255588333,distal pA,siCFIM25_DMAi,-0.2533139387623935
ACP7,ENSG00000183760.11,PAS46791_AATAAA_0.45,0.2614918704718067,NA,2.04914724534882,1,0.15229146899401008,0.2946868231998592,0.6616222997619503,0.4871743631740994,-0.1744479365878509,chr19,39111481,39111482,+,0.5743983314680249,distal pA,siCFIM25_DMAi,-0.3488958731757019
ACSL3,ENSG00000123983.15,PAS7025_APA_0.25,1.2391511668939369e-11,3.6838418747595016e-4,15.79420432463121,1,7.061849568009976e-5,5.492877969427006e-4,0.36878073439516346,0.20267538594241064,-0.16610534845275282,chr2,222943144,222943145,+,0.28572806016878705,distal pA,siCFIM25_DMAi,-0.31556686397969375
