"gene_name","ensembl_ID","feature_id","twostep_gene_padj","twostep_feature_padj","lr","df","pvalue","adj_pvalue","pA_usage_control","pA_usage_treatment","change_in_usage","chr","start","end","strand","mean_usage","sig_PAS_count","UTR_type","pA_type"
"ADGRL2","ENSG00000117114","PAS1054_AATAAA_0.3",0.78698013771378,NA,0.153536754032757,1,0.695178164855134,0.812687142039936,0.50367212934132,0.478865172621508,-0.0248069567198116,"chr1",81992421,81992422,"+",0.491268650981414,0,"MIXED","distal pA"
"ALDH16A1","ENSG00000161618","PAS47107_AATAAA_0.25",0.711458411615868,NA,0.274093229440496,1,0.600599122196374,0.742433397657587,0.287141707658828,0.261690159892284,-0.0254515477665445,"chr19",49471046,49471047,"+",0.274415933775556,0,"MIXED","distal pA"
"ALDH3A2","ENSG00000072210","PAS42429_APA_0.25",0.434516923964646,NA,2.3973032498252,1,0.121544616615163,0.249946285716358,0.317848418735912,0.256783234879923,-0.0610651838559884,"chr17",19677594,19677595,"+",0.287315826807917,0,"MIXED","distal pA"
"AP2A2","ENSG00000183020","PAS29386_AATAAA_0.15",0.577760538366836,NA,0.592195543194066,1,0.441571369450572,0.609947282953154,0.111114943918422,0.130782589862622,0.0196676459441994,"chr11",1012238,1012239,"+",0.120948766890522,0,"MIXED","distal pA"
"ARFGEF2","ENSG00000124198","PAS49180_AATAAA_0.2",0.740584761087417,NA,0.221355563172779,1,0.638008982747141,0.770167986316504,0.873149965046412,0.848547412817151,-0.0246025522292606,"chr20",49036691,49036692,"+",0.860848688931782,0,"MIXED","distal pA"
"ARHGEF26","ENSG00000114790","PAS10345_APA_0",0.419142057451406,NA,1.13553708257894,1,0.28659734341379,0.455037973382583,0.195713088188204,0.127977648874284,-0.0677354393139201,"chr3",154257824,154257825,"+",0.161845368531244,0,"MIXED","distal pA"
"ARHGEF40","ENSG00000165801","PAS36370_AATAAA_0.3",0.8958465996126,NA,0.0418439983941426,1,0.837917428590509,0.909409466075754,0.145147124327374,0.134729677479598,-0.0104174468477761,"chr14",21090244,21090245,"+",0.139938400903486,0,"MIXED","distal pA"
"ARL6IP5","ENSG00000144746","PAS9794_AATAAA_0.15",0.741857963355104,NA,0.506025480144672,1,0.476864475637757,0.641123816662272,0.307254935439282,0.324274858456529,0.0170199230172475,"chr3",69106065,69106066,"+",0.315764896947906,0,"MIXED","distal pA"
"ATG4B","ENSG00000168397","PAS7248_APA_0.2",0.573505430630984,NA,0.605704768848909,1,0.436409639328709,0.605759854569012,0.324460320349909,0.365981030133788,0.0415207097838795,"chr2",241673853,241673854,"+",0.345220675241848,0,"MIXED","distal pA"
"ATP2A2","ENSG00000174437","PAS33247_AATAAA_0.2",0.000546407195035563,1,0.350240766070783,1,0.553976869880554,0.705855381156922,0.188866501558033,0.200607515127711,0.0117410135696785,"chr12",110351089,110351090,"+",0.194737008342872,0,"MIXED","distal pA"
"ATRIP","ENSG00000164053","PAS9579_AATAAA_0.25",0.737477955934969,NA,0.226333841944552,1,0.634255655469311,0.767202904315127,0.4979559239468,0.538273434633851,0.0403175106870504,"chr3",48467643,48467644,"+",0.518114679290326,0,"MIXED","distal pA"
"C5orf24","ENSG00000181904","PAS15417_AATAAA_0.2",0.58286375360617,NA,0.873421396352569,1,0.350009859706051,0.522270824056477,0.53139086012262,0.487084401328667,-0.0443064587939539,"chr5",134859733,134859734,"+",0.509237630725644,0,"MIXED","distal pA"
"CALR","ENSG00000179218","PAS46327_ATTAAA_0",0.0920921865838592,NA,4.17865134781096,1,0.040936263998791,0.110611213333942,0.913790366753248,0.880612949835888,-0.0331774169173603,"chr19",12944488,12944489,"+",0.897201658294568,0,"MIXED","distal pA"
"CCAR1","ENSG00000060339","PAS27299_APA_0.3",0.893483680283767,NA,-0.000932067279791227,1,1,1,0.492921752647862,0.493081433708541,0.000159681060679318,"chr10",68771444,68771445,"+",0.493001593178201,0,"MIXED","distal pA"
"CCAR2","ENSG00000158941","PAS22652_AATAAA_0.25",0.710002380801779,NA,0.276812956821146,1,0.598797767098619,0.74069917711543,0.737305623014917,0.677194457192331,-0.0601111658225864,"chr8",22620467,22620468,"+",0.707250040103624,0,"MIXED","distal pA"
"CCDC91","ENSG00000123106","PAS32404_AATAAA_0.1",2.18725238836577e-09,0.301205878738064,3.60112308651696,1,0.05774055122242,0.143831889942066,0.326417659319944,0.260504689094541,-0.065912970225403,"chr12",28550164,28550165,"+",0.293461174207243,1,"MIXED","distal pA"
"CIRBP","ENSG00000099622","PAS46026_AATAAA_0.2",0.571280568044043,NA,0.00684412144619273,1,0.934066861818164,0.964836646518477,0.541476848815462,0.538777484308406,-0.00269936450705521,"chr19",1274806,1274807,"+",0.540127166561934,0,"MIXED","distal pA"
"CLIC4","ENSG00000169504","PAS396_AATAAA_0.35",0.0107214717742497,0.0252195253143704,8.67671112116659,1,0.00322302096563849,0.0145225664216945,0.868393114728467,0.817129797897329,-0.0512633168311387,"chr1",24844316,24844317,"+",0.842761456312898,0,"MIXED","distal pA"
"CTNNB1","ENSG00000168036","PAS9464_ATTAAA_0.1",0.25176534263259,NA,3.27085298558268,1,0.070520947332354,0.167583836310431,0.897628151312127,0.922928966035656,0.0253008147235291,"chr3",41240441,41240442,"+",0.910278558673892,0,"MIXED","distal pA"
"CTNND1","ENSG00000198561","PAS29864_ATTAAA_0.1",0.577752039206974,NA,0.593235765971258,1,0.441170588823801,0.609746401056048,0.201900603975256,0.233921290590906,0.0320206866156504,"chr11",57819178,57819179,"+",0.217910947283081,0,"MIXED","distal pA"
