gene_symbol,feature_id,chr,start,end,window_start,window_end,strand,padj_24hrs,change_in_usage_24hrs,padj_48hrs,change_in_usage_48hrs,padj_72hrs,change_in_usage_72hrs,padj_96hrs,change_in_usage_96hrs,padj_GP2D,change_in_usage_GP2D,padj_H838,change_in_usage_H838,padj_HCT116 p53 -/-,change_in_usage_HCT116 p53 -/-,padj_HCT116 p53 +/+,change_in_usage_HCT116 p53 +/+,padj_LU99,change_in_usage_LU99,padj_MCF7,change_in_usage_MCF7,padj_PANC0403,change_in_usage_PANC0403,padj_SKMEL2,change_in_usage_SKMEL2,padj_SUM149PT,change_in_usage_SUM149PT,padj_U2OS,change_in_usage_U2OS,padj_siCFIM25_DMSO,change_in_usage_siCFIM25_DMSO,padj_siCFIM25_DMAi,change_in_usage_siCFIM25_DMAi,pA_type
LZIC,PAS2714_APA_0.15,chr1,9930246,9930247,9930046,9930446,-,NA,-0.07348904086795693,2.0150401670334937e-4,-0.1747215029992512,4.674903682922881e-7,-0.22304913115386815,1.2808538519707678e-6,-0.2030642488004089,NA,-0.19869786235979,NA,-0.09217720168186366,0.024241978845237665,-0.12993077976442635,NA,-0.06873747593009727,0.006071855610573351,-0.14639195805588112,3.729181159524365e-4,-0.20087705772926068,NA,NA,NA,NA,NA,-0.04938073936889392,NA,-0.1507309317394438,2.2757601967770002e-17,0.33386456322352237,0.00433285,0.14107581636809607,distal pA
SZRD1,PAS271_AATAAA_0.3,chr1,16396365,16396366,16396166,16396566,+,0.12058321364637858,-0.03790716726893115,0.02693669186984386,-0.05077938745353747,3.876548321479593e-7,-0.09183758065941314,1.0157809248552674e-10,-0.09473928930381607,1,0.014279518927647478,NA,-7.569822369349333e-4,1,-0.009111530000842416,1,-0.02018394482350788,0.003958804611014413,-0.08639955903462407,NA,NA,NA,-0.04429511303048128,NA,0.042337512565185725,0.053244796267225135,-0.05242149741965582,NA,-0.018503115077083104,2.5601209517667024e-8,0.16874206049780266,NA,0.074238176,distal pA
CAMK2N1,PAS2852_AATAAA_0.4,chr1,20483352,20483353,20483152,20483552,-,NA,0.14894766414136829,NA,-0.07993168156989894,NA,-0.06291409524129188,NA,-0.092338262231076,NA,-0.035956491595053874,NA,NA,NA,0.02323116793592106,NA,0.018850406148611554,NA,-0.03073418880687928,NA,-0.010867101047851713,NA,-0.05279421390639105,NA,0.10761261033009473,NA,-0.0013554820979022608,NA,0.021320069565819444,0,0.1759920358604674,NA,0.067867913,distal pA
ELOA,PAS352_AATAAA_0.25,chr1,23759895,23759896,23759696,23760096,+,1.2353815493011408e-5,-0.1351881352556384,3.3440597645458214e-11,-0.22051035939706165,2.3459422115550703e-19,-0.3021825940498687,2.05358657980101e-28,-0.3406420133953596,NA,-0.20177593303881597,3.675214769413352e-5,-0.20167175680567395,2.3820007116495137e-6,-0.1562494471282111,NA,-0.12434521450660292,3.956063616727141e-7,-0.30027854194945164,0.0010238271590293944,-0.16118344743578472,6.040470383869513e-4,-0.20560926690021045,NA,-0.04634234866207554,6.701346211810769e-4,-0.1877889048005548,0.003577558816410795,-0.14867836802573914,3.123370119903085e-13,0.3826879829800105,0.003328925,0.2325388958196052,distal pA
SYF2,PAS2949_APA_0.3,chr1,25222994,25222995,25222794,25223194,-,NA,-0.07957145076394795,0,-0.09811006688733288,0,-0.07889090619394029,0,-0.09628064847241836,NA,-0.1134798887691224,NA,0.0015276834370230308,NA,-0.013649845950985172,NA,-0.036780387583920326,NA,-0.07001289933218674,NA,-0.049747078992984806,NA,-0.018609307426552313,NA,-0.027599385495612916,NA,-0.02123799695015216,0,-0.1810353766215423,0,0.31057796987587033,0,0.16829347953128626,distal pA
MTFR1L,PAS417_APA_0.3,chr1,25832285,25832286,25832086,25832486,+,NA,-0.030448963573796117,NA,-0.021257014100910993,NA,-0.01877037551928424,NA,-0.03845464784209069,NA,-0.04383772839845673,NA,-0.024537667094963772,NA,0.01373922874726792,NA,NA,NA,-0.03136412754499078,NA,NA,NA,NA,NA,-0.007664440447403789,NA,-0.04087328086049319,NA,-0.04241172136450308,0,0.1352634717740689,NA,0.062756984,distal pA
PSMB2,PAS3147_AATAAA_0.1,chr1,35603138,35603139,35602938,35603338,-,2.017427147261353e-4,-0.06002474755349241,6.555551133417093e-5,-0.062315750014091176,1.0245272235939232e-16,-0.11346106465125594,1.7928624013650993e-14,-0.11541386999897862,3.705748464232059e-4,-0.09964551939204358,NA,-0.0712442447872399,2.1946421042494394e-13,-0.1059952055782376,1.612019804759795e-9,-0.10233478501735992,9.707847597587127e-11,-0.1957171277040511,1.7848313868176383e-4,-0.07707239524651521,0.010649908471702175,-0.09585743648684408,1.5642952687008138e-7,-0.13062946203375392,8.279944419484866e-10,-0.13786740844630008,4.0122801034934425e-8,-0.15482235617625872,7.567090252573381e-9,0.1400605669949686,0.3328279921643509,0.049569433,distal pA
RLF,PAS689_ATTAAA_0.2,chr1,40240680,40240681,40240481,40240881,+,NA,-0.09259483218000436,NA,0.021712498346099895,NA,-0.027752280460991985,NA,-0.03948873555377225,NA,-0.13515083079644144,NA,-0.15926462759945684,NA,0.06416873880039259,NA,-0.06455099618196297,NA,0.013073271800166096,NA,0.10770175579123796,NA,-0.05490547611114424,NA,NA,NA,-0.05723419389411222,NA,-0.08552006490936964,0,0.2600651125142618,NA,0.091647604,distal pA
SMAP2,PAS697_AATAAA_0.15,chr1,40422115,40422116,40421916,40422316,+,NA,-0.05047095518359858,NA,-0.01602909651024008,0,-0.07932034959304982,0,-0.09056076500048266,NA,-0.04264583745634637,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.1485628093811146,NA,NA,NA,-0.014596662486252491,NA,NA,NA,-0.05485110400225569,0,0.2299108949948459,NA,0.080114858,distal pA
EFCAB14,PAS3346_AATAAA_0.3,chr1,46676569,46676570,46676369,46676769,-,0.0014851566172910454,-0.12268009507220017,NA,NA,8.457553100733898e-7,-0.16270536231869953,2.858583409540532e-7,-0.18022132548248732,NA,NA,NA,-0.01926982127908161,NA,NA,0.10470191804092405,-0.07041248228245986,0,-0.1239775514398762,5.191231117842678e-4,-0.18342579843516288,NA,-0.058494511502551805,NA,-0.10635290245134572,1.284656287163049e-7,-0.1794209163665857,NA,-0.0888437249854733,5.710365762225677e-7,0.32447485629651773,0,0.19955407881295084,distal pA
