gene_symbol,feature_id,chr,start,end,window_start,window_end,strand,padj_24hrs,change_in_usage_24hrs,padj_48hrs,change_in_usage_48hrs,padj_72hrs,change_in_usage_72hrs,padj_96hrs,change_in_usage_96hrs,padj_GP2D,change_in_usage_GP2D,padj_H838,change_in_usage_H838,padj_HCT116 p53 -/-,change_in_usage_HCT116 p53 -/-,padj_HCT116 p53 +/+,change_in_usage_HCT116 p53 +/+,padj_LU99,change_in_usage_LU99,padj_MCF7,change_in_usage_MCF7,padj_PANC0403,change_in_usage_PANC0403,padj_SKMEL2,change_in_usage_SKMEL2,padj_SUM149PT,change_in_usage_SUM149PT,padj_U2OS,change_in_usage_U2OS,padj_siCFIM25_DMSO,change_in_usage_siCFIM25_DMSO,padj_siCFIM25_DMAi,change_in_usage_siCFIM25_DMAi,pA_type
CEP104,PAS2629_AATAAA_0.25,chr1,3812088,3812089,3811888,3812288,-,NA,NA,0.18363751653158336,0.109327960891414,0,0.2656117389228707,0,0.31969341192082157,NA,0.03724731310064175,NA,0.09383623893967748,NA,-0.0402153538585916,0,-0.17913639136993495,0,0.23911937198147923,NA,NA,NA,0.035809160011765484,NA,-0.04773907589726856,NA,0.12285083610604595,NA,NA,0,-0.364442257,0,-0.358306673,distal pA
RNF207,PAS96_AATAAA_0.45,chr1,6221296,6221297,6221097,6221497,+,NA,0.09911504144493057,0,0.13537593102057233,NA,0.06465750798722014,NA,0.1172077312921681,NA,NA,NA,0.1134092462173738,NA,0.07927758955364961,NA,0.08841363809330649,NA,0.030645192722441705,NA,0.008573825294500681,NA,0.141479679990604,NA,NA,NA,0.16408358149315572,NA,NA,0,-0.177946387,NA,-0.149561496,distal pA
UBIAD1,PAS194_ATTAAA_0.15,chr1,11288432,11288433,11288233,11288633,+,NA,0.14654158728228267,NA,0.12913393126656958,0,0.20427109035246263,0,0.21357565052461136,NA,0.18506392817454648,NA,0.10191512017043576,NA,0.1368750400376697,NA,0.11899153119701694,0,0.2394011092506345,NA,0.14738943610573396,NA,0.14418535885574135,NA,0.17212700056235464,NA,0.06655188008097718,NA,-0.00260725747132895,0,-0.406080178,0,-0.35226893,distal pA
MACO1,PAS409_AATAAA_0.25,chr1,25500204,25500205,25500005,25500405,+,NA,0.03692929989893967,0.5371019297411163,0.05433612937726384,2.4929768862639467e-4,0.13947952683481685,1.94836075591425e-6,0.16321219106246426,NA,0.0814873139871824,NA,0.040417753821102465,NA,0.029982112730531085,NA,-0.07132452194877881,0.1250543147757395,0.11828280130146927,NA,0.08150690335265742,NA,-0.006540353819712519,NA,-0.05476085147348997,NA,-0.00887698488840083,NA,-0.07908995045720935,0,-0.114241051,0,-0.111646442,distal pA
AGO4,PAS615_AATAAA_0.35,chr1,35857886,35857887,35857687,35858087,+,NA,0.09897855318998804,NA,0.046668804676403275,NA,0.00912306829584103,NA,0.03205242632656635,NA,NA,NA,0.009574226578968448,NA,0.10708471532383608,NA,0.059743382166171755,NA,0.0621135694258641,NA,-0.0011306268879311965,NA,0.14875216811356062,NA,0.10016270564874584,NA,0.08914117265137844,NA,0.050473547187050216,6.736190431582284e-6,-0.33894012,0.007260418,-0.252032538,distal pA
IPO13,PAS765_ATTAAA_0.3,chr1,43968020,43968021,43967821,43968221,+,NA,0.09922492262299798,NA,0.0653196660102271,NA,-0.022273506142317823,NA,-0.015321007573613156,NA,-5.494949458717535e-4,NA,-0.12464192083023906,NA,-0.02027833427596709,NA,0.05984481795390767,NA,-0.04248017823412736,NA,0.10341515761415604,NA,-0.020835475057697117,NA,0.12874731636326925,NA,0.14036019069284827,NA,0.08508640167203607,0,-0.232466726,0,-0.226441117,distal pA
COA7,PAS3400_ATTAAA_0.3,chr1,52684450,52684451,52684250,52684650,-,NA,-0.08049395162422657,NA,-0.01539703001489312,NA,0.015915852174051448,NA,0.03278591328679925,NA,0.06102080093243778,NA,5.333557351308027e-4,NA,-0.1107603441799686,NA,0.009872318372064036,NA,0.10300698597779756,NA,0.14199811921519828,NA,0.03701464058623982,NA,0.00191160306311855,NA,0.02169070415809804,NA,-0.07710500766718165,2.3613299391889826e-8,-0.312409226,1.7494351977818201e-10,-0.365547853,distal pA
NDC1,PAS3415_AATAAA_0.45,chr1,53765474,53765475,53765274,53765674,-,1.8161102411607828e-6,0.1194312117220958,1.5868799363240228e-6,0.136424978916467,4.936832701662391e-7,0.18219613483640484,1.0464051018549491e-6,0.15351734657320426,1.0143594467602587e-4,0.19983656231302735,NA,0.07191033600951657,0,0.15312203699079563,0,0.12506181796477,0,0.1982184972903401,0,0.20973011492027416,NA,0.10335742115227896,0.0075401125500626385,0.1461285608401497,NA,0.04717292620196667,0.004520765767386571,0.15292074088164875,0,-0.506534038,0,-0.45937767,distal pA
ATG4C,PAS940_AATAAA_0.2,chr1,62865151,62865152,62864952,62865352,+,NA,0.1491716407633743,0,0.2307446966983815,0,0.28940632155580187,0,0.18381764919821889,NA,0.13039089818530175,NA,0.11919255543531372,0,0.21395839073440823,NA,0.18446396416187755,NA,0.187330365192951,0,0.271192608222653,NA,0.02286685286268797,NA,0.1822760862282181,NA,0.20276169160265,0,0.2612336755166648,0,-0.229206593,0,-0.213269201,distal pA
ZRANB2,PAS3551_AATAAA_0.3,chr1,71063299,71063300,71063099,71063499,-,NA,-0.014193520153143012,NA,-0.01578688367870862,NA,-0.041563343071756464,1,0.023326578693767978,NA,-0.06211158301731601,NA,-0.1017335382564113,NA,0.025487450515533583,NA,-0.07928415476054851,NA,-0.012263875397641956,NA,0.02570061064216611,NA,0.0171213535837641,0.0018161444579108427,-0.1771784393671617,NA,-0.0648498225269416,1,0.003341181385145054,1.0367964012111758e-21,-0.395182551,1.4519855289080546e-11,-0.327527671,distal pA
