gene_symbol,feature_id,chr,start,end,window_start,window_end,strand,padj_24hrs,change_in_usage_24hrs,padj_48hrs,change_in_usage_48hrs,padj_72hrs,change_in_usage_72hrs,padj_96hrs,change_in_usage_96hrs,padj_GP2D,change_in_usage_GP2D,padj_H838,change_in_usage_H838,padj_HCT116 p53 -/-,change_in_usage_HCT116 p53 -/-,padj_HCT116 p53 +/+,change_in_usage_HCT116 p53 +/+,padj_LU99,change_in_usage_LU99,padj_MCF7,change_in_usage_MCF7,padj_PANC0403,change_in_usage_PANC0403,padj_SKMEL2,change_in_usage_SKMEL2,padj_SUM149PT,change_in_usage_SUM149PT,padj_U2OS,change_in_usage_U2OS,padj_siCFIM25_DMSO,change_in_usage_siCFIM25_DMSO,padj_siCFIM25_DMAi,change_in_usage_siCFIM25_DMAi,pA_type
ENSG00000162591,PAS2619_ATTAAA_0.45,chr1,3487963,3487964,3487763,3488163,-,NA,NA,NA,NA,NA,NA,NA,NA,0,0.11066946457347138,NA,NA,0,0.18725197943198008,0,0.25027203050643637,NA,NA,NA,0.10421166583743592,0,0.2412239385641723,NA,NA,NA,NA,NA,0.13201608022101818,NA,NA,NA,NA,distal pA
ENSG00000178585,PAS2704_AATAAA_0.1,chr1,9848275,9848276,9848075,9848475,-,NA,NA,NA,NA,2.8150240925214215e-22,0.3846916321827488,1.4672533553084425e-18,0.4183018701293588,NA,0.11645654172227952,NA,0.20385441030776763,6.37733477580365e-4,0.22788643952660692,3.5501461767685597e-4,0.24960696810422195,2.2667403512025814e-10,0.3422299871463539,2.377948803865471e-9,0.3349834825531328,0.0021713898886149643,0.17101708895398027,0.001507966214400315,0.2351731646517733,NA,NA,NA,0.14367632787006188,8.456401900425613e-7,-0.20565137,NA,-0.116167035,distal pA
ENSG00000116685,PAS2749_AATAAA_0.1,chr1,11919591,11919592,11919391,11919791,-,0,0.2027010921803708,0,0.18735101780835972,0,0.18904885425701767,0,0.2104987860984039,0,0.28677276805976387,0,0.10676590194345704,0,0.06588948740650458,0,0.15313145716483167,0,0.22068377476190149,0,0.26821109747059246,0,0.176719441155768,NA,0.06146990920065054,0,0.12625207674041716,0,0.1629159835842684,0,-0.263360003,NA,-0.022611622,distal pA
ENSG00000162493,PAS225_AATAAA_0.35,chr1,13617954,13617955,13617755,13618155,+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.14902623527148406,NA,NA,NA,NA,distal pA
ENSG00000037637,PAS2794_AATAAA_0.4,chr1,16246841,16246842,16246641,16247041,-,0.02723643754822918,0.16661475869849107,2.151076864098965e-6,0.30167171341095933,1.3852051246262306e-4,0.271425117486964,1.76224465289526e-4,0.22583718891511087,1.3455261303384845e-5,0.2665927258167111,0.010531488509715844,0.19078396341587375,4.199347988579829e-7,0.27018661178850584,0.0577199400940693,0.17733217537253948,0.7374510256809275,0.09715922399282569,NA,0.10201988519440224,0.032722643816318,0.2274798096698734,NA,0.06263611440180644,NA,0.1033778632480492,NA,0.09020452159083414,NA,0.019204425545258613,NA,0.005789598,distal pA
ENSG00000198830,PAS439_AATAAA_0.15,chr1,26476639,26476640,26476440,26476840,+,0,0.21187387942353353,0,0.29145782793639596,0,0.3914683053873981,0,0.4187257417329361,NA,0.2564739215150019,NA,NA,NA,0.21461896261845537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1925417775666625,0,0.30455319442357603,NA,NA,NA,NA,distal pA
ENSG00000142751,PAS2981_AATAAA_0.15,chr1,26876132,26876133,26875932,26876332,-,0,0.26636757155308566,0,0.4543432786901257,0,0.49538528897494266,0,0.6339907975688995,0,0.3113992499996378,0,0.28156459463287387,0,0.3595022753558199,0,0.37727127562967694,0,0.4759955610669294,0,0.44279109673875405,0,0.33801563793926015,0,0.3681462122825392,0,0.4257978600799781,0,0.3322616706317812,NA,-0.101413067,0,0.16573556559862213,distal pA
ENSG00000116353,PAS3038_ATTAAA_0.4,chr1,29192881,29192882,29192681,29193081,-,NA,-0.007456434485510546,0,0.13417239877763634,0,0.12509540413562042,0,0.23148048511432973,NA,0.09820179401416304,0,0.21406583027960965,0,0.3449077992523941,0,0.268973898064918,0,0.3006602846507511,0,0.26252900363959414,0,0.21328491528557003,0,0.2573180148561637,0,0.18558473118248048,0,0.1444619737274464,0,-0.079527736,NA,0.085822727,distal pA
ENSG00000116983,PAS3222_AATAAA_0.05,chr1,39678647,39678648,39678447,39678847,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.29212991833021157,NA,0.12095704099237432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,distal pA
ENSG00000177181,PAS724_APA_0.3,chr1,42418279,42418280,42418080,42418480,+,NA,NA,NA,NA,NA,NA,NA,NA,0,0.3791293130519868,NA,NA,0,0.4015099413894313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,distal pA
