gene_symbol,feature_id,chr,start,end,window_start,window_end,strand,padj_24hrs,change_in_usage_24hrs,padj_48hrs,change_in_usage_48hrs,padj_72hrs,change_in_usage_72hrs,padj_96hrs,change_in_usage_96hrs,padj_GP2D,change_in_usage_GP2D,padj_H838,change_in_usage_H838,padj_HCT116 p53 -/-,change_in_usage_HCT116 p53 -/-,padj_HCT116 p53 +/+,change_in_usage_HCT116 p53 +/+,padj_LU99,change_in_usage_LU99,padj_MCF7,change_in_usage_MCF7,padj_PANC0403,change_in_usage_PANC0403,padj_SKMEL2,change_in_usage_SKMEL2,padj_SUM149PT,change_in_usage_SUM149PT,padj_U2OS,change_in_usage_U2OS,padj_siCFIM25_DMSO,change_in_usage_siCFIM25_DMSO,padj_siCFIM25_DMAi,change_in_usage_siCFIM25_DMAi,pA_type
KIAA2013,PAS2749_AATAAA_0.1,chr1,11919591,11919592,11919391,11919791,-,0,0.2027010921803708,0,0.18735101780835972,0,0.18904885425701767,0,0.2104987860984039,0,0.28677276805976387,0,0.10676590194345704,0,0.06588948740650458,0,0.15313145716483167,0,0.22068377476190149,0,0.26821109747059246,0,0.176719441155768,NA,0.06146990920065054,0,0.12625207674041716,0,0.1629159835842684,0,-0.263360003,NA,-0.022611622,distal pA
RCAN3,PAS376_AATAAA_0.2,chr1,24541038,24541039,24540839,24541239,+,0,0.23629815827880485,0,0.18121914286762525,NA,0.15047498018385153,0,0.2102234994047736,NA,0.12148970906880908,NA,0.010602600485746905,0,0.16317949640125762,NA,0.15141875561877005,NA,0.2567443496658079,0,0.2695563605415741,0,0.3360513243834665,NA,0.010559997959686209,0,0.2569248316656717,NA,0.1625985409564834,0,-0.256709403,NA,0.19023814585429755,distal pA
AGO3,PAS629_AATAAA_0.25,chr1,36072032,36072033,36071833,36072233,+,NA,0.05758067833287478,1,0.022048209618843184,NA,0.02567900672512946,NA,0.05611006507181104,NA,0.15759459655285918,NA,0.01732261820756531,NA,-0.03675651592578111,NA,-0.08621748543768365,NA,0.09146765789822509,NA,0.07256483714033596,NA,0.13835206245972026,NA,-0.108682209806563,NA,0.1229788328336221,NA,0.04529405011953072,0.013511519265213654,-0.224492474,NA,-0.048450363,distal pA
NSUN4,PAS815_AATAAA_0.15,chr1,46365017,46365018,46364818,46365218,+,3.575237360591772e-5,0.25363466119868894,7.120333444410489e-4,0.3082412785812507,0.03293565566001862,0.21100311932843663,0.006785629685747541,0.19173397979511425,NA,0.19466881746569364,NA,0.0961839733369544,0.05489274058123187,0.13426604678950932,8.366603422002716e-4,0.2559213327803467,0,0.22830705422063968,0,0.2794669450962373,0,0.2553020894199647,NA,0.08927117177522281,0.009184118586393729,0.20551859280961465,NA,0.15421775434648982,0,-0.211859282,NA,-0.013125812,distal pA
CMPK1,PAS832_AATAAA_0.15,chr1,47378837,47378838,47378638,47379038,+,NA,-0.03194234201496848,NA,-0.023226349691751302,NA,0.025209831764770096,0,0.05927584402008734,0,0.16347506781626198,NA,-0.0913264577563131,NA,0.01023028551986127,0,0.13208975337334106,NA,-0.033747766672980184,NA,0.04529900139906995,NA,0.0012336451409977744,NA,0.047403828976312345,NA,-0.017068535690929476,0,0.13178970838810766,0,-0.253655274,NA,0.028165645879387306,distal pA
NFIA,PAS925_AATAAA_0.25,chr1,61462786,61462787,61462587,61462987,+,NA,0.05954910367264099,NA,0.06585196763572992,0,0.11055973993116142,0,0.10837767335326776,NA,-0.02685701260152701,NA,0.03682027579022046,NA,-0.002804888872537714,NA,0.0265895761493965,NA,0.10898985142591022,NA,NA,NA,-0.011072322010818423,NA,0.0518710357246881,NA,NA,NA,0.03004738987914579,0,-0.151893688,NA,-0.006228057,distal pA
TMEM167B,PAS1276_AATAAA_0.2,chr1,109096932,109096933,109096733,109097133,+,0,0.1478881034130276,0,0.17588977131177652,0,0.10360879205267493,0,0.18028451875253415,0,0.18120927884137095,NA,0.07933685675006086,0,0.14170468287525484,0,0.11430511482123472,0,0.14930163914636352,0,0.17218015048553037,0,0.101907675487522,0,0.10922193924001022,0,0.17858805876088724,0,0.1178725860005655,0,-0.364593131,NA,-0.01307445,distal pA
LRIF1,PAS3847_None_0.15,chr1,110947190,110947191,110946990,110947390,-,NA,0.008550578477795612,NA,0.03649143868609883,NA,0.0737191821201375,NA,0.03182570117067929,NA,NA,NA,NA,NA,0.05427582793075414,NA,0.16775002631195135,NA,NA,NA,-0.008277048991220282,NA,-0.0584224667683616,NA,0.009685957286948764,NA,0.03658523779139,NA,NA,0,-0.173376713,NA,-5.52e-4,distal pA
PTGFRN,PAS1404_ATTAAA_0.3,chr1,116990349,116990350,116990150,116990550,+,0,0.1622186964478557,0,0.19369034145627664,0,0.18511559266837063,0,0.16369049260061563,0,0.3104529891215699,NA,0.07787965261342333,0,0.15560001730384432,0,0.20126956282448472,0,0.19476511479827696,0,0.1432012659340699,NA,0.06686546763036383,NA,0.29209774961730867,0,0.17896861464349556,NA,0.10406743597225589,0,-0.484309322,NA,-0.061143678,distal pA
PRKAB2,PAS4015_AATAAA_0.3,chr1,147155107,147155108,147154907,147155307,-,NA,0.03655865182981033,NA,-0.08711490333733618,NA,-0.06197178968742434,NA,0.05747090970797497,NA,NA,NA,NA,NA,-0.04230043250701698,NA,0.011914280120366882,NA,NA,1.376661339962403e-4,0.2097106077572383,NA,NA,NA,0.1343470139882701,NA,NA,0.008740944446580818,0.15732104101119815,1.5268330825064543e-10,-0.318297354,NA,0.01703293,distal pA
MCL1,PAS4061_AATAAA_0.35,chr1,150574560,150574561,150574360,150574760,-,7.758192819423125e-14,0.0934202429945722,5.207995335349012e-26,0.12050429792906624,1.0592770284094068e-20,0.08359866735168309,3.3574524711342755e-28,0.11411362771654444,2.5497857174659366e-6,0.10587056401023354,NA,0.011505821885422709,1.1529664915406562e-6,0.06110784443669037,0.009507117945232164,0.05893586260381012,1.7517495730803612e-8,0.08289830685632027,4.2988117375731325e-14,0.11077368348809637,7.778255037262913e-10,0.07814887961698247,NA,0.049907059712553714,1.0614448298720856e-6,0.10820175162563606,2.0499863252912263e-8,0.13296106346242487,2.714530402533505e-39,-0.205740015,1,0.001487021,distal pA
CDC42SE1,PAS4103_AATAAA_0.45,chr1,151050988,151050989,151050788,151051188,-,NA,0.024876041401665105,0.0045473676771092325,0.0684087125876266,0.38693205443397954,0.02888689104561304,8.900194751780211e-6,0.08200171601863171,0.02794053504546342,0.11426411448702688,NA,-0.018360409337116912,1,0.022090523825153863,NA,0.014490667320340656,NA,0.01405406708240875,0.0034813521054090327,0.05830392363574233,NA,0.05536060122904596,0.0034925323575761076,0.0627904702311115,0.07093551258034518,0.05577210646806385,NA,0.0031704544612786156,9.79612922398955e-5,-0.126182493,NA,-0.011034904,distal pA
ATF6,PAS1752_None_0.15,chr1,161960122,161960123,161959923,161960323,+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.030683893863419565,0.1088825075409624,NA,NA,NA,NA,NA,NA,0.19555186246902811,0.115957349749162,0.15305783953751295,0.0925529249910512,0.043743275214018926,-0.08588419,5.340115092697354e-6,0.2002840990944272,distal pA
