gene_symbol,feature_id,chr,start,end,window_start,window_end,strand,padj_24hrs,change_in_usage_24hrs,padj_48hrs,change_in_usage_48hrs,padj_72hrs,change_in_usage_72hrs,padj_96hrs,change_in_usage_96hrs,padj_GP2D,change_in_usage_GP2D,padj_H838,change_in_usage_H838,padj_HCT116 p53 -/-,change_in_usage_HCT116 p53 -/-,padj_HCT116 p53 +/+,change_in_usage_HCT116 p53 +/+,padj_LU99,change_in_usage_LU99,padj_MCF7,change_in_usage_MCF7,padj_PANC0403,change_in_usage_PANC0403,padj_SKMEL2,change_in_usage_SKMEL2,padj_SUM149PT,change_in_usage_SUM149PT,padj_U2OS,change_in_usage_U2OS,padj_siCFIM25_DMSO,change_in_usage_siCFIM25_DMSO,padj_siCFIM25_DMAi,change_in_usage_siCFIM25_DMAi,pA_type
ENSG00000049246,PAS123_AATAAA_0.2,chr1,7845175,7845176,7844976,7845376,+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.050777081739446395,NA,NA,NA,NA,distal pA
ENSG00000180758,PAS2888_AATAAA_0.25,chr1,9100305,9100306,9100105,9100505,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,distal pA
ENSG00000171603,PAS2699_AATAAA_0.2,chr1,9729027,9729028,9728827,9729227,-,0,0.05018106720495252,NA,0.03470643606437429,0,0.04137432675299435,0,0.05597615648509635,NA,0.049880395552689416,NA,0.021403042197256306,NA,0.010879902160980117,NA,-0.005927219425639452,0,0.05422849428122167,0,0.07040185934506682,NA,0.01607027312518472,NA,0.037723584665068866,NA,0.03430416699173422,NA,0.02820015571286505,0,-0.131833806,0,-0.102088198,distal pA
ENSG00000142657,PAS171_ATTAAA_0.15,chr1,10420509,10420510,10420310,10420710,+,NA,0.041556815381458945,0,0.059809675855370226,0,0.10927956882028372,0,0.14222498412810858,NA,0.016806086474480342,NA,0.05753719552373904,0,0.07251620777955903,NA,0.003910768937083753,0,0.1264494531488406,0,0.053129257097445426,0,0.08394043224909342,NA,0.04571470126299748,NA,0.037390050919987816,NA,0.03315859305377544,NA,-0.014807736,NA,0.007439199,distal pA
ENSG00000160049,PAS2725_AATAAA_0.25,chr1,10456523,10456524,10456323,10456723,-,0.19187639690063404,-0.06610367898211339,0.0023820178478394364,-0.11343526622021656,1,-0.026613278619801117,1,0.035836768503743066,NA,NA,NA,0.021557242596135007,1,-0.04483821828557655,0.6406129544319907,-0.07697266131991248,1,-0.020989707501438165,NA,NA,NA,0.02123869269197176,0.019064232268044743,-0.09008469768682648,1,-0.004120244977344034,1,-0.05734294687179117,0.7431083856476245,-0.042322822,3.5179686046869185e-5,-0.112285395,distal pA
ENSG00000142627,PAS2784_AATAAA_0.25,chr1,16124343,16124344,16124143,16124543,-,NA,0.010328107854704284,0,0.03302073977860198,NA,0.004657478676100002,0,0.0477688187537364,NA,-0.015127178497333804,NA,0.01594492926560731,NA,0.004378182397618557,0,0.06453510369475102,NA,0.02459544904751354,NA,0.06260596168476185,NA,-0.026949936264070384,NA,0.0077977895239012,NA,0.029823975143602462,NA,0.03502209433453285,0,-0.059968619,NA,-0.042032204,distal pA
ENSG00000053372,PAS289_APA_0.1,chr1,19260125,19260126,19259926,19260326,+,NA,-0.008287571265740756,NA,-0.03721082242636309,NA,-0.004620250298332795,NA,0.03451461895775787,NA,-0.04743587499591262,NA,-0.06753135762488727,0,-0.11981068855357936,NA,-0.0660644792049877,NA,0.026153710639187477,NA,0.013571405523351787,NA,-0.01827425558052964,NA,-0.02392477341651833,0,-0.05636541082294344,NA,-0.04494178605764243,NA,-0.049100445,0,-0.080082221,distal pA
ENSG00000244038,PAS2647_AATAAA_0.2,chr1,20651779,20651780,20651579,20651979,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,distal pA
ENSG00000169641,PAS2893_AATAAA_0.25,chr1,23084032,23084033,23083832,23084232,-,NA,-0.007243891542019598,NA,0.04927004503738508,NA,0.07995068039475092,NA,0.09897875262324302,NA,NA,NA,-0.012611937012835944,NA,-0.0010817773127988484,NA,0.0584253447357706,NA,-0.0035082622493501914,NA,0.14148818040285238,NA,0.06658579797569494,NA,0.014839920025422336,NA,-0.002525562630076139,NA,0.07070712730668535,NA,-0.101904553,NA,-0.059377754,distal pA
ENSG00000179546,PAS2681_AATAAA_0.2,chr1,23191895,23191896,23191695,23192095,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,distal pA
