gene_name,ensembl_ID,feature_id,twostep_gene_padj,twostep_feature_padj,lr,df,pvalue,adj_pvalue,pA_usage_control,pA_usage_treatment,change_in_usage,chr,start,end,strand,mean_usage,sig_PAS_count,UTR_type,pA_type,condition,prox_to_dist_shift,log2FoldChange,padj,APA_and_gene_class
ABCB8,ENSG00000197150,PAS21131_None_0.25,8.320055409732742e-5,0,17.77238051317255,1,2.489713550639722e-5,1.2286867898604544e-4,0.8803673634510143,0.4148506012741438,-0.4655167621768705,chr7,151045561,151045562,+,0.647608982362579,2,TUTR,proximal pA,DMAi_96hrs,0.9310335243537411,-0.10219597666837404,0.7678084390335906,3' UTR lengthening + no expression change
ACOT9,ENSG00000123130,PAS52586_AATAAA_0.35,2.856766525138716e-12,1.149922481105306e-6,24.690140933641487,1,6.732771236774573e-7,4.475644203064755e-6,0.7254069783262181,0.5308108203009083,-0.19459615802530983,chrX,23703678,23703679,-,0.6281088993135633,2,TUTR,proximal pA,DMAi_96hrs,0.45871295900925496,0.22172241023811,0.12637099987145212,3' UTR lengthening + no expression change
ACP1,ENSG00000143727,PAS5153_AATAAA_0.25,1.0023098057152298e-52,6.709655551446617e-51,226.24522331403568,1,3.928488802308029e-51,4.8266828102086e-49,0.4954128146805354,0.16751269811621497,-0.3279001165643204,chr2,277506,277507,+,0.3314627563983752,2,TUTR,proximal pA,DMAi_96hrs,0.6275300476635218,-0.3613241382387152,2.0763735447033784e-4,3' UTR lengthening + no expression change
ACVR2B,ENSG00000114739,PAS9429_APA_0.2,2.133364978765664e-4,2.1607295053833743e-5,19.06244217998028,1,1.2651024484982745e-5,6.621981537442681e-5,0.5024872234864298,0.27201950918310674,-0.23046771430332308,chr3,38483450,38483451,+,0.38725336633476826,2,TUTR,proximal pA,DMAi_96hrs,0.40523745381664794,0.2088642238093195,0.27219919512163543,3' UTR lengthening + no expression change
ADAT2,ENSG00000189007,PAS19720_None_0.25,2.697865297579497e-5,0.02213388120436981,7.411821202782448,1,0.006479669768162375,0.017130620207788695,0.25832205111600537,0.08332211299472392,-0.17499993812128145,chr6,143426990,143426991,-,0.17082208205536464,2,TUTR,proximal pA,DMAi_96hrs,0.5926494064938589,-0.41965114445686574,0.11714422136760196,3' UTR lengthening + no expression change
ADCY9,ENSG00000162104,PAS41222_AATAAA_0.25,0.004026467043831192,0,9.826698451214613,1,0.0017199680166842491,0.00541819792349231,0.45604237593763175,0.13683044494159713,-0.3192119309960346,chr16,3964903,3964904,-,0.29643641043961444,2,TUTR,proximal pA,DMAi_96hrs,0.6384238619920692,-0.3782259405619712,0.17603707526654014,3' UTR lengthening + no expression change
ADO,ENSG00000181915,PAS27251_AATAAA_0.15,3.937480585082934e-7,0,28.773149887992982,1,8.137142558860645e-8,6.342397941171368e-7,0.6137909380331403,0.2405064600778252,-0.3732844779553152,chr10,62807335,62807336,+,0.4271486990554828,2,TUTR,proximal pA,DMAi_96hrs,0.7465689559106304,-0.44377359781136994,0.03733922938855994,3' UTR lengthening + no expression change
AGMAT,ENSG00000116771,PAS2769_APA_0.35,0.00548132026579084,0,9.189431391552034,1,0.002434164952088212,0.007367443034898588,0.34163079158097204,0.098179831360639,-0.24345096022033305,chr1,15573552,15573553,-,0.21990531147080555,2,TUTR,proximal pA,DMAi_96hrs,0.48690192044066616,-0.2901220763851298,0.29681564861972576,3' UTR lengthening + no expression change
AGPS,ENSG00000018510,PAS6619_APA_0.2,6.111882962311437e-12,3.392917577613557e-9,38.12901175627485,1,6.62181965905099e-10,6.964312450687998e-9,0.3353294000786753,0.06293706150026736,-0.27239233857840794,chr2,177538283,177538284,+,0.1991332307894713,3,TUTR,proximal pA,DMAi_96hrs,0.513295468488117,-0.0233721692883734,0.9194315847559644,3' UTR lengthening + no expression change
AIFM2,ENSG00000042286,PAS28662_ATTAAA_0.2,1.9384230257612095e-36,0,166.2862134245015,1,4.790114619936612e-38,3.803590513960667e-36,0.788720911712853,0.290411716516358,-0.49830919519649497,chr10,70113986,70113987,-,0.5395663141146054,2,TUTR,proximal pA,DMAi_96hrs,0.99661839039299,-0.07664615537511976,0.6756762755901548,3' UTR lengthening + no expression change
