gene_id,feature_id,twostep_gene_padj,twostep_transcript_padj,pvalue,adj_pvalue,ctrl_1,ctrl_2,ctrl_3,ctrl_4,treatment_1,treatment_2,treatment_3,treatment_4,change_in_usage,chr,start,end,strand,ENSG_name,gene_name,mean_usage,pA_type,window_start,window_end
ABCC1_ENSG00000103222.20,PAS43100_APA_0.2,0.5554609205588629,NA,0.4325695808921967,0.6020194498693413,0.887368646,0.887368646,0.887368646,0.887368646,0.904416018,0.904416018,0.904416018,0.904416018,0.017047371906120934,chr16,16143051,16143052,+,ENSG00000103222.20,ABCC1,0.8958923315676375,distal pA,16142852,16143252
ATG13_ENSG00000175224.17,PAS31831_AATAAA_0.15,1.304611605401728e-4,0,1.985685766582578e-5,1.9452768439803507e-4,0.6660146705627916,0.6660146705627916,0.6660146705627916,0.6660146705627916,0.8399289656400724,0.8399289656400724,0.8399289656400724,0.8399289656400724,0.1739142950772807,chr11,46674516,46674517,+,ENSG00000175224.17,ATG13,0.752971818,distal pA,46674317,46674717
C1GALT1_ENSG00000106392.11,PAS21297_AATAAA_0.25,0.5364431271428306,NA,0.2355764690903944,0.4006619673740772,0.552746227,0.552746227,0.552746227,0.552746227,0.6699621580994148,0.6699621580994148,0.6699621580994148,0.6699621580994148,0.1172159312271368,chr7,7248612,7248613,+,ENSG00000106392.11,C1GALT1,0.6113541924858464,distal pA,7248413,7248813
C9orf85_ENSG00000155621.15,PAS26733_AATAAA_0.25,0.7664939810832482,NA,0.6770303759065572,0.7994017563781072,0.8456395901622313,0.8456395901622313,0.8456395901622313,0.8456395901622313,0.8127567130990037,0.8127567130990037,0.8127567130990037,0.8127567130990037,-0.032882877,chr9,71973452,71973453,+,ENSG00000155621.15,C9orf85,0.8291981516306175,distal pA,71973253,71973653
CABLES1_ENSG00000134508.13,PAS48461_AATAAA_0.1,7.351287548823262e-19,0,1.4928768560687238e-20,1.2516417694374127e-18,0.3293955429530715,0.3293955429530715,0.3293955429530715,0.3293955429530715,0.7046422642288341,0.7046422642288341,0.7046422642288341,0.7046422642288341,0.3752467212757626,chr18,23260467,23260468,+,ENSG00000134508.13,CABLES1,0.5170189035909528,distal pA,23260268,23260668
CCT6A_ENSG00000146731.11,PAS21714_AATAAA_0.1,2.0557342395827608e-22,0,2.9096546160248307e-24,3.256630928985792e-22,0.2918498713336203,0.2918498713336203,0.2918498713336203,0.2918498713336203,0.5017650416788709,0.5017650416788709,0.5017650416788709,0.5017650416788709,0.20991517034525065,chr7,56063988,56063989,+,ENSG00000146731.11,CCT6A,0.3968074565062456,distal pA,56063789,56064189
CD109_ENSG00000156535.15,PAS19121_AATAAA_0.15,2.810445777340655e-29,4.8637940397149847e-32,1.968464746740034e-32,4.8960092617528506e-30,0.5287821143557132,0.5287821143557132,0.5287821143557132,0.5287821143557132,0.8250209104838443,0.8250209104838443,0.8250209104838443,0.8250209104838443,0.2962387961281311,chr6,73828311,73828312,+,ENSG00000156535.15,CD109,0.6769015124197788,distal pA,73828112,73828512
CDC37L1_ENSG00000106993.12,PAS26440_AATAAA_0.25,3.446830865506266e-4,0.050500786,0.02043857431717845,0.064957523,0.284077559,0.284077559,0.284077559,0.284077559,0.48130179661096223,0.48130179661096223,0.48130179661096223,0.48130179661096223,0.19722423724747623,chr9,4707662,4707663,+,ENSG00000106993.12,CDC37L1,0.3826896779872241,distal pA,4707463,4707863
CDT1_ENSG00000167513.9,PAS43872_AATAAA_0.35,2.555863722441965e-25,0,2.8311105848587923e-27,4.526743603004576e-25,0.191044678,0.191044678,0.191044678,0.191044678,0.5456655800704042,0.5456655800704042,0.5456655800704042,0.5456655800704042,0.3546209025450052,chr16,88809253,88809254,+,ENSG00000167513.9,CDT1,0.3683551287979016,distal pA,88809054,88809454
CEBPG_ENSG00000153879.9,PAS49940_AATAAA_0.1,0.08438952,NA,0.038239272,0.10485742340092163,0.7290439988727873,0.7290439988727873,0.7290439988727873,0.7290439988727873,0.823474897,0.823474897,0.823474897,0.823474897,0.094430899,chr19,33382684,33382685,+,ENSG00000153879.9,CEBPG,0.7762594481512737,distal pA,33382485,33382885
