gene_id,feature_id,twostep_gene_padj,twostep_transcript_padj,pvalue,adj_pvalue,ctrl_1,ctrl_2,ctrl_3,ctrl_4,treatment_1,treatment_2,treatment_3,treatment_4,change_in_usage,chr,start,end,strand,ENSG_name,gene_name,mean_usage,pA_type,window_start,window_end
AASDHPPT_ENSG00000149313.11,PAS32563_AATAAA_0.3,0.042808232,0,0.016763265,0.055550804,0.6526844560676797,0.6526844560676797,0.6526844560676797,0.6526844560676797,0.7608738201523297,0.7608738201523297,0.7608738201523297,0.7608738201523297,0.10818936408465007,chr11,106098692,106098693,+,ENSG00000149313.11,AASDHPPT,0.7067791381100047,distal pA,106098493,106098893
ABHD18_ENSG00000164074.17,PAS14037_APA_0.15,0.8728416833025274,NA,0.8151893710925965,0.8921053078419836,0.7692998947664529,0.7692998947664529,0.7692998947664529,0.7692998947664529,0.7888867713201864,0.7888867713201864,0.7888867713201864,0.7888867713201864,0.019586877,chr4,128039708,128039709,+,ENSG00000164074.17,ABHD18,0.7790933330433196,distal pA,128039509,128039909
AMOTL1_ENSG00000166025.18,PAS32511_AATAAA_0.25,0.25687270766475584,NA,0.039331759,0.10695785732583885,0.5182253896419993,0.5182253896419993,0.5182253896419993,0.5182253896419993,0.5925296149017156,0.5925296149017156,0.5925296149017156,0.5925296149017156,0.074304225,chr11,94876663,94876664,+,ENSG00000166025.18,AMOTL1,0.5553775022718574,distal pA,94876464,94876864
APLP2_ENSG00000084234.18,PAS32836_AATAAA_0.2,0.025965358,0.011988205046645427,0.004851842,0.020564935600194068,0.6356290531524826,0.6356290531524826,0.6356290531524826,0.6356290531524826,0.753659158,0.753659158,0.753659158,0.753659158,0.1180301046816854,chr11,130144803,130144804,+,ENSG00000084234.18,APLP2,0.6946441054933253,distal pA,130144604,130145004
ARHGEF12_ENSG00000196914.9,PAS32741_ATTAAA_0.3,5.567209938474428e-7,3.1568361353275296e-4,6.388141225642272e-5,5.402967556775904e-4,0.657227776,0.657227776,0.657227776,0.657227776,0.7606269035992683,0.7606269035992683,0.7606269035992683,0.7606269035992683,0.10339912758661828,chr11,120489027,120489028,+,ENSG00000196914.9,ARHGEF12,0.7089273398059592,distal pA,120488828,120489228
ARL8B_ENSG00000134108.14,PAS9701_AATAAA_0.35,0.734760794,NA,0.6379984492609938,0.7713527024956708,0.7219613467459567,0.7219613467459567,0.7219613467459567,0.7219613467459567,0.7006586923386746,0.7006586923386746,0.7006586923386746,0.7006586923386746,-0.021302654,chr3,5180908,5180909,+,ENSG00000134108.14,ARL8B,0.7113100195423157,distal pA,5180709,5181109
ARMC10_ENSG00000170632.14,PAS22152_AATAAA_0.45,0.692179793,NA,0.5879623639930087,0.7339147314860688,0.6051599430753807,0.6051599430753807,0.6051599430753807,0.6051599430753807,0.6561426477437746,0.6561426477437746,0.6561426477437746,0.6561426477437746,0.050982705,chr7,103099750,103099751,+,ENSG00000170632.14,ARMC10,0.6306512954095777,distal pA,103099551,103099951
ASAP2_ENSG00000151693.11,PAS5575_AATAAA_0.25,0.8649529284557381,NA,0.8046280062660045,0.885380858,0.926723604,0.926723604,0.926723604,0.926723604,0.9168052557810796,0.9168052557810796,0.9168052557810796,0.9168052557810796,-0.009918348,chr2,9405676,9405677,+,ENSG00000151693.11,ASAP2,0.9217644297811438,distal pA,9405477,9405877
ATP6AP2_ENSG00000182220.15,PAS55644_AATAAA_0.25,0.2333320899342776,NA,0.13736678935617982,0.2722404231729159,0.4910592335698103,0.4910592335698103,0.4910592335698103,0.4910592335698103,0.5439825643832256,0.5439825643832256,0.5439825643832256,0.5439825643832256,0.052923331,chrX,40606633,40606634,+,ENSG00000182220.15,ATP6AP2,0.5175208989765179,distal pA,40606434,40606834
BNIP3L_ENSG00000104765.16,PAS24174_ATTAAA_0.3,0.719366916,NA,0.6193195785884286,0.7572229566066082,0.15855350331825568,0.15855350331825568,0.15855350331825568,0.15855350331825568,0.12821061492621666,0.12821061492621666,0.12821061492621666,0.12821061492621666,-0.030342888,chr8,26413119,26413120,+,ENSG00000104765.16,BNIP3L,0.14338205912223617,distal pA,26412920,26413320
CAV1_ENSG00000105974.13,PAS22249_AATAAA_0.35,0.022046597,0,0.007511671,0.029243263,0.8736640416458974,0.8736640416458974,0.8736640416458974,0.8736640416458974,0.9323824393849404,0.9323824393849404,0.9323824393849404,0.9323824393849404,0.058718398,chr7,116561175,116561176,+,ENSG00000105974.13,CAV1,0.9030232405154188,distal pA,116560976,116561376
CBFA2T2_ENSG00000078699.22,PAS52484_AATAAA_0.2,0.9195318453131778,NA,0.660600136,0.7885983852255712,0.4685476393244019,0.4685476393244019,0.4685476393244019,0.4685476393244019,0.4338437300638204,0.4338437300638204,0.4338437300638204,0.4338437300638204,-0.034703909,chr20,33650029,33650030,+,ENSG00000078699.22,CBFA2T2,0.4511956846941112,distal pA,33649830,33650230
CCND1_ENSG00000110092.4,PAS32271_AATAAA_0.05,5.79955146127639e-4,0.055371236,0.011204866460430047,0.040152765,0.28807834577093305,0.28807834577093305,0.28807834577093305,0.28807834577093305,0.3734448736951825,0.3734448736951825,0.3734448736951825,0.3734448736951825,0.085366528,chr11,69654472,69654473,+,ENSG00000110092.4,CCND1,0.3307616097330578,distal pA,69654273,69654673
CD109_ENSG00000156535.15,PAS19121_AATAAA_0.15,2.810445777340655e-29,4.8637940397149847e-32,1.968464746740034e-32,4.8960092617528506e-30,0.5287821143557132,0.5287821143557132,0.5287821143557132,0.5287821143557132,0.8250209104838443,0.8250209104838443,0.8250209104838443,0.8250209104838443,0.2962387961281311,chr6,73828311,73828312,+,ENSG00000156535.15,CD109,0.6769015124197788,distal pA,73828112,73828512
CEBPG_ENSG00000153879.9,PAS49940_AATAAA_0.1,0.08438952,NA,0.038239272,0.10485742340092163,0.7290439988727873,0.7290439988727873,0.7290439988727873,0.7290439988727873,0.823474897,0.823474897,0.823474897,0.823474897,0.094430899,chr19,33382684,33382685,+,ENSG00000153879.9,CEBPG,0.7762594481512737,distal pA,33382485,33382885
CENPO_ENSG00000138092.11,PAS5682_AATAAA_0.1,0.22629836361424072,NA,0.13211182417356496,0.265303334,0.9695335204405964,0.9695335204405964,0.9695335204405964,0.9695335204405964,0.986140993,0.986140993,0.986140993,0.986140993,0.016607472303719395,chr2,24822374,24822375,+,ENSG00000138092.11,CENPO,0.9778372565924562,distal pA,24822175,24822575
CHMP4B_ENSG00000101421.4,PAS52489_ATTAAA_0.1,0.075062665,NA,0.032929139,0.093897794,0.28349760604169505,0.28349760604169505,0.28349760604169505,0.28349760604169505,0.3693390575247153,0.3693390575247153,0.3693390575247153,0.3693390575247153,0.085841451,chr20,33854362,33854363,+,ENSG00000101421.4,CHMP4B,0.3264183317832052,distal pA,33854163,33854563
CHMP5_ENSG00000086065.14,PAS26566_AATAAA_0.45,0.6610186986174599,NA,0.5517302737793732,0.7041993069591145,0.4086429370264738,0.4086429370264738,0.4086429370264738,0.4086429370264738,0.32559104685584006,0.32559104685584006,0.32559104685584006,0.32559104685584006,-0.08305189,chr9,33281511,33281512,+,ENSG00000086065.14,CHMP5,0.3671169919411569,distal pA,33281312,33281712
CNOT8_ENSG00000155508.14,PAS16677_AATAAA_0.2,2.670752750819348e-4,0,4.470429219833e-5,3.9780470831645294e-4,0.8104725433129024,0.8104725433129024,0.8104725433129024,0.8104725433129024,0.9244190953085296,0.9244190953085296,0.9244190953085296,0.9244190953085296,0.1139465519956272,chr5,154876790,154876791,+,ENSG00000155508.14,CNOT8,0.867445819,distal pA,154876591,154876991
COPS8_ENSG00000198612.11,PAS7648_AATAAA_0.4,0.3231923927870621,NA,0.2079701612662592,0.3668070679088562,0.8976506161666876,0.8976506161666876,0.8976506161666876,0.8976506161666876,0.92834542900000006,0.92834542900000006,0.92834542900000006,0.92834542900000006,0.030694812451632417,chr2,237098690,237098691,+,ENSG00000198612.11,COPS8,0.9129980223925038,distal pA,237098491,237098891
CPNE3_ENSG00000085719.13,PAS24595_APA_0.25,0.4345929638488312,NA,0.2184358148595684,0.3800273872252413,0.7524954105815882,0.7524954105815882,0.7524954105815882,0.7524954105815882,0.7999390886111055,0.7999390886111055,0.7999390886111055,0.7999390886111055,0.047443678,chr8,86561411,86561412,+,ENSG00000085719.13,CPNE3,0.7762172495963469,distal pA,86561212,86561612
CSK_ENSG00000103653.17,PAS41455_None_0.05,0.4517380354141459,NA,0.3232127728255469,0.499260581,0.5005365127355743,0.5005365127355743,0.5005365127355743,0.5005365127355743,0.588611224,0.588611224,0.588611224,0.588611224,0.088074711,chr15,74803195,74803196,+,ENSG00000103653.17,CSK,0.5445738682359267,distal pA,74802996,74803396
DCAF6_ENSG00000143164.16,PAS1933_ATTAAA_0.35,0.6343781401259508,NA,0.5190839796845985,0.6780603901131923,0.9838577701946342,0.9838577701946342,0.9838577701946342,0.9838577701946342,0.9875778958927154,0.9875778958927154,0.9875778958927154,0.9875778958927154,0.003720126,chr1,168075829,168075830,+,ENSG00000143164.16,DCAF6,0.9857178330436748,distal pA,168075630,168076030
DDHD2_ENSG00000085788.14,PAS24289_APA_0.35,0.6613449045140946,NA,0.552138207,0.7045860583761201,0.7182330954414725,0.7182330954414725,0.7182330954414725,0.7182330954414725,0.6638532377226395,0.6638532377226395,0.6638532377226395,0.6638532377226395,-0.054379858,chr8,38262760,38262761,+,ENSG00000085788.14,DDHD2,0.691043167,distal pA,38262561,38262961
DENR_ENSG00000139726.11,PAS35829_ATTAAA_0.3,0.010157991822418855,0.00863021,0.003492801,0.015694817542758543,0.6894044960689725,0.6894044960689725,0.6894044960689725,0.6894044960689725,0.8586351862895819,0.8586351862895819,0.8586351862895819,0.8586351862895819,0.16923069022060944,chr12,122771059,122771060,+,ENSG00000139726.11,DENR,0.7740198411792771,distal pA,122770860,122771260
DNAJB11_ENSG00000090520.12,PAS11269_APA_0.1,2.708878884927781e-5,0,3.450694948800312e-6,4.1014410493218577e-5,0.8964723566455101,0.8964723566455101,0.8964723566455101,0.8964723566455101,0.8259586028641799,0.8259586028641799,0.8259586028641799,0.8259586028641799,-0.070513754,chr3,186585792,186585793,+,ENSG00000090520.12,DNAJB11,0.86121548,distal pA,186585593,186585993
