gene_id,feature_id,twostep_gene_padj,twostep_transcript_padj,pvalue,adj_pvalue,ctrl_1,ctrl_2,ctrl_3,ctrl_4,treatment_1,treatment_2,treatment_3,treatment_4,change_in_usage,chr,start,end,strand,ENSG_name,gene_name,mean_usage,pA_type,window_start,window_end
ABI2_ENSG00000138443.17,PAS7323_AATAAA_0.2,0.001239247,0,2.623391621582782e-4,0.001788567,0.6396364343638246,0.6396364343638246,0.6396364343638246,0.6396364343638246,0.9072602238280172,0.9072602238280172,0.9072602238280172,0.9072602238280172,0.26762378946419274,chr2,203432167,203432168,+,ENSG00000138443.17,ABI2,0.7734483290959209,distal pA,203431968,203432368
ACP1_ENSG00000143727.16,PAS5541_AATAAA_0.15,0.014102785279236665,0,0.004424346,0.019058174402348187,0.3518615465357464,0.3518615465357464,0.3518615465357464,0.3518615465357464,0.5295148576965163,0.5295148576965163,0.5295148576965163,0.5295148576965163,0.17765331116076988,chr2,278279,278280,+,ENSG00000143727.16,ACP1,0.44068820211613136,distal pA,278080,278480
ADO_ENSG00000181915.6,PAS29093_AATAAA_0.25,0.5265554712480007,NA,0.39823795333156486,0.5721182962024011,0.4060900302348024,0.4060900302348024,0.4060900302348024,0.4060900302348024,0.4721524379712498,0.4721524379712498,0.4721524379712498,0.4721524379712498,0.066062408,chr10,62808470,62808471,+,ENSG00000181915.6,ADO,0.43912123410302606,distal pA,62808271,62808671
AP5Z1_ENSG00000242802.9,PAS21226_AATAAA_0.15,0.9129273382188406,NA,0.8668596202287207,0.9269738502620978,0.026771051,0.026771051,0.026771051,0.026771051,0.024753928,0.024753928,0.024753928,0.024753928,-0.002017124,chr7,4794394,4794395,+,ENSG00000242802.9,AP5Z1,0.025762489443578285,distal pA,4794195,4794595
APEX2_ENSG00000169188.5,PAS55771_AATAAA_0.05,1.4388662617518218e-5,0,1.7059788703436985e-6,2.205293763964024e-5,0.07262731,0.07262731,0.07262731,0.07262731,0.21930197118586736,0.21930197118586736,0.21930197118586736,0.21930197118586736,0.1466746610080809,chrX,55009056,55009057,+,ENSG00000169188.5,APEX2,0.1459646406818269,distal pA,55008857,55009257
ATF6_ENSG00000118217.7,PAS1872_AATAAA_0.15,1.401908317751338e-9,6.673456888958128e-8,1.3504338914783986e-8,2.786125590851977e-7,0.1968853416959856,0.1968853416959856,0.1968853416959856,0.1968853416959856,0.4167013680776559,0.4167013680776559,0.4167013680776559,0.4167013680776559,0.2198160263816703,chr1,161964068,161964069,+,ENSG00000118217.7,ATF6,0.30679335488682075,distal pA,161963869,161964269
ATG4C_ENSG00000125703.15,PAS1017_AATAAA_0.2,0.5866725426054905,NA,0.4662091138571631,0.6331298896072355,0.3599539938048222,0.3599539938048222,0.3599539938048222,0.3599539938048222,0.4490438631258483,0.4490438631258483,0.4490438631258483,0.4490438631258483,0.089089869,chr1,62865151,62865152,+,ENSG00000125703.15,ATG4C,0.4044989284653353,distal pA,62864952,62865352
ATP6V0A2_ENSG00000185344.15,PAS35888_AATAAA_0.15,5.995360479671077e-9,5.523610302744883e-10,2.235504231244237e-10,6.527186376052466e-9,0.6889766820901678,0.6889766820901678,0.6889766820901678,0.6889766820901678,0.9206810196327876,0.9206810196327876,0.9206810196327876,0.9206810196327876,0.23170433754261965,chr12,123761751,123761752,+,ENSG00000185344.15,ATP6V0A2,0.8048288508614777,distal pA,123761552,123761952
BORA_ENSG00000136122.18,PAS38036_AATAAA_0.15,0.007917367,0,0.002231479,0.010910447790669143,0.48229870635990646,0.48229870635990646,0.48229870635990646,0.48229870635990646,0.6789418511797101,0.6789418511797101,0.6789418511797101,0.6789418511797101,0.1966431448198036,chr13,72756193,72756194,+,ENSG00000136122.18,BORA,0.5806202787698083,distal pA,72755994,72756394
CBLL1_ENSG00000105879.13,PAS22209_AATAAA_0.25,0.14536084432742857,NA,0.079653911,0.18228517263096145,0.41000474178508206,0.41000474178508206,0.41000474178508206,0.41000474178508206,0.5379758451895013,0.5379758451895013,0.5379758451895013,0.5379758451895013,0.1279711034044192,chr7,107761665,107761666,+,ENSG00000105879.13,CBLL1,0.47399029348729166,distal pA,107761466,107761866
CCDC50_ENSG00000152492.15,PAS11303_AATAAA_0.15,1.5628803081341082e-5,0.001594015,3.2256315122309e-4,0.00212474,0.4711884482536131,0.4711884482536131,0.4711884482536131,0.4711884482536131,0.6626558665279161,0.6626558665279161,0.6626558665279161,0.6626558665279161,0.19146741827430297,chr3,191398425,191398426,+,ENSG00000152492.15,CCDC50,0.5669221573907646,distal pA,191398226,191398626
CHCHD7_ENSG00000170791.18,PAS24416_AATAAA_0.3,0.001720898,0.013074880222763315,0.005291639,0.021935802,0.2793209310614805,0.2793209310614805,0.2793209310614805,0.2793209310614805,0.4931566558899459,0.4931566558899459,0.4931566558899459,0.4931566558899459,0.21383572482846547,chr8,56218614,56218615,+,ENSG00000170791.18,CHCHD7,0.3862387934757132,distal pA,56218415,56218815
CISD3_ENSG00000277972.2,PAS45691_APA_0.2,0.46340876551592414,NA,0.17334999923339328,0.32280483891153944,0.2005896058158598,0.2005896058158598,0.2005896058158598,0.2005896058158598,0.3090663699501889,0.3090663699501889,0.3090663699501889,0.3090663699501889,0.10847676413432908,chr17,38734660,38734661,+,ENSG00000277972.2,CISD3,0.25482798788302435,distal pA,38734461,38734861
COPZ1_ENSG00000111481.10,PAS34964_AATAAA_0.2,1.4927275320605159e-27,0,1.286042181467521e-29,2.6988800842641054e-27,0.5592927624754288,0.5592927624754288,0.5592927624754288,0.5592927624754288,0.8331689533948012,0.8331689533948012,0.8331689533948012,0.8331689533948012,0.27387619091937243,chr12,54351842,54351843,+,ENSG00000111481.10,COPZ1,0.6962308579351151,distal pA,54351643,54352043
CSTF1_ENSG00000101138.12,PAS52794_AATAAA_0.25,0.9817561775148622,NA,0.9672563939700272,0.9873248690843166,0.1927229744163109,0.1927229744163109,0.1927229744163109,0.1927229744163109,0.1941709559927114,0.1941709559927114,0.1941709559927114,0.1941709559927114,0.001447982,chr20,56406360,56406361,+,ENSG00000101138.12,CSTF1,0.1934469652045112,distal pA,56406161,56406561
DEGS1_ENSG00000143753.14,PAS2476_AATAAA_0.25,0.7130954577050345,NA,0.6120187477000747,0.7517168541709834,0.588754415,0.588754415,0.588754415,0.588754415,0.6189277894342317,0.6189277894342317,0.6189277894342317,0.6189277894342317,0.030173374532099676,chr1,224193437,224193438,+,ENSG00000143753.14,DEGS1,0.6038411021681818,distal pA,224193238,224193638
DTL_ENSG00000143476.18,PAS2357_AATAAA_0.15,1.9771344063901947e-9,3.064834899155575e-11,1.2403936935454255e-11,4.26079992276435e-10,0.488126462,0.488126462,0.488126462,0.488126462,0.6924025810285241,0.6924025810285241,0.6924025810285241,0.6924025810285241,0.20427611865865217,chr1,212104843,212104844,+,ENSG00000143476.18,DTL,0.5902645216991981,distal pA,212104644,212105044
DVL3_ENSG00000161202.20,PAS11220_AATAAA_0.3,6.708643652949377e-5,0,9.550356297737164e-6,1.0180225034516498e-4,0.5878510955736906,0.5878510955736906,0.5878510955736906,0.5878510955736906,0.7803955542621435,0.7803955542621435,0.7803955542621435,0.7803955542621435,0.1925444586884528,chr3,184173603,184173604,+,ENSG00000161202.20,DVL3,0.684123325,distal pA,184173404,184173804
EGFR_ENSG00000146648.21,PAS21687_ATTAAA_0.15,0.013537566007565376,0.003691628,0.001494068,0.007805068,0.6528527338152903,0.6528527338152903,0.6528527338152903,0.6528527338152903,0.8016284237315382,0.8016284237315382,0.8016284237315382,0.8016284237315382,0.1487756899162479,chr7,55211567,55211568,+,ENSG00000146648.21,EGFR,0.7272405787734142,distal pA,55211368,55211768
EIF2S1_ENSG00000134001.15,PAS39335_AATAAA_0.3,2.1473861780381053e-8,4.268729343583421e-9,5.758771278557326e-10,1.5316050899466033e-8,0.2577454956799081,0.2577454956799081,0.2577454956799081,0.2577454956799081,0.4916431137024869,0.4916431137024869,0.4916431137024869,0.4916431137024869,0.2338976180225788,chr14,67386514,67386515,+,ENSG00000134001.15,EIF2S1,0.3746943046911975,distal pA,67386315,67386715
ELP2_ENSG00000134759.14,PAS48530_AATAAA_0.25,2.734654697058269e-6,1.2657196898371314e-4,1.7075315884093403e-5,1.7051194620019218e-4,0.2659085637908051,0.2659085637908051,0.2659085637908051,0.2659085637908051,0.5097026260943536,0.5097026260943536,0.5097026260943536,0.5097026260943536,0.2437940623035485,chr18,36177928,36177929,+,ENSG00000134759.14,ELP2,0.3878055949425793,distal pA,36177729,36178129
ELP3_ENSG00000134014.18,PAS24188_AATAAA_0.35,0.001015447,0,2.08505179922296e-4,0.001475465,0.5554805180124612,0.5554805180124612,0.5554805180124612,0.5554805180124612,0.8103842167816799,0.8103842167816799,0.8103842167816799,0.8103842167816799,0.2549036987692187,chr8,28191149,28191150,+,ENSG00000134014.18,ELP3,0.6829323673970706,distal pA,28190950,28191350
