gene_id,feature_id,twostep_gene_padj,twostep_transcript_padj,pvalue,adj_pvalue,ctrl_1,ctrl_2,ctrl_3,ctrl_4,treatment_1,treatment_2,treatment_3,treatment_4,change_in_usage,chr,start,end,strand,ENSG_name,gene_name,mean_usage,pA_type,window_start,window_end
PAFAH1B2_ENSG00000168092.14,PAS32659_None_0.25,0.8950134393713943,NA,0.7277807914076541,0.8367630753151023,0.8151041495790543,0.8151041495790543,0.8151041495790543,0.8151041495790543,0.8078264598096828,0.8078264598096828,0.8078264598096828,0.8078264598096828,-0.00727769,chr11,117170646,117170647,+,ENSG00000168092.14,PAFAH1B2,0.8114653046943685,distal pA,117170447,117170847
GNB5_ENSG00000069966.19,PAS42134_ATTAAA_0.3,0.012815160509443452,0.7590302979822524,0.30719318521415057,0.4816051909199552,0.3251709791476501,0.3251709791476501,0.3251709791476501,0.3251709791476501,0.2656095208622832,0.2656095208622832,0.2656095208622832,0.2656095208622832,-0.059561458,chr15,52121490,52121491,-,ENSG00000069966.19,GNB5,0.29539025000496666,distal pA,52121290,52121690
NUDCD3_ENSG00000015676.18,PAS23053_AATAAA_0.05,0.8777283754965137,NA,0.5292605199691358,0.6855108069790103,0.931505923,0.931505923,0.931505923,0.931505923,0.942806986,0.942806986,0.942806986,0.942806986,0.011301062779836002,chr7,44383591,44383592,-,ENSG00000015676.18,NUDCD3,0.937156454,distal pA,44383391,44383791
ABHD17C_ENSG00000136379.12,PAS41559_ATTAAA_0.4,0.2136637337231495,NA,0.12307031062453412,0.2518600246835468,0.034939241,0.034939241,0.034939241,0.034939241,0.016947189,0.016947189,0.016947189,0.016947189,-0.017992052,chr15,80755281,80755282,+,ENSG00000136379.12,ABHD17C,0.025943215,proximal pA,80755082,80755482
ACTR2_ENSG00000138071.15,PAS6165_AATAAA_0.45,0.13783891862163242,NA,0.3074096651499757,0.4818320939000261,0.1336519882134147,0.1336519882134147,0.1336519882134147,0.1336519882134147,0.11147452485578908,0.11147452485578908,0.11147452485578908,0.11147452485578908,-0.022177463,chr2,65270162,65270163,+,ENSG00000138071.15,ACTR2,0.1225632565346019,proximal pA,65269963,65270363
AHCYL1_ENSG00000168710.18,PAS1394_APA_0.3,0.45342502081010577,NA,0.3251638713337702,0.5008918403353444,0.8381812729134326,0.8381812729134326,0.8381812729134326,0.8381812729134326,0.8194631005828061,0.8194631005828061,0.8194631005828061,0.8194631005828061,-0.018718172,chr1,110022399,110022400,+,ENSG00000168710.18,AHCYL1,0.8288221867481194,proximal pA,110022200,110022600
ANKRD33B_ENSG00000164236.12,PAS15530_None_0.2,0.6576910703035646,NA,0.5474687924701261,0.7009583748013598,0.6763628026769868,0.6763628026769868,0.6763628026769868,0.6763628026769868,0.731703023,0.731703023,0.731703023,0.731703023,0.055340220424083264,chr5,10656953,10656954,+,ENSG00000164236.12,ANKRD33B,0.7040329128890284,proximal pA,10656754,10657154
APOBEC3C_ENSG00000244509.4,PAS54691_AATAAA_0.4,0.10511178017721626,NA,0.050173356,0.12884863286248469,0.23446415358809464,0.23446415358809464,0.23446415358809464,0.23446415358809464,0.30224829681812443,0.30224829681812443,0.30224829681812443,0.30224829681812443,0.067784143,chr22,39019013,39019014,+,ENSG00000244509.4,APOBEC3C,0.26835622520310953,proximal pA,39018814,39019214
ARPC4_ENSG00000241553.13,PAS9734_None_0.1,0.61452313268876535,NA,0.4982724887054114,0.6603512833445818,0.037289329,0.037289329,0.037289329,0.037289329,0.033167435,0.033167435,0.033167435,0.033167435,-0.004121894,chr3,9806503,9806504,+,ENSG00000241553.13,ARPC4,0.035228382,proximal pA,9806304,9806704
ATF5_ENSG00000169136.13,PAS50491_ATTAAA_0.2,0.9413622692041814,NA,0.909500777,0.9533680586980642,0.25341177469958226,0.25341177469958226,0.25341177469958226,0.25341177469958226,0.257999929,0.257999929,0.257999929,0.257999929,0.004588154,chr19,49933309,49933310,+,ENSG00000169136.13,ATF5,0.2557058518530616,proximal pA,49933110,49933510
