gene_id,feature_id,twostep_gene_padj,twostep_transcript_padj,pvalue,adj_pvalue,ctrl_1,ctrl_2,ctrl_3,ctrl_4,treatment_1,treatment_2,treatment_3,treatment_4,change_in_usage,chr,start,end,strand,ENSG_name,gene_name,mean_usage,pA_type,window_start,window_end
ABCB8_ENSG00000197150.13,PAS22500_None_0.25,0.075515315,NA,0.033242891,0.09454099,0.6449617676903819,0.6449617676903819,0.6449617676903819,0.6449617676903819,0.4010739664691122,0.4010739664691122,0.4010739664691122,0.4010739664691122,-0.243887801,chr7,151045561,151045562,+,ENSG00000197150.13,ABCB8,0.5230178670797471,distal pA,151045362,151045762
ARID2_ENSG00000189079.18,PAS34760_AATAAA_0.1,1.4633641634702134e-4,3.7560808054941975e-5,1.520153318818472e-5,1.5397571059616062e-4,0.48443918835057626,0.48443918835057626,0.48443918835057626,0.48443918835057626,0.3107440378213038,0.3107440378213038,0.3107440378213038,0.3107440378213038,-0.173695151,chr12,45906539,45906540,+,ENSG00000189079.18,ARID2,0.39759161308594,distal pA,45906340,45906740
MFSD11_ENSG00000092931.12,PAS46469_APA_0.2,0.7597209194269458,NA,0.6181113475955985,0.7562953001326851,0.6727929767175651,0.6727929767175651,0.6727929767175651,0.6727929767175651,0.7320699848032594,0.7320699848032594,0.7320699848032594,0.7320699848032594,0.059277008,chr17,76778723,76778724,+,ENSG00000092931.12,MFSD11,0.7024314807604122,distal pA,76778524,76778924
ABI2_ENSG00000138443.17,PAS7321_AATAAA_0.4,0.001239247,0,2.623391621582782e-4,0.001788567,0.3603635656361754,0.3603635656361754,0.3603635656361754,0.3603635656361754,0.092739776,0.092739776,0.092739776,0.092739776,-0.267623789,chr2,203427596,203427597,+,ENSG00000138443.17,ABI2,0.22655167090407904,proximal pA,203427397,203427797
ACP1_ENSG00000143727.16,PAS5540_AATAAA_0.25,0.014102785279236665,0,0.004424346,0.019058174402348187,0.6481384534642536,0.6481384534642536,0.6481384534642536,0.6481384534642536,0.47048514230348376,0.47048514230348376,0.47048514230348376,0.47048514230348376,-0.177653311,chr2,277506,277507,+,ENSG00000143727.16,ACP1,0.5593117978838686,proximal pA,277307,277707
ADO_ENSG00000181915.6,PAS29092_AATAAA_0.15,0.5265554712480007,NA,0.39823795333156486,0.5721182962024011,0.5939099697651976,0.5939099697651976,0.5939099697651976,0.5939099697651976,0.5278475620287503,0.5278475620287503,0.5278475620287503,0.5278475620287503,-0.066062408,chr10,62807335,62807336,+,ENSG00000181915.6,ADO,0.5608787658969739,proximal pA,62807136,62807536
ANXA4_ENSG00000196975.16,PAS6201_AATAAA_0.35,0.3694956753836022,NA,0.24936220964349767,0.4156009489811896,0.6156920365635814,0.6156920365635814,0.6156920365635814,0.6156920365635814,0.5687014614551067,0.5687014614551067,0.5687014614551067,0.5687014614551067,-0.046990575,chr2,69825776,69825777,+,ENSG00000196975.16,ANXA4,0.592196749,proximal pA,69825577,69825977
AP5Z1_ENSG00000242802.9,PAS21223_APA_0.35,0.9129273382188406,NA,0.8668596202287207,0.9269738502620978,0.973228949,0.973228949,0.973228949,0.973228949,0.9752460723579696,0.9752460723579696,0.9752460723579696,0.9752460723579696,0.002017124,chr7,4791749,4791750,+,ENSG00000242802.9,AP5Z1,0.9742375105564218,proximal pA,4791550,4791950
APEX2_ENSG00000169188.5,PAS55770_AATAAA_0.2,1.4388662617518218e-5,0,1.7059788703436985e-6,2.205293763964024e-5,0.9273726898222135,0.9273726898222135,0.9273726898222135,0.9273726898222135,0.7806980288141326,0.7806980288141326,0.7806980288141326,0.7806980288141326,-0.146674661,chrX,55007769,55007770,+,ENSG00000169188.5,APEX2,0.8540353593181731,proximal pA,55007570,55007970
ATF6_ENSG00000118217.7,PAS1870_APA_0.35,1.401908317751338e-9,1.2436568822643216e-11,2.5166513114948788e-12,9.210120916808639e-11,0.6829953375002773,0.6829953375002773,0.6829953375002773,0.6829953375002773,0.3881132868469612,0.3881132868469612,0.3881132868469612,0.3881132868469612,-0.294882051,chr1,161959024,161959025,+,ENSG00000118217.7,ATF6,0.5355543121736193,proximal pA,161958825,161959225
ATG4C_ENSG00000125703.15,PAS1016_AATAAA_0.1,0.5866725426054905,NA,0.4662091138571631,0.6331298896072355,0.6400460061951778,0.6400460061951778,0.6400460061951778,0.6400460061951778,0.5509561368741517,0.5509561368741517,0.5509561368741517,0.5509561368741517,-0.089089869,chr1,62864368,62864369,+,ENSG00000125703.15,ATG4C,0.5955010715346647,proximal pA,62864169,62864569
ATP6V0A2_ENSG00000185344.15,PAS35883_APA_0.3,5.995360479671077e-9,4.481974094457786e-9,1.813935361715941e-9,4.4539242857782084e-8,0.2203454421024289,0.2203454421024289,0.2203454421024289,0.2203454421024289,0.038383477,0.038383477,0.038383477,0.038383477,-0.181961965,chr12,123758272,123758273,+,ENSG00000185344.15,ATP6V0A2,0.12936445938773666,proximal pA,123758073,123758473
BORA_ENSG00000136122.18,PAS38035_AATAAA_0.25,0.007917367,0,0.002231479,0.010910447790669143,0.5177012936400935,0.5177012936400935,0.5177012936400935,0.5177012936400935,0.3210581488202899,0.3210581488202899,0.3210581488202899,0.3210581488202899,-0.196643145,chr13,72755447,72755448,+,ENSG00000136122.18,BORA,0.4193797212301917,proximal pA,72755248,72755648
CBLL1_ENSG00000105879.13,PAS22207_AATAAA_0.45,0.14536084432742857,NA,0.027987733,0.082725186,0.5432041558697464,0.5432041558697464,0.5432041558697464,0.5432041558697464,0.38039377719133965,0.38039377719133965,0.38039377719133965,0.38039377719133965,-0.162810379,chr7,107759680,107759681,+,ENSG00000105879.13,CBLL1,0.461798967,proximal pA,107759481,107759881
