gene_id,feature_id,twostep_gene_padj,twostep_transcript_padj,pvalue,adj_pvalue,ctrl_1,ctrl_2,ctrl_3,ctrl_4,treatment_1,treatment_2,treatment_3,treatment_4,change_in_usage,chr,start,end,strand,ENSG_name,gene_name,mean_usage,pA_type,window_start,window_end
CBX3_ENSG00000122565.19,PAS21445_AATAAA_0.35,7.108265397673605e-4,8.794640542041531e-5,3.5593488798867575e-5,3.256513270147073e-4,0.3839651755635912,0.3839651755635912,0.3839651755635912,0.3839651755635912,0.20508630519928028,0.20508630519928028,0.20508630519928028,0.20508630519928028,-0.17887887,chr7,26212437,26212438,+,ENSG00000122565.19,CBX3,0.2945257403814357,distal pA,26212238,26212638
AASDHPPT_ENSG00000149313.11,PAS32562_AATAAA_0.4,0.042808232,0,0.016763264662625944,0.055550804,0.34731554393232034,0.34731554393232034,0.34731554393232034,0.34731554393232034,0.23912617984767023,0.23912617984767023,0.23912617984767023,0.23912617984767023,-0.108189364,chr11,106096987,106096988,+,ENSG00000149313.11,AASDHPPT,0.2932208618899953,proximal pA,106096788,106097188
ABHD18_ENSG00000164074.17,PAS14036_AATAAA_0.35,0.8728416833025274,NA,0.8151893710925965,0.8921053078419836,0.2307001052335472,0.2307001052335472,0.2307001052335472,0.2307001052335472,0.21111322867981364,0.21111322867981364,0.21111322867981364,0.21111322867981364,-0.019586877,chr4,128036318,128036319,+,ENSG00000164074.17,ABHD18,0.2209066669566804,proximal pA,128036119,128036519
AMOTL1_ENSG00000166025.18,PAS32508_APA_0.25,0.25687270766475584,NA,0.2506631038743516,0.4167169387469261,0.31507842781065226,0.31507842781065226,0.31507842781065226,0.31507842781065226,0.27950725626437134,0.27950725626437134,0.27950725626437134,0.27950725626437134,-0.035571172,chr11,94871140,94871141,+,ENSG00000166025.18,AMOTL1,0.29729284203751183,proximal pA,94870941,94871341
ARHGEF12_ENSG00000196914.9,PAS32739_AATAAA_0.2,5.567209938474428e-7,0.7860439884963369,0.15906305531315618,0.30333322389762896,0.23394723216466984,0.23394723216466984,0.23394723216466984,0.23394723216466984,0.20099343775701992,0.20099343775701992,0.20099343775701992,0.20099343775701992,-0.032953794,chr11,120485354,120485355,+,ENSG00000196914.9,ARHGEF12,0.2174703349608449,proximal pA,120485155,120485555
ARL4D_ENSG00000175906.5,PAS45846_None_0.15,0.6461096814476895,NA,0.5333221247477954,0.6890860468963579,0.035716172943941284,0.035716172943941284,0.035716172943941284,0.035716172943941284,0.029459555,0.029459555,0.029459555,0.029459555,-0.006256618,chr17,43400600,43400601,+,ENSG00000175906.5,ARL4D,0.032587864,proximal pA,43400401,43400801
ARL8B_ENSG00000134108.14,PAS9699_AATAAA_0.25,0.734760794,NA,0.6379984492609938,0.7713527024956708,0.27803865325404326,0.27803865325404326,0.27803865325404326,0.27803865325404326,0.29934130766132533,0.29934130766132533,0.29934130766132533,0.29934130766132533,0.021302654407282077,chr3,5179577,5179578,+,ENSG00000134108.14,ARL8B,0.2886899804576843,proximal pA,5179378,5179778
ASAP2_ENSG00000151693.11,PAS5574_AATAAA_0.15,0.8649529284557381,NA,0.8046280062660045,0.885380858,0.073276396,0.073276396,0.073276396,0.073276396,0.083194744,0.083194744,0.083194744,0.083194744,0.009918348,chr2,9403678,9403679,+,ENSG00000151693.11,ASAP2,0.07823557,proximal pA,9403479,9403879
ATP6AP2_ENSG00000182220.15,PAS55643_APA_0.1,0.2333320899342776,NA,0.13736678935617982,0.2722404231729159,0.5089407664301897,0.5089407664301897,0.5089407664301897,0.5089407664301897,0.4560174356167744,0.4560174356167744,0.4560174356167744,0.4560174356167744,-0.052923331,chrX,40605882,40605883,+,ENSG00000182220.15,ATP6AP2,0.482479101,proximal pA,40605683,40606083
BNIP3L_ENSG00000104765.16,PAS24173_AATAAA_0.15,0.719366916,NA,0.6193195785884286,0.7572229566066082,0.8414464966817443,0.8414464966817443,0.8414464966817443,0.8414464966817443,0.8717893850737833,0.8717893850737833,0.8717893850737833,0.8717893850737833,0.030342888392039025,chr8,26410990,26410991,+,ENSG00000104765.16,BNIP3L,0.8566179408777639,proximal pA,26410791,26411191
CAV1_ENSG00000105974.13,PAS22248_AATAAA_0.15,0.022046597,0,0.007511671,0.029243263,0.12633595835410255,0.12633595835410255,0.12633595835410255,0.12633595835410255,0.067617561,0.067617561,0.067617561,0.067617561,-0.058718398,chr7,116559439,116559440,+,ENSG00000105974.13,CAV1,0.096976759,proximal pA,116559240,116559640
CCND1_ENSG00000110092.4,PAS32266_APA_0.15,5.79955146127639e-4,1,0.4951716788583081,0.6578289632785298,0.5015443877489004,0.5015443877489004,0.5015443877489004,0.5015443877489004,0.524663343,0.524663343,0.524663343,0.524663343,0.023118955,chr11,69651607,69651608,+,ENSG00000110092.4,CCND1,0.5131038652805252,proximal pA,69651408,69651808
CD109_ENSG00000156535.15,PAS19119_AATAAA_0.25,2.810445777340655e-29,7.191514376878455e-29,2.9105349467858863e-29,5.922938616709279e-27,0.43015825879647146,0.43015825879647146,0.43015825879647146,0.43015825879647146,0.1574123155080814,0.1574123155080814,0.1574123155080814,0.1574123155080814,-0.272745943,chr6,73823928,73823929,+,ENSG00000156535.15,CD109,0.2937852871522764,proximal pA,73823729,73824129
CEBPG_ENSG00000153879.9,PAS49937_AATAAA_0.3,0.08438952,NA,0.038239272,0.10485742340092163,0.2709560011272127,0.2709560011272127,0.2709560011272127,0.2709560011272127,0.17652510257024004,0.17652510257024004,0.17652510257024004,0.17652510257024004,-0.094430899,chr19,33379989,33379990,+,ENSG00000153879.9,CEBPG,0.2237405518487264,proximal pA,33379790,33380190
CENPO_ENSG00000138092.11,PAS5681_AATAAA_0.2,0.22629836361424072,NA,0.13211182417356496,0.265303334,0.03046647955940348,0.03046647955940348,0.03046647955940348,0.03046647955940348,0.013859007255684102,0.013859007255684102,0.013859007255684102,0.013859007255684102,-0.016607472,chr2,24819914,24819915,+,ENSG00000138092.11,CENPO,0.022162743,proximal pA,24819715,24820115
CHMP4B_ENSG00000101421.4,PAS52488_AATAAA_0.25,0.075062665,NA,0.032929139,0.093897794,0.716502394,0.716502394,0.716502394,0.716502394,0.6306609424752847,0.6306609424752847,0.6306609424752847,0.6306609424752847,-0.085841451,chr20,33853829,33853830,+,ENSG00000101421.4,CHMP4B,0.6735816682167948,proximal pA,33853630,33854030
CHMP5_ENSG00000086065.14,PAS26565_AATAAA_0.4,0.6610186986174599,NA,0.5517302737793732,0.7041993069591145,0.5913570629735262,0.5913570629735262,0.5913570629735262,0.5913570629735262,0.6744089531441599,0.6744089531441599,0.6744089531441599,0.6744089531441599,0.08305189,chr9,33281164,33281165,+,ENSG00000086065.14,CHMP5,0.632883008,proximal pA,33280965,33281365
CNOT6_ENSG00000113300.13,PAS16931_AATAAA_0.15,0.23159526378765127,NA,0.052560663,0.1334989142236974,0.20877429802153252,0.20877429802153252,0.20877429802153252,0.20877429802153252,0.2799240856147683,0.2799240856147683,0.2799240856147683,0.2799240856147683,0.071149788,chr5,180576818,180576819,+,ENSG00000113300.13,CNOT6,0.2443491918181504,proximal pA,180576619,180577019
CNOT8_ENSG00000155508.14,PAS16676_APA_0.1,2.670752750819348e-4,0,4.470429219833e-5,3.9780470831645294e-4,0.1895274566870976,0.1895274566870976,0.1895274566870976,0.1895274566870976,0.075580905,0.075580905,0.075580905,0.075580905,-0.113946552,chr5,154875778,154875779,+,ENSG00000155508.14,CNOT8,0.13255418068928396,proximal pA,154875579,154875979
COPS8_ENSG00000198612.11,PAS7647_APA_0.3,0.3231923927870621,NA,0.2079701612662592,0.3668070679088562,0.10234938383331242,0.10234938383331242,0.10234938383331242,0.10234938383331242,0.071654571,0.071654571,0.071654571,0.071654571,-0.030694812,chr2,237097933,237097934,+,ENSG00000198612.11,COPS8,0.087001978,proximal pA,237097734,237098134
CPNE3_ENSG00000085719.13,PAS24592_APA_0.35,0.4345929638488312,NA,0.1321282110666769,0.265303334,0.20688002114125523,0.20688002114125523,0.20688002114125523,0.20688002114125523,0.15396590202489707,0.15396590202489707,0.15396590202489707,0.15396590202489707,-0.052914119,chr8,86558657,86558658,+,ENSG00000085719.13,CPNE3,0.1804229615830761,proximal pA,86558458,86558858
CSK_ENSG00000103653.17,PAS41454_APA_0.3,0.4517380354141459,NA,0.3232127728255469,0.499260581,0.4994634872644257,0.4994634872644257,0.4994634872644257,0.4994634872644257,0.41138877626372095,0.41138877626372095,0.41138877626372095,0.41138877626372095,-0.088074711,chr15,74802899,74802900,+,ENSG00000103653.17,CSK,0.4554261317640733,proximal pA,74802700,74803100
DCAF6_ENSG00000143164.16,PAS1932_AATAAA_0.35,0.6343781401259508,NA,0.5190839796845985,0.6780603901131923,0.016142229805365792,0.016142229805365792,0.016142229805365792,0.016142229805365792,0.012422104107284582,0.012422104107284582,0.012422104107284582,0.012422104107284582,-0.003720126,chr1,168075453,168075454,+,ENSG00000143164.16,DCAF6,0.014282166956325188,proximal pA,168075254,168075654
